#,Date,DO_concentration ,"Temp, °F (LGR S/N: 20880670_21120534_duplicate_duplicate, SEN S/N: 20880670)"
2243,3/19/2022 17:30,-0.03,62.82
2244,3/19/2022 17:45,-0.03,62.82
2245,3/19/2022 18:00,-0.03,62.78
2246,3/19/2022 18:15,-0.03,62.78
2247,3/19/2022 18:30,-0.03,62.74
2248,3/19/2022 18:45,-0.03,62.74
2249,3/19/2022 19:00,-0.03,62.71
2250,3/19/2022 19:15,-0.03,62.67
2251,3/19/2022 19:30,-0.03,62.67
2252,3/19/2022 19:45,-0.03,62.64
2253,3/19/2022 20:00,-0.03,62.6
2254,3/19/2022 20:15,-0.03,62.56
2255,3/19/2022 20:30,-0.03,62.53
2256,3/19/2022 20:45,-0.03,62.49
2257,3/19/2022 21:00,-0.03,62.46
2258,3/19/2022 21:15,-0.03,62.46
2259,3/19/2022 21:30,-0.03,62.42
2260,3/19/2022 21:45,-0.03,62.38
2261,3/19/2022 22:00,-0.03,62.35
2262,3/19/2022 22:15,-0.03,62.31
2263,3/19/2022 22:30,-0.03,62.28
2264,3/19/2022 22:45,-0.03,62.24
2265,3/19/2022 23:00,-0.03,62.2
2266,3/19/2022 23:15,-0.03,62.17
2267,3/19/2022 23:30,-0.03,62.17
2268,3/19/2022 23:45,-0.03,62.13
2269,3/20/2022 0:00,-0.03,62.1
2270,3/20/2022 0:15,-0.03,62.1
2271,3/20/2022 0:30,-0.03,62.06
2272,3/20/2022 0:45,-0.03,62.06
2273,3/20/2022 1:00,-0.03,62.06
2274,3/20/2022 1:15,-0.03,62.06
2275,3/20/2022 1:30,-0.03,62.02
2276,3/20/2022 1:45,-0.03,62.02
2277,3/20/2022 2:00,-0.03,61.99
2278,3/20/2022 2:15,-0.03,61.99
2279,3/20/2022 2:30,-0.03,61.95
2280,3/20/2022 2:45,-0.03,61.92
2281,3/20/2022 3:00,-0.03,61.88
2282,3/20/2022 3:15,-0.03,61.88
2283,3/20/2022 3:30,-0.03,61.84
2284,3/20/2022 3:45,-0.03,61.81
2285,3/20/2022 4:00,-0.03,61.81
2286,3/20/2022 4:15,-0.03,61.77
2287,3/20/2022 4:30,-0.03,61.77
2288,3/20/2022 4:45,-0.03,61.74
2289,3/20/2022 5:00,-0.03,61.74
2290,3/20/2022 5:15,-0.03,61.7
2291,3/20/2022 5:30,-0.03,61.7
2292,3/20/2022 5:45,-0.03,61.7
2293,3/20/2022 6:00,-0.03,61.66
2294,3/20/2022 6:15,-0.03,61.63
2295,3/20/2022 6:30,-0.03,61.59
2296,3/20/2022 6:45,-0.03,61.56
2297,3/20/2022 7:00,-0.03,61.52
2298,3/20/2022 7:15,-0.03,61.48
2299,3/20/2022 7:30,-0.03,61.45
2300,3/20/2022 7:45,-0.03,61.41
2301,3/20/2022 8:00,-0.03,61.38
2302,3/20/2022 8:15,-0.03,61.34
2303,3/20/2022 8:30,-0.03,61.3
2304,3/20/2022 8:45,-0.03,61.27
2305,3/20/2022 9:00,-0.03,61.2
2306,3/20/2022 9:15,-0.03,61.16
2307,3/20/2022 9:30,-0.03,61.12
2308,3/20/2022 9:45,-0.03,61.12
2309,3/20/2022 10:00,-0.03,61.12
2310,3/20/2022 10:15,-0.03,61.16
2311,3/20/2022 10:30,-0.03,61.2
2312,3/20/2022 10:45,-0.03,61.3
2313,3/20/2022 11:00,-0.03,61.41
2314,3/20/2022 11:15,-0.03,61.52
2315,3/20/2022 11:30,-0.03,61.7
2316,3/20/2022 11:45,-0.03,61.84
2317,3/20/2022 12:00,-0.03,61.99
2318,3/20/2022 12:15,-0.03,62.17
2319,3/20/2022 12:30,-0.03,62.31
2320,3/20/2022 12:45,-0.03,62.38
2321,3/20/2022 13:00,-0.03,62.49
2322,3/20/2022 13:15,-0.03,62.56
2323,3/20/2022 13:30,-0.03,62.67
2324,3/20/2022 13:45,-0.03,62.74
2325,3/20/2022 14:00,-0.03,62.89
2326,3/20/2022 14:15,0,62.92
2327,3/20/2022 14:30,0.01,62.96
2328,3/20/2022 14:45,-0.02,63.07
2329,3/20/2022 15:00,0.12,63.14
2330,3/20/2022 15:15,0.1,63.25
2331,3/20/2022 15:30,0.31,63.36
2332,3/20/2022 15:45,0.23,63.43
2333,3/20/2022 16:00,0.15,63.39
2334,3/20/2022 16:15,0.05,63.39
2335,3/20/2022 16:30,-0.02,63.36
2336,3/20/2022 16:45,-0.02,63.36
2337,3/20/2022 17:00,-0.03,63.28
2338,3/20/2022 17:15,-0.02,63.21
2339,3/20/2022 17:30,-0.02,63.14
2340,3/20/2022 17:45,-0.02,63.07
2341,3/20/2022 18:00,-0.03,62.92
2342,3/20/2022 18:15,-0.03,62.85
2343,3/20/2022 18:30,-0.02,62.71
2344,3/20/2022 18:45,-0.02,62.6
2345,3/20/2022 19:00,0,62.49
2346,3/20/2022 19:15,0.01,62.38
2347,3/20/2022 19:30,0.09,62.28
2348,3/20/2022 19:45,0.12,62.13
2349,3/20/2022 20:00,0.17,62.02
2350,3/20/2022 20:15,0.25,61.88
2351,3/20/2022 20:30,0.25,61.77
2352,3/20/2022 20:45,0.46,61.63
2353,3/20/2022 21:00,0.56,61.52
2354,3/20/2022 21:15,0.56,61.41
2355,3/20/2022 21:30,0.68,61.27
2356,3/20/2022 21:45,0.83,61.2
2357,3/20/2022 22:00,0.7,61.09
2358,3/20/2022 22:15,0.63,61.02
2359,3/20/2022 22:30,0.69,60.94
2360,3/20/2022 22:45,0.66,60.87
2361,3/20/2022 23:00,0.64,60.84
2362,3/20/2022 23:15,0.66,60.76
2363,3/20/2022 23:30,0.65,60.73
2364,3/20/2022 23:45,0.5,60.66
2365,3/21/2022 0:00,0.43,60.58
2366,3/21/2022 0:15,0.48,60.55
2367,3/21/2022 0:30,0.47,60.48
2368,3/21/2022 0:45,0.47,60.44
2369,3/21/2022 1:00,0.45,60.37
2370,3/21/2022 1:15,0.39,60.33
2371,3/21/2022 1:30,0.49,60.26
2372,3/21/2022 1:45,0.42,60.19
2373,3/21/2022 2:00,0.46,60.15
2374,3/21/2022 2:15,0.49,60.08
2375,3/21/2022 2:30,0.66,60.01
2376,3/21/2022 2:45,0.5,59.94
2377,3/21/2022 3:00,0.56,59.9
2378,3/21/2022 3:15,0.62,59.83
2379,3/21/2022 3:30,0.56,59.76
2380,3/21/2022 3:45,0.54,59.68
2381,3/21/2022 4:00,0.47,59.65
2382,3/21/2022 4:15,0.53,59.58
2383,3/21/2022 4:30,0.56,59.5
2384,3/21/2022 4:45,0.54,59.43
2385,3/21/2022 5:00,0.51,59.36
2386,3/21/2022 5:15,0.56,59.29
2387,3/21/2022 5:30,0.61,59.25
2388,3/21/2022 5:45,0.63,59.18
2389,3/21/2022 6:00,0.56,59.11
2390,3/21/2022 6:15,0.54,59.04
2391,3/21/2022 6:30,0.58,58.96
2392,3/21/2022 6:45,0.6,58.93
2393,3/21/2022 7:00,0.53,58.86
2394,3/21/2022 7:15,0.48,58.78
2395,3/21/2022 7:30,0.45,58.75
2396,3/21/2022 7:45,0.46,58.68
2397,3/21/2022 8:00,0.37,58.64
2398,3/21/2022 8:15,0.34,58.57
2399,3/21/2022 8:30,0.43,58.53
2400,3/21/2022 8:45,0.49,58.5
2401,3/21/2022 9:00,0.43,58.46
2402,3/21/2022 9:15,0.41,58.42
2403,3/21/2022 9:30,0.39,58.39
2404,3/21/2022 9:45,0.39,58.42
2405,3/21/2022 10:00,0.42,58.46
2406,3/21/2022 10:15,0.65,58.53
2407,3/21/2022 10:30,0.79,58.6
2408,3/21/2022 10:45,0.89,58.68
2409,3/21/2022 11:00,0.92,58.82
2410,3/21/2022 11:15,0.8,58.89
2411,3/21/2022 11:30,0.46,59.04
2412,3/21/2022 11:45,0.39,59.18
2413,3/21/2022 12:00,0.38,59.32
2414,3/21/2022 12:15,0.39,59.47
2415,3/21/2022 12:30,0.31,59.65
2416,3/21/2022 12:45,0.26,59.79
2417,3/21/2022 13:00,0.2,59.97
2418,3/21/2022 13:15,0.14,60.15
2419,3/21/2022 13:30,0.07,60.3
2420,3/21/2022 13:45,0.02,60.48
2421,3/21/2022 14:00,0,60.58
2422,3/21/2022 14:15,-0.01,60.73
2423,3/21/2022 14:30,0,60.91
2424,3/21/2022 14:45,0,61.09
2425,3/21/2022 15:00,-0.01,61.2
2426,3/21/2022 15:15,-0.01,61.34
2427,3/21/2022 15:30,0.09,61.45
2428,3/21/2022 15:45,0.75,61.56
2429,3/21/2022 16:00,0.92,61.59
2430,3/21/2022 16:15,0.68,61.63
2431,3/21/2022 16:30,0.43,61.66
2432,3/21/2022 16:45,0.19,61.66
2433,3/21/2022 17:00,0.09,61.7
2434,3/21/2022 17:15,0.1,61.7
2435,3/21/2022 17:30,0.13,61.7
2436,3/21/2022 17:45,0.16,61.66
2437,3/21/2022 18:00,0.22,61.63
2438,3/21/2022 18:15,0.32,61.59
2439,3/21/2022 18:30,0.68,61.56
2440,3/21/2022 18:45,0.92,61.52
2441,3/21/2022 19:00,1.75,61.45
2442,3/21/2022 19:15,2.17,61.41
2443,3/21/2022 19:30,2.31,61.38
2444,3/21/2022 19:45,2.33,61.3
2445,3/21/2022 20:00,2.29,61.27
2446,3/21/2022 20:15,2.35,61.2
2447,3/21/2022 20:30,2.56,61.16
2448,3/21/2022 20:45,2.91,61.09
2449,3/21/2022 21:00,2.99,61.05
2450,3/21/2022 21:15,2.85,60.98
2451,3/21/2022 21:30,2.6,60.94
2452,3/21/2022 21:45,2.37,60.87
2453,3/21/2022 22:00,2.18,60.84
2454,3/21/2022 22:15,2.02,60.76
2455,3/21/2022 22:30,1.9,60.73
2456,3/21/2022 22:45,1.75,60.69
2457,3/21/2022 23:00,1.6,60.66
2458,3/21/2022 23:15,1.5,60.62
2459,3/21/2022 23:30,1.33,60.58
2460,3/21/2022 23:45,1.2,60.58
2461,3/22/2022 0:00,1.06,60.51
2462,3/22/2022 0:15,0.94,60.51
2463,3/22/2022 0:30,0.83,60.48
2464,3/22/2022 0:45,0.71,60.44
2465,3/22/2022 1:00,0.61,60.4
2466,3/22/2022 1:15,0.54,60.37
2467,3/22/2022 1:30,0.54,60.37
2468,3/22/2022 1:45,0.47,60.33
2469,3/22/2022 2:00,0.36,60.3
2470,3/22/2022 2:15,0.28,60.26
2471,3/22/2022 2:30,0.24,60.22
2472,3/22/2022 2:45,0.2,60.22
2473,3/22/2022 3:00,0.17,60.19
2474,3/22/2022 3:15,0.08,60.15
2475,3/22/2022 3:30,0.04,60.12
2476,3/22/2022 3:45,0.01,60.12
2477,3/22/2022 4:00,-0.01,60.08
2478,3/22/2022 4:15,-0.02,60.04
2479,3/22/2022 4:30,-0.02,60.04
2480,3/22/2022 4:45,-0.03,60.01
2481,3/22/2022 5:00,-0.03,59.97
2482,3/22/2022 5:15,-0.03,59.94
2483,3/22/2022 5:30,-0.03,59.9
2484,3/22/2022 5:45,-0.03,59.9
2485,3/22/2022 6:00,-0.03,59.86
2486,3/22/2022 6:15,-0.03,59.83
2487,3/22/2022 6:30,-0.03,59.79
2488,3/22/2022 6:45,-0.03,59.79
2489,3/22/2022 7:00,-0.03,59.76
2490,3/22/2022 7:15,0,59.76
2491,3/22/2022 7:30,-0.03,59.72
2492,3/22/2022 7:45,-0.02,59.72
2493,3/22/2022 8:00,-0.02,59.68
2494,3/22/2022 8:15,0.04,59.68
2495,3/22/2022 8:30,0.05,59.68
2496,3/22/2022 8:45,0.08,59.68
2497,3/22/2022 9:00,0.09,59.65
2498,3/22/2022 9:15,0.28,59.65
2499,3/22/2022 9:30,0.42,59.68
2500,3/22/2022 9:45,0.48,59.72
2501,3/22/2022 10:00,0.5,59.76
2502,3/22/2022 10:15,0.32,59.83
2503,3/22/2022 10:30,0.26,59.94
2504,3/22/2022 10:45,0.19,60.01
2505,3/22/2022 11:00,0.14,60.15
2506,3/22/2022 11:15,0.06,60.3
2507,3/22/2022 11:30,0.03,60.44
2508,3/22/2022 11:45,-0.01,60.58
2509,3/22/2022 12:00,-0.03,60.73
2510,3/22/2022 12:15,-0.03,60.87
2511,3/22/2022 12:30,-0.03,61.02
2512,3/22/2022 12:45,-0.03,61.16
2513,3/22/2022 13:00,-0.03,61.3
2514,3/22/2022 13:15,-0.03,61.45
2515,3/22/2022 13:30,-0.03,61.59
2516,3/22/2022 13:45,-0.03,61.74
2517,3/22/2022 14:00,-0.03,61.88
2518,3/22/2022 14:15,-0.03,61.99
2519,3/22/2022 14:30,-0.03,62.1
2520,3/22/2022 14:45,-0.03,62.2
2521,3/22/2022 15:00,-0.02,62.31
2522,3/22/2022 15:15,-0.02,62.38
2523,3/22/2022 15:30,0.29,62.49
2524,3/22/2022 15:45,0.51,62.53
2525,3/22/2022 16:00,0.6,62.56
2526,3/22/2022 16:15,0.7,62.6
2527,3/22/2022 16:30,0.59,62.6
2528,3/22/2022 16:45,0.42,62.6
2529,3/22/2022 17:00,0.29,62.6
2530,3/22/2022 17:15,0.17,62.6
2531,3/22/2022 17:30,0.09,62.56
2532,3/22/2022 17:45,0.15,62.56
2533,3/22/2022 18:00,0.22,62.53
2534,3/22/2022 18:15,0.26,62.49
2535,3/22/2022 18:30,0.38,62.46
2536,3/22/2022 18:45,0.47,62.42
2537,3/22/2022 19:00,0.49,62.38
2538,3/22/2022 19:15,0.61,62.31
2539,3/22/2022 19:30,0.78,62.28
2540,3/22/2022 19:45,0.85,62.24
2541,3/22/2022 20:00,0.85,62.17
2542,3/22/2022 20:15,0.86,62.13
2543,3/22/2022 20:30,0.9,62.06
2544,3/22/2022 20:45,0.87,62.02
2545,3/22/2022 21:00,0.84,61.99
2546,3/22/2022 21:15,0.83,61.95
2547,3/22/2022 21:30,0.81,61.92
2548,3/22/2022 21:45,0.81,61.88
2549,3/22/2022 22:00,0.79,61.84
2550,3/22/2022 22:15,0.72,61.81
2551,3/22/2022 22:30,0.68,61.77
2552,3/22/2022 22:45,0.64,61.77
2553,3/22/2022 23:00,0.62,61.74
2554,3/22/2022 23:15,0.6,61.7
2555,3/22/2022 23:30,0.62,61.66
2556,3/22/2022 23:45,0.64,61.63
2557,3/23/2022 0:00,0.6,61.59
2558,3/23/2022 0:15,0.51,61.56
2559,3/23/2022 0:30,0.47,61.56
2560,3/23/2022 0:45,0.47,61.52
2561,3/23/2022 1:00,0.42,61.48
2562,3/23/2022 1:15,0.42,61.45
2563,3/23/2022 1:30,0.42,61.41
2564,3/23/2022 1:45,0.39,61.38
2565,3/23/2022 2:00,0.36,61.38
2566,3/23/2022 2:15,0.32,61.34
2567,3/23/2022 2:30,0.29,61.3
2568,3/23/2022 2:45,0.34,61.3
2569,3/23/2022 3:00,0.41,61.27
2570,3/23/2022 3:15,0.36,61.23
2571,3/23/2022 3:30,0.3,61.2
2572,3/23/2022 3:45,0.23,61.2
2573,3/23/2022 4:00,0.17,61.16
2574,3/23/2022 4:15,0.15,61.12
2575,3/23/2022 4:30,0.16,61.12
2576,3/23/2022 4:45,0.12,61.09
2577,3/23/2022 5:00,0.07,61.09
2578,3/23/2022 5:15,0.07,61.05
2579,3/23/2022 5:30,0.07,61.02
2580,3/23/2022 5:45,0.08,61.02
2581,3/23/2022 6:00,0.07,60.98
2582,3/23/2022 6:15,0.1,60.94
2583,3/23/2022 6:30,0.18,60.94
2584,3/23/2022 6:45,0.23,60.91
2585,3/23/2022 7:00,0.18,60.91
2586,3/23/2022 7:15,0.13,60.91
2587,3/23/2022 7:30,0.18,60.91
2588,3/23/2022 7:45,0.18,60.91
2589,3/23/2022 8:00,0.12,60.91
2590,3/23/2022 8:15,0.04,60.94
2591,3/23/2022 8:30,0.01,60.94
2592,3/23/2022 8:45,-0.02,60.98
2593,3/23/2022 9:00,-0.03,61.02
2594,3/23/2022 9:15,-0.03,61.05
2595,3/23/2022 9:30,-0.03,61.09
2596,3/23/2022 9:45,-0.03,61.12
2597,3/23/2022 10:00,-0.03,61.2
2598,3/23/2022 10:15,-0.03,61.23
2599,3/23/2022 10:30,-0.03,61.3
2600,3/23/2022 10:45,-0.03,61.34
2601,3/23/2022 11:00,-0.03,61.41
2602,3/23/2022 11:15,-0.03,61.48
2603,3/23/2022 11:30,-0.03,61.56
2604,3/23/2022 11:45,-0.03,61.63
2605,3/23/2022 12:00,-0.03,61.7
2606,3/23/2022 12:15,-0.03,61.74
2607,3/23/2022 12:30,-0.03,61.81
2608,3/23/2022 12:45,-0.03,61.84
2609,3/23/2022 13:00,-0.03,61.92
2610,3/23/2022 13:15,-0.03,61.99
2611,3/23/2022 13:30,-0.03,62.06
2612,3/23/2022 13:45,-0.03,62.06
2613,3/23/2022 14:00,-0.03,62.13
2614,3/23/2022 14:15,-0.03,62.17
2615,3/23/2022 14:30,-0.03,62.17
2616,3/23/2022 14:45,-0.03,62.24
2617,3/23/2022 15:00,-0.03,62.24
2618,3/23/2022 15:15,-0.03,62.28
2619,3/23/2022 15:30,-0.02,62.31
2620,3/23/2022 15:45,-0.02,62.35
2621,3/23/2022 16:00,-0.03,62.35
2622,3/23/2022 16:15,-0.03,62.38
2623,3/23/2022 16:30,-0.03,62.42
2624,3/23/2022 16:45,-0.02,62.46
2625,3/23/2022 17:00,-0.03,62.49
2626,3/23/2022 17:15,-0.03,62.53
2627,3/23/2022 17:30,-0.03,62.56
2628,3/23/2022 17:45,-0.03,62.56
2629,3/23/2022 18:00,-0.03,62.56
2630,3/23/2022 18:15,-0.03,62.56
2631,3/23/2022 18:30,-0.02,62.56
2632,3/23/2022 18:45,-0.03,62.56
2633,3/23/2022 19:00,-0.02,62.6
2634,3/23/2022 19:15,0,62.6
2635,3/23/2022 19:30,-0.02,62.56
2636,3/23/2022 19:45,-0.02,62.56
2637,3/23/2022 20:00,-0.02,62.56
2638,3/23/2022 20:15,-0.02,62.56
2639,3/23/2022 20:30,0,62.53
2640,3/23/2022 20:45,0,62.53
2641,3/23/2022 21:00,0.01,62.49
2642,3/23/2022 21:15,0.01,62.49
2643,3/23/2022 21:30,0.05,62.49
2644,3/23/2022 21:45,0.01,62.46
2645,3/23/2022 22:00,0.02,62.46
2646,3/23/2022 22:15,0.12,62.46
2647,3/23/2022 22:30,0.23,62.46
2648,3/23/2022 22:45,0.25,62.46
2649,3/23/2022 23:00,0.31,62.46
2650,3/23/2022 23:15,0.34,62.46
2651,3/23/2022 23:30,0.29,62.46
2652,3/23/2022 23:45,0.19,62.46
2653,3/24/2022 0:00,0.13,62.46
2654,3/24/2022 0:15,0.09,62.46
2655,3/24/2022 0:30,-0.01,62.46
2656,3/24/2022 0:45,-0.01,62.46
2657,3/24/2022 1:00,-0.02,62.46
2658,3/24/2022 1:15,-0.02,62.46
2659,3/24/2022 1:30,-0.03,62.46
2660,3/24/2022 1:45,-0.03,62.46
2661,3/24/2022 2:00,-0.03,62.46
2662,3/24/2022 2:15,-0.03,62.46
2663,3/24/2022 2:30,-0.03,62.42
2664,3/24/2022 2:45,-0.03,62.42
2665,3/24/2022 3:00,-0.03,62.42
2666,3/24/2022 3:15,-0.03,62.42
2667,3/24/2022 3:30,-0.03,62.42
2668,3/24/2022 3:45,-0.03,62.46
2669,3/24/2022 4:00,-0.03,62.46
2670,3/24/2022 4:15,-0.03,62.42
2671,3/24/2022 4:30,-0.03,62.42
2672,3/24/2022 4:45,-0.03,62.42
2673,3/24/2022 5:00,1.14,62.74
2674,3/24/2022 5:15,6.75,65.05
2675,3/24/2022 5:30,6.86,66.13
2676,3/24/2022 5:45,6.83,66.49
2677,3/24/2022 6:00,6.98,66.67
2678,3/24/2022 6:15,6.56,66.74
2679,3/24/2022 6:30,5.97,66.74
2680,3/24/2022 6:45,5.33,66.7
2681,3/24/2022 7:00,4.51,66.6
2682,3/24/2022 7:15,1.25,66.45
2683,3/24/2022 7:30,0.78,66.42
2684,3/24/2022 7:45,3.03,66.56
2685,3/24/2022 8:00,2.67,66.67
2686,3/24/2022 8:15,2.4,66.74
2687,3/24/2022 8:30,1.5,66.7
2688,3/24/2022 8:45,0.94,66.67
2689,3/24/2022 9:00,0.6,66.6
2690,3/24/2022 9:15,0.95,66.52
2691,3/24/2022 9:30,0.68,66.42
2692,3/24/2022 9:45,0.76,66.31
2693,3/24/2022 10:00,0.8,66.2
2694,3/24/2022 10:15,0.72,66.09
2695,3/24/2022 10:30,1,65.95
2696,3/24/2022 10:45,1.3,65.84
2697,3/24/2022 11:00,1.73,65.7
2698,3/24/2022 11:15,2.17,65.44
2699,3/24/2022 11:30,1.36,65.12
2700,3/24/2022 11:45,3.63,65.05
2701,3/24/2022 12:00,2.21,65.26
2702,3/24/2022 12:15,2.23,65.52
2703,3/24/2022 12:30,1.67,65.7
2704,3/24/2022 12:45,1.5,65.84
2705,3/24/2022 13:00,1.2,65.88
2706,3/24/2022 13:15,1,65.91
2707,3/24/2022 13:30,0.45,65.91
2708,3/24/2022 13:45,0,65.91
2709,3/24/2022 14:00,-0.01,65.84
2710,3/24/2022 14:15,-0.01,65.8
2711,3/24/2022 14:30,-0.02,65.66
2712,3/24/2022 14:45,-0.02,65.48
2713,3/24/2022 15:00,0.09,65.26
2714,3/24/2022 15:15,0.45,65.16
2715,3/24/2022 15:30,0.32,65.05
2716,3/24/2022 15:45,-0.01,64.98
2717,3/24/2022 16:00,0,64.9
2718,3/24/2022 16:15,-0.01,64.8
2719,3/24/2022 16:30,-0.02,64.72
2720,3/24/2022 16:45,-0.02,64.65
2721,3/24/2022 17:00,-0.02,64.54
2722,3/24/2022 17:15,-0.02,64.47
2723,3/24/2022 17:30,-0.02,64.4
2724,3/24/2022 17:45,-0.02,64.33
2725,3/24/2022 18:00,-0.02,64.26
2726,3/24/2022 18:15,-0.02,64.18
2727,3/24/2022 18:30,-0.02,64.15
2728,3/24/2022 18:45,-0.02,64.08
2729,3/24/2022 19:00,-0.02,64.04
2730,3/24/2022 19:15,-0.02,63.97
2731,3/24/2022 19:30,-0.02,63.9
2732,3/24/2022 19:45,-0.02,63.86
2733,3/24/2022 20:00,-0.02,63.79
2734,3/24/2022 20:15,-0.02,63.75
2735,3/24/2022 20:30,-0.02,63.68
2736,3/24/2022 20:45,-0.03,63.64
2737,3/24/2022 21:00,-0.02,63.57
2738,3/24/2022 21:15,-0.02,63.54
2739,3/24/2022 21:30,-0.02,63.5
2740,3/24/2022 21:45,-0.03,63.46
2741,3/24/2022 22:00,-0.02,63.43
2742,3/24/2022 22:15,-0.03,63.43
2743,3/24/2022 22:30,-0.03,63.39
2744,3/24/2022 22:45,-0.03,63.36
2745,3/24/2022 23:00,-0.03,63.32
2746,3/24/2022 23:15,-0.03,63.28
2747,3/24/2022 23:30,-0.03,63.28
2748,3/24/2022 23:45,-0.03,63.25
2749,3/25/2022 0:00,-0.03,63.21
2750,3/25/2022 0:15,-0.03,63.21
2751,3/25/2022 0:30,-0.03,63.18
2752,3/25/2022 0:45,-0.03,63.18
2753,3/25/2022 1:00,-0.03,63.21
2754,3/25/2022 1:15,-0.03,63.18
2755,3/25/2022 1:30,-0.03,63.14
2756,3/25/2022 1:45,-0.03,63.14
2757,3/25/2022 2:00,-0.03,63.18
2758,3/25/2022 2:15,-0.03,63.21
2759,3/25/2022 2:30,-0.03,63.21
2760,3/25/2022 2:45,-0.02,63.21
2761,3/25/2022 3:00,-0.01,63.21
2762,3/25/2022 3:15,0.02,63.21
2763,3/25/2022 3:30,0.02,63.18
2764,3/25/2022 3:45,0.01,63.18
2765,3/25/2022 4:00,-0.01,63.14
2766,3/25/2022 4:15,-0.02,63.1
2767,3/25/2022 4:30,-0.02,63.1
2768,3/25/2022 4:45,-0.02,63.07
2769,3/25/2022 5:00,-0.02,63.03
2770,3/25/2022 5:15,-0.03,63
2771,3/25/2022 5:30,-0.03,62.96
2772,3/25/2022 5:45,-0.03,62.89
2773,3/25/2022 6:00,-0.03,62.85
2774,3/25/2022 6:15,-0.03,62.82
2775,3/25/2022 6:30,-0.03,62.78
2776,3/25/2022 6:45,-0.03,62.74
2777,3/25/2022 7:00,-0.03,62.71
2778,3/25/2022 7:15,-0.03,62.71
2779,3/25/2022 7:30,-0.03,62.67
2780,3/25/2022 7:45,-0.03,62.64
2781,3/25/2022 8:00,-0.03,62.64
2782,3/25/2022 8:15,-0.03,62.64
2783,3/25/2022 8:30,-0.03,62.6
2784,3/25/2022 8:45,-0.03,62.6
2785,3/25/2022 9:00,-0.03,62.6
2786,3/25/2022 9:15,-0.03,62.64
2787,3/25/2022 9:30,-0.03,62.67
2788,3/25/2022 9:45,-0.03,62.74
2789,3/25/2022 10:00,-0.03,62.78
2790,3/25/2022 10:15,-0.03,62.85
2791,3/25/2022 10:30,-0.03,62.92
2792,3/25/2022 10:45,-0.03,62.96
2793,3/25/2022 11:00,-0.03,63.03
2794,3/25/2022 11:15,-0.03,63.1
2795,3/25/2022 11:30,-0.03,63.18
2796,3/25/2022 11:45,-0.03,63.21
2797,3/25/2022 12:00,-0.03,63.28
2798,3/25/2022 12:15,-0.03,63.39
2799,3/25/2022 12:30,-0.02,63.46
2800,3/25/2022 12:45,-0.02,63.54
2801,3/25/2022 13:00,-0.03,63.57
2802,3/25/2022 13:15,-0.03,63.64
2803,3/25/2022 13:30,-0.02,63.72
2804,3/25/2022 13:45,-0.02,63.79
2805,3/25/2022 14:00,-0.03,63.86
2806,3/25/2022 14:15,-0.02,63.9
2807,3/25/2022 14:30,-0.02,63.93
2808,3/25/2022 14:45,-0.02,64
2809,3/25/2022 15:00,-0.03,64.08
2810,3/25/2022 15:15,-0.02,64.15
2811,3/25/2022 15:30,-0.02,64.18
2812,3/25/2022 15:45,-0.02,64.18
2813,3/25/2022 16:00,-0.02,64.18
2814,3/25/2022 16:15,-0.02,64.18
2815,3/25/2022 16:30,-0.02,64.15
2816,3/25/2022 16:45,-0.03,64.11
2817,3/25/2022 17:00,-0.02,64.08
2818,3/25/2022 17:15,-0.02,64.04
2819,3/25/2022 17:30,-0.02,64
2820,3/25/2022 17:45,-0.02,63.93
2821,3/25/2022 18:00,-0.02,63.9
2822,3/25/2022 18:15,-0.02,63.86
2823,3/25/2022 18:30,-0.02,63.79
2824,3/25/2022 18:45,-0.02,63.75
2825,3/25/2022 19:00,-0.02,63.68
2826,3/25/2022 19:15,-0.02,63.64
2827,3/25/2022 19:30,-0.03,63.61
2828,3/25/2022 19:45,-0.02,63.54
2829,3/25/2022 20:00,-0.02,63.5
2830,3/25/2022 20:15,-0.02,63.46
2831,3/25/2022 20:30,-0.03,63.43
2832,3/25/2022 20:45,-0.03,63.36
2833,3/25/2022 21:00,-0.02,63.36
2834,3/25/2022 21:15,-0.03,63.28
2835,3/25/2022 21:30,-0.03,63.25
2836,3/25/2022 21:45,-0.03,63.21
2837,3/25/2022 22:00,-0.02,63.18
2838,3/25/2022 22:15,-0.03,63.1
2839,3/25/2022 22:30,-0.03,63.07
2840,3/25/2022 22:45,-0.03,63
2841,3/25/2022 23:00,-0.03,62.96
2842,3/25/2022 23:15,-0.03,62.92
2843,3/25/2022 23:30,-0.03,62.89
2844,3/25/2022 23:45,-0.03,62.85
2845,3/26/2022 0:00,-0.03,62.82
2846,3/26/2022 0:15,-0.03,62.74
2847,3/26/2022 0:30,-0.02,62.71
2848,3/26/2022 0:45,-0.03,62.64
2849,3/26/2022 1:00,-0.03,62.6
2850,3/26/2022 1:15,-0.03,62.53
2851,3/26/2022 1:30,-0.03,62.46
2852,3/26/2022 1:45,-0.02,62.42
2853,3/26/2022 2:00,-0.03,62.35
2854,3/26/2022 2:15,-0.03,62.31
2855,3/26/2022 2:30,-0.03,62.24
2856,3/26/2022 2:45,-0.03,62.17
2857,3/26/2022 3:00,-0.03,62.1
2858,3/26/2022 3:15,-0.03,62.06
2859,3/26/2022 3:30,-0.03,61.99
2860,3/26/2022 3:45,-0.03,61.92
2861,3/26/2022 4:00,-0.03,61.84
