#,Date ,"Full Range, μS/cm (LGR S/N: 10104851, SEN S/N: 10104851)","Temp, °C (LGR S/N: 10104851, SEN S/N: 10104851)",Specific_Conductance,Coupler Detached (LGR S/N: 10104851),Coupler Attached (LGR S/N: 10104851),Host Connected (LGR S/N: 10104851),Stopped (LGR S/N: 10104851),End Of File (LGR S/N: 10104851),Coupler Detached (LGR S/N: 10104851),Coupler Attached (LGR S/N: 10104851),Host Connected (LGR S/N: 10104851),Stopped (LGR S/N: 10104851),End Of File (LGR S/N: 10104851),Coupler Detached (LGR S/N: 10104851),Coupler Attached (LGR S/N: 10104851),Host Connected (LGR S/N: 10104851),Stopped (LGR S/N: 10104851),End Of File (LGR S/N: 10104851)
5679,6/19/2023 15:00,344,23.08,444.7,,,,,,,,,,,,,,,
5680,6/19/2023 15:15,344,23.11,444.4,,,,,,,,,,,,,,,
5681,6/19/2023 15:30,344,23.13,444.1,,,,,,,,,,,,,,,
5682,6/19/2023 15:45,344,23.13,444,,,,,,,,,,,,,,,
5683,6/19/2023 16:00,344.4,23.13,444.4,,,,,,,,,,,,,,,
5684,6/19/2023 16:15,344.7,23.13,444.7,,,,,,,,,,,,,,,
5685,6/19/2023 16:30,345.2,23.12,445.4,,,,,,,,,,,,,,,
5686,6/19/2023 16:45,345.2,23.11,445.4,,,,,,,,,,,,,,,
5687,6/19/2023 17:00,345.2,23.08,445.6,,,,,,,,,,,,,,,
5688,6/19/2023 17:15,345.6,23.07,446.1,,,,,,,,,,,,,,,
5689,6/19/2023 17:30,345.2,23.06,445.6,,,,,,,,,,,,,,,
5690,6/19/2023 17:45,345.6,23.02,446.4,,,,,,,,,,,,,,,
5691,6/19/2023 18:00,345.2,23.01,445.9,,,,,,,,,,,,,,,
5692,6/19/2023 18:15,345.2,22.97,446.2,,,,,,,,,,,,,,,
5693,6/19/2023 18:30,344.4,22.94,445.4,,,,,,,,,,,,,,,
5694,6/19/2023 18:45,344.8,22.91,446.1,,,,,,,,,,,,,,,
5695,6/19/2023 19:00,344,22.89,445.2,,,,,,,,,,,,,,,
5696,6/19/2023 19:15,343.7,22.85,445.1,,,,,,,,,,,,,,,
5697,6/19/2023 19:30,344.1,22.82,445.8,,,,,,,,,,,,,,,
5698,6/19/2023 19:45,343.3,22.78,445.1,,,,,,,,,,,,,,,
5699,6/19/2023 20:00,342.9,22.76,444.7,,,,,,,,,,,,,,,
5700,6/19/2023 20:15,342.9,22.72,445,,,,,,,,,,,,,,,
5701,6/19/2023 20:30,342.5,22.7,444.6,,,,,,,,,,,,,,,
5702,6/19/2023 20:45,341.7,22.67,443.7,,,,,,,,,,,,,,,
5703,6/19/2023 21:00,341.8,22.63,444.1,,,,,,,,,,,,,,,
5704,6/19/2023 21:15,341.8,22.61,444.3,,,,,,,,,,,,,,,
5705,6/19/2023 21:30,341.8,22.57,444.6,,,,,,,,,,,,,,,
5706,6/19/2023 21:45,341.8,22.55,444.7,,,,,,,,,,,,,,,
5707,6/19/2023 22:00,341.4,22.53,444.2,,,,,,,,,,,,,,,
5708,6/19/2023 22:15,341.4,22.49,444.5,,,,,,,,,,,,,,,
5709,6/19/2023 22:30,341,22.46,444.2,,,,,,,,,,,,,,,
5710,6/19/2023 22:45,341,22.43,444.4,,,,,,,,,,,,,,,
5711,6/19/2023 23:00,341,22.39,444.7,,,,,,,,,,,,,,,
5712,6/19/2023 23:15,340.7,22.37,444.5,,,,,,,,,,,,,,,
5713,6/19/2023 23:30,339.9,22.33,443.7,,,,,,,,,,,,,,,
5714,6/19/2023 23:45,340.3,22.29,444.5,,,,,,,,,,,,,,,
5715,6/20/2023 0:00,339.9,22.28,444,,,,,,,,,,,,,,,
5716,6/20/2023 0:15,339.9,22.26,444.1,,,,,,,,,,,,,,,
5717,6/20/2023 0:30,339.5,22.23,443.8,,,,,,,,,,,,,,,
5718,6/20/2023 0:45,339.5,22.21,443.9,,,,,,,,,,,,,,,
5719,6/20/2023 1:00,339.1,22.2,443.4,,,,,,,,,,,,,,,
5720,6/20/2023 1:15,339.1,22.17,443.6,,,,,,,,,,,,,,,
5721,6/20/2023 1:30,339.1,22.15,443.7,,,,,,,,,,,,,,,
5722,6/20/2023 1:45,338.8,22.12,443.5,,,,,,,,,,,,,,,
5723,6/20/2023 2:00,338.4,22.11,443,,,,,,,,,,,,,,,
5724,6/20/2023 2:15,338.8,22.09,443.7,,,,,,,,,,,,,,,
5725,6/20/2023 2:30,338,22.06,442.8,,,,,,,,,,,,,,,
5726,6/20/2023 2:45,337.6,22.05,442.3,,,,,,,,,,,,,,,
5727,6/20/2023 3:00,337.6,22.04,442.3,,,,,,,,,,,,,,,
5728,6/20/2023 3:15,337.6,22.03,442.3,,,,,,,,,,,,,,,
5729,6/20/2023 3:30,337.6,22,442.5,,,,,,,,,,,,,,,
5730,6/20/2023 3:45,337.2,21.98,442.1,,,,,,,,,,,,,,,
5731,6/20/2023 4:00,337.2,21.97,442.1,,,,,,,,,,,,,,,
5732,6/20/2023 4:15,336.8,21.95,441.7,,,,,,,,,,,,,,,
5733,6/20/2023 4:30,336.8,21.93,441.8,,,,,,,,,,,,,,,
5734,6/20/2023 4:45,336.8,21.93,441.7,,,,,,,,,,,,,,,
5735,6/20/2023 5:00,336.9,21.91,442,,,,,,,,,,,,,,,
5736,6/20/2023 5:15,336.9,21.91,441.9,,,,,,,,,,,,,,,
5737,6/20/2023 5:30,336.5,21.89,441.5,,,,,,,,,,,,,,,
5738,6/20/2023 5:45,336.5,21.88,441.5,,,,,,,,,,,,,,,
5739,6/20/2023 6:00,336.1,21.87,440.9,,,,,,,,,,,,,,,
5740,6/20/2023 6:15,336.5,21.86,441.5,,,,,,,,,,,,,,,
5741,6/20/2023 6:30,336.5,21.85,441.5,,,,,,,,,,,,,,,
5742,6/20/2023 6:45,336.1,21.85,440.9,,,,,,,,,,,,,,,
5743,6/20/2023 7:00,335.7,21.85,440.3,,,,,,,,,,,,,,,
5744,6/20/2023 7:15,335.7,21.85,440.2,,,,,,,,,,,,,,,
5745,6/20/2023 7:30,335.7,21.85,440.1,,,,,,,,,,,,,,,
5746,6/20/2023 7:45,336.1,21.85,440.5,,,,,,,,,,,,,,,
5747,6/20/2023 8:00,335.7,21.87,439.7,,,,,,,,,,,,,,,
5748,6/20/2023 8:15,336.5,21.86,440.8,,,,,,,,,,,,,,,
5749,6/20/2023 8:30,336.5,21.87,440.6,,,,,,,,,,,,,,,
5750,6/20/2023 8:45,335.7,21.88,439.4,,,,,,,,,,,,,,,
5751,6/20/2023 9:00,336.1,21.88,439.8,,,,,,,,,,,,,,,
5752,6/20/2023 9:15,336.5,21.91,439.9,,,,,,,,,,,,,,,
5753,6/20/2023 9:30,336.5,21.92,439.8,,,,,,,,,,,,,,,
5754,6/20/2023 9:45,336.8,21.93,440,,,,,,,,,,,,,,,
5755,6/20/2023 10:00,336.4,21.94,439.3,,,,,,,,,,,,,,,
5756,6/20/2023 10:15,336.8,21.95,439.6,,,,,,,,,,,,,,,
5757,6/20/2023 10:30,337.2,21.95,440,,,,,,,,,,,,,,,
5758,6/20/2023 10:45,337.2,21.98,439.7,,,,,,,,,,,,,,,
5759,6/20/2023 11:00,337.6,21.98,440.1,,,,,,,,,,,,,,,
5760,6/20/2023 11:15,338,22,440.3,,,,,,,,,,,,,,,
5761,6/20/2023 11:30,338.8,22.02,441.1,,,,,,,,,,,,,,,
5762,6/20/2023 11:45,338.8,22.04,440.8,,,,,,,,,,,,,,,
5763,6/20/2023 12:00,338.8,22.08,440.3,,,,,,,,,,,,,,,
5764,6/20/2023 12:15,338.8,22.1,440.1,,,,,,,,,,,,,,,
5765,6/20/2023 12:30,339.2,22.14,440.1,,,,,,,,,,,,,,,
5766,6/20/2023 12:45,339.5,22.17,440.1,,,,,,,,,,,,,,,
5767,6/20/2023 13:00,339.9,22.21,440.2,,,,,,,,,,,,,,,
5768,6/20/2023 13:15,339.9,22.25,439.7,,,,,,,,,,,,,,,
5769,6/20/2023 13:30,339.9,22.27,439.4,,,,,,,,,,,,,,,
5770,6/20/2023 13:45,340.7,22.29,440.2,,,,,,,,,,,,,,,
5771,6/20/2023 14:00,340.7,22.31,439.9,,,,,,,,,,,,,,,
5772,6/20/2023 14:15,341.1,22.33,440.1,,,,,,,,,,,,,,,
5773,6/20/2023 14:30,341.5,22.34,440.4,,,,,,,,,,,,,,,
5774,6/20/2023 14:45,341.9,22.36,440.7,,,,,,,,,,,,,,,
5775,6/20/2023 15:00,342.3,22.36,441.1,,,,,,,,,,,,,,,
5776,6/20/2023 15:15,342.6,22.37,441.3,,,,,,,,,,,,,,,
5777,6/20/2023 15:30,342.6,22.39,441,,,,,,,,,,,,,,,
5778,6/20/2023 15:45,343,22.42,441.2,,,,,,,,,,,,,,,
5779,6/20/2023 16:00,343,22.44,440.9,,,,,,,,,,,,,,,
5780,6/20/2023 16:15,343.4,22.46,441.1,,,,,,,,,,,,,,,
5781,6/20/2023 16:30,343.4,22.49,440.7,,,,,,,,,,,,,,,
5782,6/20/2023 16:45,343.8,22.5,441.1,,,,,,,,,,,,,,,
5783,6/20/2023 17:00,344.2,22.5,441.5,,,,,,,,,,,,,,,
5784,6/20/2023 17:15,344.2,22.5,441.4,,,,,,,,,,,,,,,
5785,6/20/2023 17:30,345,22.5,442.3,,,,,,,,,,,,,,,
5786,6/20/2023 17:45,345.8,22.48,443.5,,,,,,,,,,,,,,,
5787,6/20/2023 18:00,346.2,22.46,444.1,,,,,,,,,,,,,,,
5788,6/20/2023 18:15,345.8,22.44,443.7,,,,,,,,,,,,,,,
5789,6/20/2023 18:30,345.4,22.42,443.3,,,,,,,,,,,,,,,
5790,6/20/2023 18:45,344.6,22.39,442.4,,,,,,,,,,,,,,,
5791,6/20/2023 19:00,344.2,22.38,441.9,,,,,,,,,,,,,,,
5792,6/20/2023 19:15,344.2,22.37,442,,,,,,,,,,,,,,,
5793,6/20/2023 19:30,344.2,22.36,442,,,,,,,,,,,,,,,
5794,6/20/2023 19:45,344.2,22.34,442.1,,,,,,,,,,,,,,,
5795,6/20/2023 20:00,344.2,22.33,442.1,,,,,,,,,,,,,,,
5796,6/20/2023 20:15,343.5,22.32,441.2,,,,,,,,,,,,,,,
5797,6/20/2023 20:30,343.5,22.31,441.2,,,,,,,,,,,,,,,
5798,6/20/2023 20:45,342.7,22.31,440.1,,,,,,,,,,,,,,,
5799,6/20/2023 21:00,341.9,22.31,439,,,,,,,,,,,,,,,
5800,6/20/2023 21:15,341.5,22.31,438.4,,,,,,,,,,,,,,,
5801,6/20/2023 21:30,341.9,22.29,439,,,,,,,,,,,,,,,
5802,6/20/2023 21:45,342.7,22.29,439.9,,,,,,,,,,,,,,,
5803,6/20/2023 22:00,342.3,22.29,439.3,,,,,,,,,,,,,,,
5804,6/20/2023 22:15,341.9,22.29,438.7,,,,,,,,,,,,,,,
5805,6/20/2023 22:30,341.9,22.28,438.7,,,,,,,,,,,,,,,
5806,6/20/2023 22:45,343.1,22.27,440.3,,,,,,,,,,,,,,,
5807,6/20/2023 23:00,343.1,22.26,440.3,,,,,,,,,,,,,,,
5808,6/20/2023 23:15,343.9,22.23,441.5,,,,,,,,,,,,,,,
5809,6/20/2023 23:30,343.9,22.21,441.6,,,,,,,,,,,,,,,
5810,6/20/2023 23:45,343.5,22.19,441.2,,,,,,,,,,,,,,,
5811,6/21/2023 0:00,342.7,22.17,440.3,,,,,,,,,,,,,,,
5812,6/21/2023 0:15,341.9,22.16,439.3,,,,,,,,,,,,,,,
5813,6/21/2023 0:30,341.1,22.15,438.2,,,,,,,,,,,,,,,
5814,6/21/2023 0:45,339.9,22.15,436.6,,,,,,,,,,,,,,,
5815,6/21/2023 1:00,339.9,22.15,436.5,,,,,,,,,,,,,,,
5816,6/21/2023 1:15,341.1,22.14,438.1,,,,,,,,,,,,,,,
5817,6/21/2023 1:30,340.7,22.14,437.5,,,,,,,,,,,,,,,
5818,6/21/2023 1:45,339.9,22.14,436.4,,,,,,,,,,,,,,,
5819,6/21/2023 2:00,339.9,22.14,436.3,,,,,,,,,,,,,,,
5820,6/21/2023 2:15,339.9,22.14,436.2,,,,,,,,,,,,,,,
5821,6/21/2023 2:30,339.9,22.14,436.1,,,,,,,,,,,,,,,
5822,6/21/2023 2:45,339.9,22.14,436,,,,,,,,,,,,,,,
5823,6/21/2023 3:00,339.1,22.15,434.8,,,,,,,,,,,,,,,
5824,6/21/2023 3:15,339.1,22.15,434.7,,,,,,,,,,,,,,,
5825,6/21/2023 3:30,339.9,22.15,435.7,,,,,,,,,,,,,,,
5826,6/21/2023 3:45,339.9,22.15,435.6,,,,,,,,,,,,,,,
5827,6/21/2023 4:00,340.3,22.15,436,,,,,,,,,,,,,,,
5828,6/21/2023 4:15,340.7,22.15,436.4,,,,,,,,,,,,,,,
5829,6/21/2023 4:30,340.7,22.14,436.4,,,,,,,,,,,,,,,
5830,6/21/2023 4:45,341.1,22.14,436.8,,,,,,,,,,,,,,,
5831,6/21/2023 5:00,341.1,22.12,437,,,,,,,,,,,,,,,
5832,6/21/2023 5:15,340.7,22.12,436.4,,,,,,,,,,,,,,,
5833,6/21/2023 5:30,341.1,22.11,436.9,,,,,,,,,,,,,,,
5834,6/21/2023 5:45,340.8,22.11,436.4,,,,,,,,,,,,,,,
5835,6/21/2023 6:00,340.8,22.11,436.3,,,,,,,,,,,,,,,
5836,6/21/2023 6:15,341.1,22.11,436.6,,,,,,,,,,,,,,,
5837,6/21/2023 6:30,340.8,22.1,436.2,,,,,,,,,,,,,,,
5838,6/21/2023 6:45,341.2,22.09,436.8,,,,,,,,,,,,,,,
5839,6/21/2023 7:00,341.2,22.09,436.7,,,,,,,,,,,,,,,
5840,6/21/2023 7:15,340.8,22.08,436.2,,,,,,,,,,,,,,,
5841,6/21/2023 7:30,340.4,22.08,435.6,,,,,,,,,,,,,,,
5842,6/21/2023 7:45,340,22.08,435,,,,,,,,,,,,,,,
5843,6/21/2023 8:00,340,22.08,434.9,,,,,,,,,,,,,,,
5844,6/21/2023 8:15,339.6,22.08,434.3,,,,,,,,,,,,,,,
5845,6/21/2023 8:30,339.6,22.08,434.2,,,,,,,,,,,,,,,
5846,6/21/2023 8:45,339.6,22.09,434,,,,,,,,,,,,,,,
5847,6/21/2023 9:00,339.6,22.09,433.9,,,,,,,,,,,,,,,
5848,6/21/2023 9:15,339.6,22.11,433.6,,,,,,,,,,,,,,,
5849,6/21/2023 9:30,339.2,22.11,433,,,,,,,,,,,,,,,
5850,6/21/2023 9:45,340,22.12,433.9,,,,,,,,,,,,,,,
5851,6/21/2023 10:00,340,22.12,433.8,,,,,,,,,,,,,,,
5852,6/21/2023 10:15,340.7,22.12,434.6,,,,,,,,,,,,,,,
5853,6/21/2023 10:30,341.1,22.14,434.8,,,,,,,,,,,,,,,
5854,6/21/2023 10:45,341.1,22.14,434.7,,,,,,,,,,,,,,,
5855,6/21/2023 11:00,340.3,22.15,433.5,,,,,,,,,,,,,,,
5856,6/21/2023 11:15,341.1,22.15,434.5,,,,,,,,,,,,,,,
5857,6/21/2023 11:30,341.9,22.16,435.3,,,,,,,,,,,,,,,
5858,6/21/2023 11:45,341.9,22.16,435.2,,,,,,,,,,,,,,,
5859,6/21/2023 12:00,342.3,22.16,435.6,,,,,,,,,,,,,,,
5860,6/21/2023 12:15,342.3,22.17,435.4,,,,,,,,,,,,,,,
5861,6/21/2023 12:30,341.9,22.17,434.9,,,,,,,,,,,,,,,
5862,6/21/2023 12:45,339.9,22.2,431.9,,,,,,,,,,,,,,,
5863,6/21/2023 13:00,339.5,22.21,431.2,,,,,,,,,,,,,,,
5864,6/21/2023 13:15,339.5,22.23,431,,,,,,,,,,,,,,,
5865,6/21/2023 13:30,339.9,22.25,431.2,,,,,,,,,,,,,,,
5866,6/21/2023 13:45,340.7,22.26,432,,,,,,,,,,,,,,,
5867,6/21/2023 14:00,340.7,22.28,431.8,,,,,,,,,,,,,,,
5868,6/21/2023 14:15,338.7,22.32,428.8,,,,,,,,,,,,,,,
5869,6/21/2023 14:30,337.1,22.36,426.3,,,,,,,,,,,,,,,
5870,6/21/2023 14:45,337.5,22.39,426.4,,,,,,,,,,,,,,,
5871,6/21/2023 15:00,338.7,22.4,427.7,,,,,,,,,,,,,,,
5872,6/21/2023 15:15,339.4,22.43,428.3,,,,,,,,,,,,,,,
5873,6/21/2023 15:30,339.4,22.44,428.1,,,,,,,,,,,,,,,
5874,6/21/2023 15:45,339.8,22.46,428.3,,,,,,,,,,,,,,,
5875,6/21/2023 16:00,339.8,22.49,427.9,,,,,,,,,,,,,,,
5876,6/21/2023 16:15,339.4,22.5,427.3,,,,,,,,,,,,,,,
5877,6/21/2023 16:30,339.8,22.53,427.4,,,,,,,,,,,,,,,
5878,6/21/2023 16:45,340.6,22.54,428.2,,,,,,,,,,,,,,,
5879,6/21/2023 17:00,340.6,22.55,428,,,,,,,,,,,,,,,
5880,6/21/2023 17:15,339.8,22.59,426.6,,,,,,,,,,,,,,,
5881,6/21/2023 17:30,339.8,22.6,426.4,,,,,,,,,,,,,,,
5882,6/21/2023 17:45,340.6,22.61,427.2,,,,,,,,,,,,,,,
5883,6/21/2023 18:00,342.6,22.61,429.6,,,,,,,,,,,,,,,
5884,6/21/2023 18:15,339.8,22.68,425.4,,,,,,,,,,,,,,,
5885,6/21/2023 18:30,338.7,23.52,416.3,,,,,,,,,,,,,,,
5886,6/21/2023 18:45,338.7,24.38,408.6,,,,,,,,,,,,,,,
5887,6/21/2023 19:00,342.1,25.06,406.7,,,,,,,,,,,,,,,
5888,6/21/2023 19:15,343.5,25.58,403.9,,,,,,,,,,,,,,,
5889,6/21/2023 19:30,345.3,25.99,402.5,,,,,,,,,,,,,,,
5890,6/21/2023 19:45,345.2,26.29,399.8,,,,,,,,,,,,,,,
5891,6/21/2023 20:00,343.9,26.52,396.3,,,,,,,,,,,,,,,
5892,6/21/2023 20:15,343.1,26.67,394.1,,,,,,,,,,,,,,,
5893,6/21/2023 20:30,343,26.75,393.2,,,,,,,,,,,,,,,
5894,6/21/2023 20:45,343,26.76,393.1,,,,,,,,,,,,,,,
5895,6/21/2023 21:00,350.6,26.71,402.1,,,,,,,,,,,,,,,
5896,6/21/2023 21:15,351,26.6,403.4,,,,,,,,,,,,,,,
5897,6/21/2023 21:30,347.1,26.47,399.9,,,,,,,,,,,,,,,
5898,6/21/2023 21:45,345.2,26.31,399,,,,,,,,,,,,,,,
5899,6/21/2023 22:00,340.9,26.16,395.1,,,,,,,,,,,,,,,
5900,6/21/2023 22:15,338.6,26.01,393.6,,,,,,,,,,,,,,,
5901,6/21/2023 22:30,336.6,25.86,392.4,,,,,,,,,,,,,,,
5902,6/21/2023 22:45,333.9,25.74,390.2,,,,,,,,,,,,,,,
5903,6/21/2023 23:00,329.6,25.61,386.1,,,,,,,,,,,,,,,
5904,6/21/2023 23:15,328.1,25.49,385.2,,,,,,,,,,,,,,,
5905,6/21/2023 23:30,325.7,25.37,383.3,,,,,,,,,,,,,,,
5906,6/21/2023 23:45,322.6,25.26,380.5,,,,,,,,,,,,,,,
5907,6/22/2023 0:00,321,25.16,379.3,,,,,,,,,,,,,,,
5908,6/22/2023 0:15,317.9,25.06,376.3,,,,,,,,,,,,,,,
5909,6/22/2023 0:30,315.2,24.97,373.8,,,,,,,,,,,,,,,
5910,6/22/2023 0:45,311.6,24.88,370.1,,,,,,,,,,,,,,,
5911,6/22/2023 1:00,308.5,24.8,367,,,,,,,,,,,,,,,
5912,6/22/2023 1:15,308.9,24.7,368.2,,,,,,,,,,,,,,,
5913,6/22/2023 1:30,303.8,24.63,362.6,,,,,,,,,,,,,,,
5914,6/22/2023 1:45,301.9,24.55,360.8,,,,,,,,,,,,,,,
5915,6/22/2023 2:00,299.5,24.49,358.3,,,,,,,,,,,,,,,
5916,6/22/2023 2:15,297.6,24.43,356.4,,,,,,,,,,,,,,,
5917,6/22/2023 2:30,297.2,24.37,356.3,,,,,,,,,,,,,,,
5918,6/22/2023 2:45,295.6,24.32,354.7,,,,,,,,,,,,,,,
5919,6/22/2023 3:00,290.1,24.26,348.5,,,,,,,,,,,,,,,
5920,6/22/2023 3:15,287.8,24.18,346.3,,,,,,,,,,,,,,,
5921,6/22/2023 3:30,287.4,24.08,346.4,,,,,,,,,,,,,,,
5922,6/22/2023 3:45,285,24.01,344,,,,,,,,,,,,,,,
5923,6/22/2023 4:00,285.5,23.95,345,,,,,,,,,,,,,,,
5924,6/22/2023 4:15,283.9,23.89,343.4,,,,,,,,,,,,,,,
5925,6/22/2023 4:30,280.7,23.85,339.8,,,,,,,,,,,,,,,
5926,6/22/2023 4:45,281.1,23.81,340.5,,,,,,,,,,,,,,,
5927,6/22/2023 5:00,280.4,23.78,339.8,,,,,,,,,,,,,,,
5928,6/22/2023 5:15,279.2,23.74,338.5,,,,,,,,,,,,,,,
5929,6/22/2023 5:30,276.8,23.67,336.1,,,,,,,,,,,,,,,
5930,6/22/2023 5:45,274.1,23.64,332.9,,,,,,,,,,,,,,,
5931,6/22/2023 6:00,274.1,23.68,332.6,,,,,,,,,,,,,,,
5932,6/22/2023 6:15,273.7,23.7,331.9,,,,,,,,,,,,,,,
5933,6/22/2023 6:30,273.3,23.73,331.1,,,,,,,,,,,,,,,
5934,6/22/2023 6:45,273.3,23.75,330.9,,,,,,,,,,,,,,,
5935,6/22/2023 7:00,272.5,23.79,329.6,,,,,,,,,,,,,,,
5936,6/22/2023 7:15,274,23.82,331.1,,,,,,,,,,,,,,,
5937,6/22/2023 7:30,274,23.84,330.9,,,,,,,,,,,,,,,
5938,6/22/2023 7:45,275.6,23.85,332.7,,,,,,,,,,,,,,,
5939,6/22/2023 8:00,276.8,23.87,333.9,,,,,,,,,,,,,,,
5940,6/22/2023 8:15,279.5,23.89,337,,,,,,,,,,,,,,,
5941,6/22/2023 8:30,283.9,23.89,342.2,,,,,,,,,,,,,,,
5942,6/22/2023 8:45,285.1,23.89,343.6,,,,,,,,,,,,,,,
5943,6/22/2023 9:00,288.2,23.89,347.3,,,,,,,,,,,,,,,
5944,6/22/2023 9:15,289.4,23.89,348.6,,,,,,,,,,,,,,,
5945,6/22/2023 9:30,289.4,23.89,348.6,,,,,,,,,,,,,,,
5946,6/22/2023 9:45,290.2,23.89,349.4,,,,,,,,,,,,,,,
5947,6/22/2023 10:00,289.8,23.89,348.9,,,,,,,,,,,,,,,
5948,6/22/2023 10:15,291,23.89,350.3,,,,,,,,,,,,,,,
5949,6/22/2023 10:30,291,23.89,350.2,,,,,,,,,,,,,,,
5950,6/22/2023 10:45,289.8,23.9,348.6,,,,,,,,,,,,,,,
5951,6/22/2023 11:00,290.2,23.9,349,,,,,,,,,,,,,,,
5952,6/22/2023 11:15,289,23.91,347.4,,,,,,,,,,,,,,,
5953,6/22/2023 11:30,289,23.93,347.2,,,,,,,,,,,,,,,
5954,6/22/2023 11:45,288.2,23.95,346,,,,,,,,,,,,,,,
5955,6/22/2023 12:00,287.8,23.96,345.4,,,,,,,,,,,,,,,
5956,6/22/2023 12:15,289,23.97,346.7,,,,,,,,,,,,,,,
5957,6/22/2023 12:30,291.4,23.97,349.5,,,,,,,,,,,,,,,
5958,6/22/2023 12:45,90.9,26.68,103,,,,,,,,,,,,,,,
5959,6/22/2023 13:00,18,25.94,20.7,,,,,,,,,,,,,,,
5960,6/22/2023 13:15,20.7,26.05,23.7,,,,,,,,,,,,,,,
5961,6/22/2023 13:30,18,25.88,20.7,,,,,,,,,,,,,,,
5962,6/22/2023 13:45,21.1,25.46,24.5,,,,,,,,,,,,,,,
5963,6/22/2023 14:00,18.8,25.07,22,,,,,,,,,,,,,,,
5964,6/22/2023 14:15,22.3,25.1,26.1,,,,,,,,,,,,,,,
5965,6/22/2023 14:30,38.2,25.04,44.7,,,,,,,,,,,,,,,
5966,6/22/2023 14:45,48.3,24.94,56.6,,,,,,,,,,,,,,,
5967,6/22/2023 15:00,58.4,24.83,68.6,,,,,,,,,,,,,,,
5968,6/22/2023 15:15,60.3,24.75,71,,,,,,,,,,,,,,,
5969,6/22/2023 15:30,61.5,24.7,72.4,,,,,,,,,,,,,,,
5970,6/22/2023 15:45,63.8,24.66,75.2,,,,,,,,,,,,,,,
5971,6/22/2023 16:00,65.8,24.64,77.6,,,,,,,,,,,,,,,
5972,6/22/2023 16:15,71.6,24.61,84.5,,,,,,,,,,,,,,,
5973,6/22/2023 16:30,75.1,24.61,88.6,,,,,,,,,,,,,,,
5974,6/22/2023 16:45,76.7,24.59,90.5,,,,,,,,,,,,,,,
5975,6/22/2023 17:00,82.5,24.58,97.3,,,,,,,,,,,,,,,
5976,6/22/2023 17:15,87.6,24.55,103.4,,,,,,,,,,,,,,,
5977,6/22/2023 17:30,90.7,24.53,107,,,,,,,,,,,,,,,
5978,6/22/2023 17:45,96.9,24.49,114.4,,,,,,,,,,,,,,,
5979,6/22/2023 18:00,103.6,24.43,122.5,,,,,,,,,,,,,,,
5980,6/22/2023 18:15,106.3,24.37,125.8,,,,,,,,,,,,,,,
5981,6/22/2023 18:30,108.6,24.33,128.6,,,,,,,,,,,,,,,
5982,6/22/2023 18:45,110.2,24.3,130.6,,,,,,,,,,,,,,,
5983,6/22/2023 19:00,113.3,24.27,134.3,,,,,,,,,,,,,,,
5984,6/22/2023 19:15,115.7,24.23,137.2,,,,,,,,,,,,,,,
5985,6/22/2023 19:30,116.9,24.21,138.7,,,,,,,,,,,,,,,
5986,6/22/2023 19:45,118.8,24.21,140.9,,,,,,,,,,,,,,,
5987,6/22/2023 20:00,119.2,24.21,141.4,,,,,,,,,,,,,,,
5988,6/22/2023 20:15,120.4,24.21,142.7,,,,,,,,,,,,,,,
5989,6/22/2023 20:30,124.3,24.2,147.4,,,,,,,,,,,,,,,
5990,6/22/2023 20:45,130.5,24.19,154.7,,,,,,,,,,,,,,,
5991,6/22/2023 21:00,131.7,24.18,156.1,,,,,,,,,,,,,,,
5992,6/22/2023 21:15,133.7,24.15,158.6,,,,,,,,,,,,,,,
5993,6/22/2023 21:30,136,24.13,161.3,,,,,,,,,,,,,,,
5994,6/22/2023 21:45,137.6,24.12,163.2,,,,,,,,,,,,,,,
5995,6/22/2023 22:00,137.6,24.1,163.3,,,,,,,,,,,,,,,
5996,6/22/2023 22:15,137.2,24.09,162.8,,,,,,,,,,,,,,,
5997,6/22/2023 22:30,140.3,24.08,166.5,,,,,,,,,,,,,,,
5998,6/22/2023 22:45,139.9,24.07,166,,,,,,,,,,,,,,,
5999,6/22/2023 23:00,140.7,24.07,166.9,,,,,,,,,,,,,,,
6000,6/22/2023 23:15,141.5,24.07,167.8,,,,,,,,,,,,,,,
6001,6/22/2023 23:30,141.5,24.06,167.8,,,,,,,,,,,,,,,
6002,6/22/2023 23:45,141.1,24.04,167.4,,,,,,,,,,,,,,,
6003,6/23/2023 0:00,141.5,24.04,167.8,,,,,,,,,,,,,,,
6004,6/23/2023 0:15,141.9,24.04,168.3,,,,,,,,,,,,,,,
6005,6/23/2023 0:30,141.5,24.04,167.8,,,,,,,,,,,,,,,
6006,6/23/2023 0:45,141.9,24.03,168.3,,,,,,,,,,,,,,,
6007,6/23/2023 1:00,142.7,24.03,169.2,,,,,,,,,,,,,,,
6008,6/23/2023 1:15,142.7,24.03,169.1,,,,,,,,,,,,,,,
6009,6/23/2023 1:30,142.7,24.04,169.1,,,,,,,,,,,,,,,
6010,6/23/2023 1:45,25.4,24.15,30,,,,,,,,,,,,,,,
6011,6/23/2023 2:00,17.2,24.1,20.3,,,,,,,,,,,,,,,
6012,6/23/2023 2:15,18.8,24.13,22.2,,,,,,,,,,,,,,,
6013,6/23/2023 2:30,24.6,24.13,29.1,,,,,,,,,,,,,,,
