#,Date,Ch: 1 - Temperature   (°C ),Ch: 2 - Millivolts   (mv), pH  
4174,05/17/2022 23:00:00,22.61,-6.31,6.67
4175,05/17/2022 23:15:00,22.49,-6.20,6.67
4176,05/17/2022 23:30:00,22.39,-6.25,6.67
4177,05/17/2022 23:45:00,22.30,-6.06,6.66
4178,05/18/2022 00:00:00,22.15,-5.95,6.66
4179,05/18/2022 00:15:00,22.06,-5.45,6.65
4180,05/18/2022 00:30:00,21.96,-5.47,6.65
4181,05/18/2022 00:45:00,21.84,-5.39,6.65
4182,05/18/2022 01:00:00,21.75,-5.30,6.65
4183,05/18/2022 01:15:00,21.65,-5.89,6.66
4184,05/18/2022 01:30:00,21.53,-5.31,6.65
4185,05/18/2022 01:45:00,21.44,-5.64,6.66
4186,05/18/2022 02:00:00,21.34,-5.13,6.65
4187,05/18/2022 02:15:00,21.29,-5.50,6.65
4188,05/18/2022 02:30:00,21.17,-5.41,6.65
4189,05/18/2022 02:45:00,21.08,-5.23,6.65
4190,05/18/2022 03:00:00,21.01,-5.55,6.65
4191,05/18/2022 03:15:00,20.94,-5.63,6.65
4192,05/18/2022 03:30:00,20.84,-5.81,6.66
4193,05/18/2022 03:45:00,20.77,-5.42,6.65
4194,05/18/2022 04:00:00,20.67,-5.63,6.65
4195,05/18/2022 04:15:00,20.63,-5.83,6.66
4196,05/18/2022 04:30:00,20.53,-6.06,6.66
4197,05/18/2022 04:45:00,20.48,-6.14,6.66
4198,05/18/2022 05:00:00,20.41,-6.31,6.67
4199,05/18/2022 05:15:00,20.34,-6.19,6.66
4200,05/18/2022 05:30:00,20.29,-6.56,6.67
4201,05/18/2022 05:45:00,20.22,-6.63,6.67
4202,05/18/2022 06:00:00,20.15,-6.45,6.67
4203,05/18/2022 06:15:00,20.08,-6.80,6.67
4204,05/18/2022 06:30:00,20.03,-6.63,6.67
4205,05/18/2022 06:45:00,19.98,-6.59,6.67
4206,05/18/2022 07:00:00,19.91,-6.33,6.67
4207,05/18/2022 07:15:00,19.86,-6.61,6.67
4208,05/18/2022 07:30:00,19.82,-6.95,6.68
4209,05/18/2022 07:45:00,19.79,-6.66,6.67
4210,05/18/2022 08:00:00,19.75,-6.86,6.67
4211,05/18/2022 08:15:00,19.75,-7.17,6.68
4212,05/18/2022 08:30:00,19.72,-7.05,6.68
4213,05/18/2022 08:45:00,19.72,-6.61,6.67
4214,05/18/2022 09:00:00,19.75,-6.44,6.67
4215,05/18/2022 09:15:00,19.77,-6.36,6.67
4216,05/18/2022 09:30:00,19.84,-6.77,6.67
4217,05/18/2022 09:45:00,20.03,-6.28,6.66
4218,05/18/2022 10:00:00,20.27,-6.72,6.67
4219,05/18/2022 10:15:00,20.46,-5.63,6.65
4220,05/18/2022 10:30:00,20.70,-5.91,6.66
4221,05/18/2022 10:45:00,20.96,-5.30,6.65
4222,05/18/2022 11:00:00,21.25,-4.75,6.64
4223,05/18/2022 11:15:00,21.56,-4.41,6.63
4224,05/18/2022 11:30:00,21.89,-4.83,6.64
4225,05/18/2022 11:45:00,22.25,-5.13,6.65
4226,05/18/2022 12:00:00,22.61,-4.53,6.64
4227,05/18/2022 12:15:00,22.94,-4.38,6.64
4228,05/18/2022 12:30:00,23.33,-4.05,6.63
4229,05/18/2022 12:45:00,23.69,-4.39,6.64
4230,05/18/2022 13:00:00,24.07,-4.86,6.64
4231,05/18/2022 13:15:00,24.46,-5.00,6.65
4232,05/18/2022 13:30:00,24.82,-4.95,6.65
4233,05/18/2022 13:45:00,25.16,-5.89,6.66
4234,05/18/2022 14:00:00,25.53,-4.97,6.65
4235,05/18/2022 14:15:00,25.87,-4.44,6.64
4236,05/18/2022 14:30:00,26.26,-5.11,6.65
4237,05/18/2022 14:45:00,26.57,-5.33,6.66
4238,05/18/2022 15:00:00,26.92,-5.06,6.65
4239,05/18/2022 15:15:00,27.21,-5.88,6.67
4240,05/18/2022 15:30:00,27.48,-5.45,6.66
4241,05/18/2022 15:45:00,27.73,-4.95,6.65
4242,05/18/2022 16:00:00,27.90,-5.33,6.66
4243,05/18/2022 16:15:00,28.02,-5.67,6.66
4244,05/18/2022 16:30:00,28.07,-5.98,6.67
4245,05/18/2022 16:45:00,28.12,-5.91,6.67
4246,05/18/2022 17:00:00,28.12,-6.05,6.67
4247,05/18/2022 17:15:00,27.97,-6.23,6.67
4248,05/18/2022 17:30:00,27.68,-6.22,6.67
4249,05/18/2022 17:45:00,27.36,-6.19,6.67
4250,05/18/2022 18:00:00,27.06,-5.66,6.66
4251,05/18/2022 18:15:00,26.77,-5.77,6.66
4252,05/18/2022 18:30:00,26.48,-6.14,6.67
4253,05/18/2022 18:45:00,26.21,-5.55,6.66
4254,05/18/2022 19:00:00,25.96,-5.31,6.65
4255,05/18/2022 19:15:00,25.77,-4.63,6.64
4256,05/18/2022 19:30:00,25.53,-5.39,6.66
4257,05/18/2022 19:45:00,25.28,-5.84,6.66
4258,05/18/2022 20:00:00,25.02,-6.25,6.67
4259,05/18/2022 20:15:00,24.75,-6.03,6.67
4260,05/18/2022 20:30:00,24.53,-6.23,6.67
4261,05/18/2022 20:45:00,24.32,-6.45,6.67
4262,05/18/2022 21:00:00,24.12,-6.72,6.68
4263,05/18/2022 21:15:00,23.95,-6.66,6.68
4264,05/18/2022 21:30:00,23.79,-6.30,6.67
4265,05/18/2022 21:45:00,23.62,-6.13,6.67
4266,05/18/2022 22:00:00,23.47,-6.17,6.67
4267,05/18/2022 22:15:00,23.35,-5.97,6.66
4268,05/18/2022 22:30:00,23.21,-5.44,6.65
4269,05/18/2022 22:45:00,23.09,-5.38,6.65
4270,05/18/2022 23:00:00,22.97,-6.59,6.67
4271,05/18/2022 23:15:00,22.85,-6.13,6.66
4272,05/18/2022 23:30:00,22.75,-5.83,6.66
4273,05/18/2022 23:45:00,22.66,-6.22,6.67
4274,05/19/2022 00:00:00,22.56,-6.00,6.66
4275,05/19/2022 00:15:00,22.47,-5.84,6.66
4276,05/19/2022 00:30:00,22.37,-5.50,6.65
4277,05/19/2022 00:45:00,22.27,-5.84,6.66
4278,05/19/2022 01:00:00,22.20,-5.80,6.66
4279,05/19/2022 01:15:00,22.13,-5.97,6.66
4280,05/19/2022 01:30:00,22.03,-5.95,6.66
4281,05/19/2022 01:45:00,21.91,-5.98,6.66
4282,05/19/2022 02:00:00,21.84,-6.11,6.66
4283,05/19/2022 02:15:00,21.72,-6.23,6.67
4284,05/19/2022 02:30:00,21.65,-6.53,6.67
4285,05/19/2022 02:45:00,21.58,-6.81,6.68
4286,05/19/2022 03:00:00,21.51,-6.73,6.67
4287,05/19/2022 03:15:00,21.41,-6.83,6.68
4288,05/19/2022 03:30:00,21.37,-6.94,6.68
4289,05/19/2022 03:45:00,21.29,-6.63,6.67
4290,05/19/2022 04:00:00,21.22,-6.30,6.67
4291,05/19/2022 04:15:00,21.17,-6.59,6.67
4292,05/19/2022 04:30:00,21.13,-6.50,6.67
4293,05/19/2022 04:45:00,21.08,-6.63,6.67
4294,05/19/2022 05:00:00,21.03,-6.94,6.68
4295,05/19/2022 05:15:00,20.98,-7.23,6.68
4296,05/19/2022 05:30:00,20.96,-7.06,6.68
4297,05/19/2022 05:45:00,20.91,-7.52,6.69
4298,05/19/2022 06:00:00,20.89,-7.47,6.69
4299,05/19/2022 06:15:00,20.86,-7.47,6.69
4300,05/19/2022 06:30:00,20.82,-7.23,6.68
4301,05/19/2022 06:45:00,20.79,-7.55,6.69
4302,05/19/2022 07:00:00,20.77,-7.34,6.68
4303,05/19/2022 07:15:00,20.77,-7.30,6.68
4304,05/19/2022 07:30:00,20.75,-7.30,6.68
4305,05/19/2022 07:45:00,20.75,-7.63,6.69
4306,05/19/2022 08:00:00,20.72,-7.67,6.69
4307,05/19/2022 08:15:00,20.72,-7.58,6.69
4308,05/19/2022 08:30:00,20.75,-7.72,6.69
4309,05/19/2022 08:45:00,20.77,-6.94,6.68
4310,05/19/2022 09:00:00,20.79,-7.19,6.68
4311,05/19/2022 09:15:00,20.84,-7.31,6.68
4312,05/19/2022 09:30:00,20.94,-7.88,6.69
4313,05/19/2022 09:45:00,21.13,-7.59,6.69
4314,05/19/2022 10:00:00,21.37,-7.39,6.68
4315,05/19/2022 10:15:00,21.56,-7.69,6.69
4316,05/19/2022 10:30:00,21.80,-7.48,6.69
4317,05/19/2022 10:45:00,22.08,-7.33,6.68
4318,05/19/2022 11:00:00,22.39,-6.98,6.68
4319,05/19/2022 11:15:00,22.70,-7.16,6.68
4320,05/19/2022 11:30:00,23.04,-7.39,6.69
4321,05/19/2022 11:45:00,23.42,-7.66,6.69
4322,05/19/2022 12:00:00,23.81,-7.39,6.69
4323,05/19/2022 12:15:00,24.15,-5.63,6.66
4324,05/19/2022 12:30:00,24.53,-5.72,6.66
4325,05/19/2022 12:45:00,24.94,-5.38,6.65
4326,05/19/2022 13:00:00,25.36,-5.16,6.65
4327,05/19/2022 13:15:00,25.72,-5.61,6.66
4328,05/19/2022 13:30:00,26.11,-5.95,6.67
4329,05/19/2022 13:45:00,26.50,-5.58,6.66
4330,05/19/2022 14:00:00,26.87,-5.72,6.66
4331,05/19/2022 14:15:00,27.23,-5.69,6.66
4332,05/19/2022 14:30:00,27.60,-5.22,6.66
4333,05/19/2022 14:45:00,27.95,-4.97,6.65
4334,05/19/2022 15:00:00,28.32,-5.64,6.66
4335,05/19/2022 15:15:00,28.62,-5.94,6.67
4336,05/19/2022 15:30:00,28.89,-6.22,6.67
4337,05/19/2022 15:45:00,29.07,-5.78,6.67
4338,05/19/2022 16:00:00,29.21,-5.91,6.67
4339,05/19/2022 16:15:00,29.34,-5.30,6.66
4340,05/19/2022 16:30:00,29.41,-5.41,6.66
4341,05/19/2022 16:45:00,29.39,-5.59,6.66
4342,05/19/2022 17:00:00,29.39,-5.67,6.66
4343,05/19/2022 17:15:00,29.19,-5.44,6.66
4344,05/19/2022 17:30:00,28.92,-5.27,6.66
4345,05/19/2022 17:45:00,28.59,-5.63,6.66
4346,05/19/2022 18:00:00,28.34,-5.63,6.66
4347,05/19/2022 18:15:00,28.07,-5.66,6.66
4348,05/19/2022 18:30:00,27.83,-5.59,6.66
4349,05/19/2022 18:45:00,27.58,-4.84,6.65
4350,05/19/2022 19:00:00,27.33,-4.25,6.64
4351,05/19/2022 19:15:00,27.11,-4.30,6.64
4352,05/19/2022 19:30:00,26.92,-3.52,6.63
4353,05/19/2022 19:45:00,26.72,-3.20,6.62
4354,05/19/2022 20:00:00,26.55,-3.13,6.62
4355,05/19/2022 20:15:00,26.33,-2.98,6.62
4356,05/19/2022 20:30:00,26.13,-2.83,6.61
4357,05/19/2022 20:45:00,25.96,-2.34,6.61
4358,05/19/2022 21:00:00,25.77,-2.52,6.61
4359,05/19/2022 21:15:00,25.60,-1.58,6.59
4360,05/19/2022 21:30:00,25.45,-1.38,6.59
4361,05/19/2022 21:45:00,25.28,-1.23,6.59
4362,05/19/2022 22:00:00,25.11,-1.33,6.59
4363,05/19/2022 22:15:00,24.97,-1.36,6.59
4364,05/19/2022 22:30:00,24.85,-0.73,6.58
4365,05/19/2022 22:45:00,24.70,-0.44,6.57
4366,05/19/2022 23:00:00,24.56,-0.72,6.58
4367,05/19/2022 23:15:00,24.44,0.64,6.55
4368,05/19/2022 23:30:00,24.34,0.06,6.56
4369,05/19/2022 23:45:00,24.24,1.06,6.55
4370,05/20/2022 00:00:00,24.15,1.50,6.54
4371,05/20/2022 00:15:00,24.05,1.19,6.54
4372,05/20/2022 00:30:00,23.98,1.39,6.54
4373,05/20/2022 00:45:00,23.91,0.95,6.55
4374,05/20/2022 01:00:00,23.81,1.20,6.54
4375,05/20/2022 01:15:00,23.74,1.03,6.55
4376,05/20/2022 01:30:00,23.66,1.64,6.53
4377,05/20/2022 01:45:00,23.59,1.44,6.54
4378,05/20/2022 02:00:00,23.52,1.31,6.54
4379,05/20/2022 02:15:00,23.47,1.48,6.54
4380,05/20/2022 02:30:00,23.42,1.38,6.54
4381,05/20/2022 02:45:00,23.35,1.67,6.53
4382,05/20/2022 03:00:00,23.28,1.16,6.54
4383,05/20/2022 03:15:00,23.23,1.05,6.54
4384,05/20/2022 03:30:00,23.11,0.98,6.54
4385,05/20/2022 03:45:00,23.02,0.38,6.56
4386,05/20/2022 04:00:00,22.92,0.47,6.55
4387,05/20/2022 04:15:00,22.85,0.48,6.55
4388,05/20/2022 04:30:00,22.78,1.67,6.53
4389,05/20/2022 04:45:00,22.63,0.64,6.55
4390,05/20/2022 05:00:00,22.56,0.86,6.55
4391,05/20/2022 05:15:00,22.49,0.84,6.55
4392,05/20/2022 05:30:00,22.42,1.23,6.54
4393,05/20/2022 05:45:00,22.37,0.89,6.55
4394,05/20/2022 06:00:00,22.32,0.39,6.55
4395,05/20/2022 06:15:00,22.27,0.02,6.56
4396,05/20/2022 06:30:00,22.23,-0.59,6.57
4397,05/20/2022 06:45:00,22.20,-0.55,6.57
4398,05/20/2022 07:00:00,22.15,-0.73,6.57
4399,05/20/2022 07:15:00,22.15,-0.97,6.58
4400,05/20/2022 07:30:00,22.13,-1.19,6.58
4401,05/20/2022 07:45:00,22.15,-1.25,6.58
4402,05/20/2022 08:00:00,22.18,-1.92,6.59
4403,05/20/2022 08:15:00,22.20,-2.44,6.60
4404,05/20/2022 08:30:00,22.25,-2.61,6.60
4405,05/20/2022 08:45:00,22.27,-2.73,6.61
4406,05/20/2022 09:00:00,22.35,-3.20,6.61
4407,05/20/2022 09:15:00,22.42,-3.41,6.62
4408,05/20/2022 09:30:00,22.49,-4.14,6.63
4409,05/20/2022 09:45:00,22.63,-4.23,6.63
4410,05/20/2022 10:00:00,22.78,-2.92,6.61
4411,05/20/2022 10:15:00,22.92,-2.34,6.60
4412,05/20/2022 10:30:00,23.11,-2.05,6.60
4413,05/20/2022 10:45:00,23.35,-2.02,6.60
4414,05/20/2022 11:00:00,23.59,-1.91,6.59
4415,05/20/2022 11:15:00,23.88,-3.06,6.61
4416,05/20/2022 11:30:00,24.17,-2.98,6.61
4417,05/20/2022 11:45:00,24.48,-3.11,6.62
4418,05/20/2022 12:00:00,24.82,-2.92,6.61
4419,05/20/2022 12:15:00,25.16,-2.67,6.61
4420,05/20/2022 12:30:00,25.53,-2.58,6.61
4421,05/20/2022 12:45:00,25.89,-2.09,6.60
4422,05/20/2022 13:00:00,26.26,-3.00,6.62
4423,05/20/2022 13:15:00,26.65,-2.67,6.61
4424,05/20/2022 13:30:00,26.94,-2.52,6.61
4425,05/20/2022 13:45:00,27.31,-3.00,6.62
4426,05/20/2022 14:00:00,27.65,-3.38,6.62
4427,05/20/2022 14:15:00,28.00,-1.50,6.59
4428,05/20/2022 14:30:00,28.32,-2.25,6.61
4429,05/20/2022 14:45:00,28.62,-2.83,6.62
4430,05/20/2022 15:00:00,28.92,-1.94,6.60
4431,05/20/2022 15:15:00,29.16,-2.03,6.60
4432,05/20/2022 15:30:00,29.36,-1.59,6.60
4433,05/20/2022 15:45:00,29.54,-0.45,6.58
4434,05/20/2022 16:00:00,29.66,0.16,6.57
4435,05/20/2022 16:15:00,29.79,0.58,6.56
4436,05/20/2022 16:30:00,29.89,0.69,6.56
4437,05/20/2022 16:45:00,29.89,-0.28,6.58
4438,05/20/2022 17:00:00,29.82,-0.72,6.58
4439,05/20/2022 17:15:00,29.66,-1.59,6.60
4440,05/20/2022 17:30:00,29.41,-3.94,6.64
4441,05/20/2022 17:45:00,29.11,-5.03,6.65
4442,05/20/2022 18:00:00,28.82,-3.33,6.63
4443,05/20/2022 18:15:00,28.52,-2.27,6.61
4444,05/20/2022 18:30:00,28.22,-0.80,6.58
4445,05/20/2022 18:45:00,27.95,-0.94,6.58
4446,05/20/2022 19:00:00,27.73,-0.14,6.57
4447,05/20/2022 19:15:00,27.48,-0.27,6.57
4448,05/20/2022 19:30:00,27.23,0.81,6.55
4449,05/20/2022 19:45:00,26.96,0.28,6.56
4450,05/20/2022 20:00:00,26.74,0.91,6.55
4451,05/20/2022 20:15:00,26.55,0.80,6.55
4452,05/20/2022 20:30:00,26.35,2.59,6.52
4453,05/20/2022 20:45:00,26.18,1.98,6.53
4454,05/20/2022 21:00:00,26.01,2.45,6.52
4455,05/20/2022 21:15:00,25.87,1.95,6.53
4456,05/20/2022 21:30:00,25.72,1.98,6.53
4457,05/20/2022 21:45:00,25.57,3.25,6.51
4458,05/20/2022 22:00:00,25.45,3.14,6.51
4459,05/20/2022 22:15:00,25.31,2.80,6.52
4460,05/20/2022 22:30:00,25.19,2.75,6.52
4461,05/20/2022 22:45:00,25.04,3.22,6.51
4462,05/20/2022 23:00:00,24.92,3.08,6.51
4463,05/20/2022 23:15:00,24.77,3.02,6.51
4464,05/20/2022 23:30:00,24.65,4.61,6.49
4465,05/20/2022 23:45:00,24.53,4.27,6.49
4466,05/21/2022 00:00:00,24.41,4.13,6.49
4467,05/21/2022 00:15:00,24.29,4.38,6.49
4468,05/21/2022 00:30:00,24.19,4.98,6.48
4469,05/21/2022 00:45:00,24.10,4.36,6.49
4470,05/21/2022 01:00:00,24.00,4.28,6.49
4471,05/21/2022 01:15:00,23.93,4.75,6.48
4472,05/21/2022 01:30:00,23.83,4.31,6.49
4473,05/21/2022 01:45:00,23.76,3.95,6.50
4474,05/21/2022 02:00:00,23.69,4.02,6.49
4475,05/21/2022 02:15:00,23.59,4.38,6.49
4476,05/21/2022 02:30:00,23.52,4.27,6.49
4477,05/21/2022 02:45:00,23.47,4.52,6.49
4478,05/21/2022 03:00:00,23.40,4.34,6.49
4479,05/21/2022 03:15:00,23.35,3.73,6.50
4480,05/21/2022 03:30:00,23.30,3.59,6.50
4481,05/21/2022 03:45:00,23.26,3.03,6.51
4482,05/21/2022 04:00:00,23.21,2.80,6.51
4483,05/21/2022 04:15:00,23.16,2.47,6.52
4484,05/21/2022 04:30:00,23.11,2.67,6.52
4485,05/21/2022 04:45:00,23.06,2.92,6.51
4486,05/21/2022 05:00:00,23.02,2.89,6.51
4487,05/21/2022 05:15:00,22.97,3.45,6.50
4488,05/21/2022 05:30:00,22.92,3.78,6.50
4489,05/21/2022 05:45:00,22.85,3.64,6.50
4490,05/21/2022 06:00:00,22.82,3.39,6.50
4491,05/21/2022 06:15:00,22.78,3.14,6.51
4492,05/21/2022 06:30:00,22.73,2.92,6.51
4493,05/21/2022 06:45:00,22.70,2.78,6.51
4494,05/21/2022 07:00:00,22.66,2.66,6.52
4495,05/21/2022 07:15:00,22.66,2.34,6.52
4496,05/21/2022 07:30:00,22.63,2.22,6.52
4497,05/21/2022 07:45:00,22.63,2.25,6.52
4498,05/21/2022 08:00:00,22.63,1.61,6.53
4499,05/21/2022 08:15:00,22.63,0.98,6.54
4500,05/21/2022 08:30:00,22.66,0.20,6.56
4501,05/21/2022 08:45:00,22.70,-0.66,6.57
4502,05/21/2022 09:00:00,22.75,-1.30,6.58
4503,05/21/2022 09:15:00,22.80,-1.83,6.59
4504,05/21/2022 09:30:00,22.87,-2.58,6.60
4505,05/21/2022 09:45:00,23.09,-2.98,6.61
4506,05/21/2022 10:00:00,23.28,-1.97,6.60
4507,05/21/2022 10:15:00,23.50,-2.16,6.60
4508,05/21/2022 10:30:00,23.66,-2.42,6.60
4509,05/21/2022 10:45:00,23.86,-2.39,6.60
4510,05/21/2022 11:00:00,24.15,-2.11,6.60
4511,05/21/2022 11:15:00,24.41,-1.89,6.60
4512,05/21/2022 11:30:00,24.73,-1.67,6.59
4513,05/21/2022 11:45:00,25.06,-1.69,6.59
4514,05/21/2022 12:00:00,25.43,-1.41,6.59
4515,05/21/2022 12:15:00,25.77,-1.16,6.58
4516,05/21/2022 12:30:00,26.16,-2.42,6.61
4517,05/21/2022 12:45:00,26.50,-3.00,6.62
4518,05/21/2022 13:00:00,26.84,-2.52,6.61
4519,05/21/2022 13:15:00,27.19,-2.98,6.62
4520,05/21/2022 13:30:00,27.53,-2.66,6.61
4521,05/21/2022 13:45:00,27.87,-2.63,6.61
4522,05/21/2022 14:00:00,28.15,-2.78,6.62
4523,05/21/2022 14:15:00,28.42,-3.28,6.62
4524,05/21/2022 14:30:00,28.74,-2.70,6.61
4525,05/21/2022 14:45:00,28.97,-2.80,6.62
4526,05/21/2022 15:00:00,29.16,-2.98,6.62
4527,05/21/2022 15:15:00,29.36,-3.31,6.63
4528,05/21/2022 15:30:00,29.44,-3.30,6.63
4529,05/21/2022 15:45:00,29.59,-4.22,6.64
4530,05/21/2022 16:00:00,29.69,-4.42,6.64
4531,05/21/2022 16:15:00,29.69,-4.75,6.65
4532,05/21/2022 16:30:00,29.69,-4.88,6.65
4533,05/21/2022 16:45:00,29.59,-5.05,6.65
4534,05/21/2022 17:00:00,29.46,-5.31,6.66
4535,05/21/2022 17:15:00,29.26,-6.05,6.67
4536,05/21/2022 17:30:00,29.04,-6.02,6.67
4537,05/21/2022 17:45:00,28.82,-4.98,6.65
4538,05/21/2022 18:00:00,28.57,-3.05,6.62
4539,05/21/2022 18:15:00,28.30,-2.44,6.61
4540,05/21/2022 18:30:00,28.05,-2.08,6.60
4541,05/21/2022 18:45:00,27.78,-2.27,6.61
4542,05/21/2022 19:00:00,27.51,-2.28,6.61
4543,05/21/2022 19:15:00,27.26,-1.81,6.60
4544,05/21/2022 19:30:00,27.01,-0.42,6.57
4545,05/21/2022 19:45:00,26.82,-1.42,6.59
4546,05/21/2022 20:00:00,26.60,-1.55,6.59
4547,05/21/2022 20:15:00,26.38,-1.70,6.59
4548,05/21/2022 20:30:00,26.21,-2.02,6.60
4549,05/21/2022 20:45:00,25.99,-2.83,6.61
4550,05/21/2022 21:00:00,25.82,-3.17,6.62
4551,05/21/2022 21:15:00,25.65,-3.59,6.63
4552,05/21/2022 21:30:00,25.48,-3.84,6.63
4553,05/21/2022 21:45:00,25.33,-4.03,6.63
4554,05/21/2022 22:00:00,25.19,-4.36,6.64
4555,05/21/2022 22:15:00,25.06,-4.63,6.64
4556,05/21/2022 22:30:00,24.92,-4.73,6.64
4557,05/21/2022 22:45:00,24.77,-4.77,6.64
4558,05/21/2022 23:00:00,24.65,-4.34,6.64
4559,05/21/2022 23:15:00,24.58,-4.45,6.64
4560,05/21/2022 23:30:00,24.46,-4.39,6.64
4561,05/21/2022 23:45:00,24.36,-3.00,6.61
4562,05/22/2022 00:00:00,24.27,-2.52,6.61
4563,05/22/2022 00:15:00,24.17,-2.52,6.61
4564,05/22/2022 00:30:00,24.07,-3.20,6.62
4565,05/22/2022 00:45:00,23.95,-3.06,6.61
4566,05/22/2022 01:00:00,23.88,-2.67,6.61
4567,05/22/2022 01:15:00,23.79,-3.16,6.62
4568,05/22/2022 01:30:00,23.71,-2.97,6.61
4569,05/22/2022 01:45:00,23.64,-2.72,6.61
4570,05/22/2022 02:00:00,23.59,-2.80,6.61
4571,05/22/2022 02:15:00,23.52,-2.86,6.61
4572,05/22/2022 02:30:00,23.47,-2.45,6.60
4573,05/22/2022 02:45:00,23.40,-2.95,6.61
4574,05/22/2022 03:00:00,23.35,-2.97,6.61
4575,05/22/2022 03:15:00,23.30,-3.33,6.62
4576,05/22/2022 03:30:00,23.26,-3.34,6.62
4577,05/22/2022 03:45:00,23.21,-2.73,6.61
4578,05/22/2022 04:00:00,23.16,-3.02,6.61
4579,05/22/2022 04:15:00,23.11,-3.38,6.62
4580,05/22/2022 04:30:00,23.06,-3.66,6.62
4581,05/22/2022 04:45:00,23.02,-3.86,6.63
4582,05/22/2022 05:00:00,22.97,-3.81,6.63
4583,05/22/2022 05:15:00,22.92,-3.98,6.63
4584,05/22/2022 05:30:00,22.87,-4.05,6.63
4585,05/22/2022 05:45:00,22.85,-4.31,6.63
4586,05/22/2022 06:00:00,22.80,-4.70,6.64
4587,05/22/2022 06:15:00,22.78,-4.75,6.64
4588,05/22/2022 06:30:00,22.75,-4.45,6.64
4589,05/22/2022 06:45:00,22.73,-4.52,6.64
4590,05/22/2022 07:00:00,22.73,-4.78,6.64
4591,05/22/2022 07:15:00,22.70,-5.00,6.65
4592,05/22/2022 07:30:00,22.70,-5.39,6.65
4593,05/22/2022 07:45:00,22.70,-5.88,6.66
4594,05/22/2022 08:00:00,22.70,-6.25,6.67
4595,05/22/2022 08:15:00,22.70,-6.05,6.66
4596,05/22/2022 08:30:00,22.73,-5.86,6.66
4597,05/22/2022 08:45:00,22.75,-5.70,6.66
4598,05/22/2022 09:00:00,22.80,-5.69,6.66
4599,05/22/2022 09:15:00,22.85,-5.56,6.66
4600,05/22/2022 09:30:00,22.97,-5.44,6.65
4601,05/22/2022 09:45:00,23.11,-6.41,6.67
4602,05/22/2022 10:00:00,23.26,-6.16,6.67
4603,05/22/2022 10:15:00,23.33,-5.81,6.66
4604,05/22/2022 10:30:00,23.45,-4.66,6.64
4605,05/22/2022 10:45:00,23.54,-5.19,6.65
4606,05/22/2022 11:00:00,23.62,-4.97,6.65
4607,05/22/2022 11:15:00,23.71,-5.38,6.65
4608,05/22/2022 11:30:00,23.86,-4.48,6.64
4609,05/22/2022 11:45:00,24.00,-4.53,6.64
4610,05/22/2022 12:00:00,24.24,-4.06,6.63
4611,05/22/2022 12:15:00,24.48,-4.05,6.63
4612,05/22/2022 12:30:00,24.75,-4.36,6.64
4613,05/22/2022 12:45:00,25.02,-4.47,6.64
4614,05/22/2022 13:00:00,25.23,-5.02,6.65
4615,05/22/2022 13:15:00,25.43,-5.39,6.66
4616,05/22/2022 13:30:00,25.57,-5.44,6.66
4617,05/22/2022 13:45:00,25.70,-5.83,6.66
4618,05/22/2022 14:00:00,25.91,-6.98,6.68
4619,05/22/2022 14:15:00,26.18,-7.02,6.68
4620,05/22/2022 14:30:00,26.43,-6.47,6.67
4621,05/22/2022 14:45:00,26.72,-7.77,6.70
4622,05/22/2022 15:00:00,27.01,-7.72,6.70
4623,05/22/2022 15:15:00,27.31,-7.66,6.70
4624,05/22/2022 15:30:00,27.53,-6.34,6.67
4625,05/22/2022 15:45:00,27.75,-5.91,6.67
4626,05/22/2022 16:00:00,28.00,-5.48,6.66
4627,05/22/2022 16:15:00,28.12,-5.58,6.66
4628,05/22/2022 16:30:00,28.22,-5.81,6.67
4629,05/22/2022 16:45:00,28.34,-3.70,6.63
4630,05/22/2022 17:00:00,28.39,-4.72,6.65
4631,05/22/2022 17:15:00,28.30,-4.63,6.65
4632,05/22/2022 17:30:00,28.12,-4.78,6.65
4633,05/22/2022 17:45:00,27.95,-4.45,6.64
4634,05/22/2022 18:00:00,27.73,-4.59,6.64
4635,05/22/2022 18:15:00,27.53,-4.55,6.64
4636,05/22/2022 18:30:00,27.26,-4.83,6.65
4637,05/22/2022 18:45:00,26.94,-6.14,6.67
4638,05/22/2022 19:00:00,26.26,-18.64,6.88
4639,05/22/2022 19:15:00,26.33,-17.14,6.85
4640,05/22/2022 19:30:00,26.33,-17.67,6.86
4641,05/22/2022 19:45:00,26.13,-18.13,6.87
4642,05/22/2022 20:00:00,26.13,-12.42,6.77
4643,05/22/2022 20:15:00,26.11,-10.56,6.74
4644,05/22/2022 20:30:00,26.06,-10.05,6.73
4645,05/22/2022 20:45:00,26.01,-10.03,6.73
4646,05/22/2022 21:00:00,25.96,-9.78,6.73
4647,05/22/2022 21:15:00,25.89,-10.22,6.74
4648,05/22/2022 21:30:00,25.82,-9.70,6.73
4649,05/22/2022 21:45:00,25.77,-9.69,6.73
4650,05/22/2022 22:00:00,25.70,-9.58,6.73
4651,05/22/2022 22:15:00,25.62,-9.36,6.72
4652,05/22/2022 22:30:00,25.55,-9.34,6.72
4653,05/22/2022 22:45:00,25.48,-8.47,6.71
4654,05/22/2022 23:00:00,25.33,-9.23,6.72
4655,05/22/2022 23:15:00,25.23,-9.08,6.72
4656,05/22/2022 23:30:00,25.14,-9.33,6.72
4657,05/22/2022 23:45:00,25.04,-8.77,6.71
