#,Date ,"Abs Pres, kPa (LGR S/N: 20853267, SEN S/N: 20853267)","Temp, °C (LGR S/N: 20853267, SEN S/N: 20853267)","Abs Pres Barom., kPa (LGR S/N: 21132118, SEN S/N: 21132118)",Sensor_Depth
9943,5/24/2022 4:15,103.305,22.333,101.871,0.147
9944,5/24/2022 4:30,103.324,22.333,101.901,0.145
9945,5/24/2022 4:45,103.301,22.238,101.901,0.143
9946,5/24/2022 5:00,103.282,22.238,101.868,0.145
9947,5/24/2022 5:15,103.282,22.238,101.868,0.145
9948,5/24/2022 5:30,103.307,22.142,101.897,0.144
9949,5/24/2022 5:45,103.326,22.142,101.93,0.143
9950,5/24/2022 6:00,103.307,22.142,101.916,0.142
9951,5/24/2022 6:15,103.307,22.142,101.919,0.142
9952,5/24/2022 6:30,103.323,22.046,101.93,0.142
9953,5/24/2022 6:45,103.304,22.046,101.934,0.14
9954,5/24/2022 7:00,103.314,22.046,101.93,0.141
9955,5/24/2022 7:15,103.285,22.046,101.926,0.139
9956,5/24/2022 7:30,103.276,22.046,101.933,0.137
9957,5/24/2022 7:45,103.266,22.046,101.939,0.136
9958,5/24/2022 8:00,103.26,22.142,101.93,0.136
9959,5/24/2022 8:15,103.244,22.238,101.972,0.13
9960,5/24/2022 8:30,103.244,22.238,101.991,0.128
9961,5/24/2022 8:45,103.238,22.333,101.988,0.128
9962,5/24/2022 9:00,103.232,22.429,101.989,0.127
9963,5/24/2022 9:15,103.197,22.525,101.98,0.124
9964,5/24/2022 9:30,103.172,22.621,101.989,0.121
9965,5/24/2022 9:45,103.166,22.717,101.969,0.122
9966,5/24/2022 10:00,103.169,22.812,101.976,0.122
9967,5/24/2022 10:15,103.172,22.908,101.999,0.12
9968,5/24/2022 10:30,103.153,22.908,101.982,0.12
9969,5/24/2022 10:45,103.198,23.1,101.987,0.124
9970,5/24/2022 11:00,104.353,22.717,101.996,0.241
9971,5/24/2022 11:15,104.247,22.142,101.967,0.233
9972,5/24/2022 11:30,103.957,23.1,101.934,0.207
9973,5/24/2022 11:45,103.786,24.255,101.946,0.188
9974,5/24/2022 12:00,105.582,23.966,101.915,0.375
9975,5/24/2022 12:15,104.761,25.708,101.926,0.29
9976,5/24/2022 12:30,104.2,26.39,101.865,0.239
9977,5/24/2022 12:45,104.833,26.585,101.899,0.3
9978,5/24/2022 13:00,106.215,26.683,101.846,0.447
9979,5/24/2022 13:15,105.398,25.708,101.854,0.363
9980,5/24/2022 13:30,104.679,25.513,101.835,0.291
9981,5/24/2022 13:45,104.695,25.416,101.839,0.292
9982,5/24/2022 14:00,104.303,25.319,101.818,0.254
9983,5/24/2022 14:15,104.046,25.319,101.852,0.224
9984,5/24/2022 14:30,103.865,25.319,101.823,0.209
9985,5/24/2022 14:45,103.723,25.319,101.802,0.197
9986,5/24/2022 15:00,103.656,25.319,101.84,0.186
9987,5/24/2022 15:15,103.609,25.319,101.832,0.182
9988,5/24/2022 15:30,103.616,25.222,101.832,0.183
9989,5/24/2022 15:45,103.565,25.125,101.841,0.176
9990,5/24/2022 16:00,103.543,25.028,101.83,0.175
9991,5/24/2022 16:15,103.54,24.931,101.846,0.173
9992,5/24/2022 16:30,103.569,24.931,101.885,0.172
9993,5/24/2022 16:45,103.595,24.835,101.935,0.17
9994,5/24/2022 17:00,103.589,24.641,101.946,0.168
9995,5/24/2022 17:15,103.595,24.545,101.935,0.17
9996,5/24/2022 17:30,103.592,24.448,101.949,0.168
9997,5/24/2022 17:45,103.608,24.351,101.971,0.167
9998,5/24/2022 18:00,103.599,24.351,101.968,0.167
9999,5/24/2022 18:15,103.605,24.255,102.003,0.164
10000,5/24/2022 18:30,103.593,24.158,101.982,0.165
10001,5/24/2022 18:45,103.609,24.062,102.011,0.163
10002,5/24/2022 19:00,103.615,23.966,102.02,0.163
10003,5/24/2022 19:15,103.631,23.869,102.021,0.165
10004,5/24/2022 19:30,103.637,23.773,102.056,0.162
10005,5/24/2022 19:45,103.663,23.677,102.09,0.161
10006,5/24/2022 20:00,103.663,23.677,102.087,0.161
10007,5/24/2022 20:15,103.631,23.581,102.081,0.159
10008,5/24/2022 20:30,103.638,23.484,102.103,0.157
10009,5/24/2022 20:45,103.676,23.484,102.148,0.156
10010,5/24/2022 21:00,103.691,23.388,102.159,0.157
10011,5/24/2022 21:15,103.698,23.292,102.17,0.156
10012,5/24/2022 21:30,103.698,23.292,102.169,0.156
10013,5/24/2022 21:45,103.695,23.196,102.191,0.154
10014,5/24/2022 22:00,103.672,23.1,102.176,0.153
10015,5/24/2022 22:15,103.691,23.1,102.201,0.152
10016,5/24/2022 22:30,103.698,23.004,102.185,0.155
10017,5/24/2022 22:45,103.704,22.908,102.222,0.152
10018,5/24/2022 23:00,103.685,22.908,102.218,0.15
10019,5/24/2022 23:15,103.682,22.812,102.209,0.151
10020,5/24/2022 23:30,103.688,22.717,102.223,0.15
10021,5/24/2022 23:45,103.669,22.717,102.218,0.148
10022,5/25/2022 0:00,103.685,22.621,102.202,0.152
10023,5/25/2022 0:15,103.694,22.621,102.223,0.15
10024,5/25/2022 0:30,103.672,22.525,102.214,0.149
10025,5/25/2022 0:45,103.678,22.429,102.206,0.15
10026,5/25/2022 1:00,103.659,22.429,102.201,0.149
10027,5/25/2022 1:15,103.656,22.333,102.179,0.151
10028,5/25/2022 1:30,103.643,22.238,102.175,0.15
10029,5/25/2022 1:45,103.614,22.238,102.164,0.148
10030,5/25/2022 2:00,103.624,22.238,102.175,0.148
10031,5/25/2022 2:15,103.611,22.142,102.17,0.147
10032,5/25/2022 2:30,103.621,22.142,102.155,0.15
10033,5/25/2022 2:45,103.627,22.046,102.181,0.148
10034,5/25/2022 3:00,103.665,22.046,102.192,0.151
10035,5/25/2022 3:15,103.652,21.951,102.221,0.146
10036,5/25/2022 3:30,103.652,21.951,102.192,0.149
10037,5/25/2022 3:45,103.658,21.855,102.214,0.148
10038,5/25/2022 4:00,103.686,21.855,102.237,0.148
10039,5/25/2022 4:15,103.686,21.855,102.248,0.147
10040,5/25/2022 4:30,103.711,21.76,102.243,0.15
10041,5/25/2022 4:45,103.711,21.76,102.25,0.149
10042,5/25/2022 5:00,103.689,21.664,102.228,0.149
10043,5/25/2022 5:15,103.689,21.664,102.261,0.146
10044,5/25/2022 5:30,103.736,21.664,102.294,0.147
10045,5/25/2022 5:45,103.746,21.664,102.316,0.146
10046,5/25/2022 6:00,103.771,21.569,102.342,0.146
10047,5/25/2022 6:15,103.761,21.569,102.358,0.143
10048,5/25/2022 6:30,103.761,21.569,102.358,0.143
10049,5/25/2022 6:45,103.79,21.569,102.362,0.146
10050,5/25/2022 7:00,103.79,21.569,102.393,0.143
10051,5/25/2022 7:15,103.771,21.569,102.406,0.14
10052,5/25/2022 7:30,103.799,21.569,102.432,0.14
10053,5/25/2022 7:45,103.799,21.569,102.441,0.139
10054,5/25/2022 8:00,103.809,21.569,102.46,0.138
10055,5/25/2022 8:15,103.799,21.569,102.458,0.137
10056,5/25/2022 8:30,103.79,21.569,102.462,0.136
10057,5/25/2022 8:45,105.135,21.473,102.489,0.27
10058,5/25/2022 9:00,105.049,21.473,102.506,0.26
10059,5/25/2022 9:15,104.682,22.621,102.487,0.224
10060,5/25/2022 9:30,104.407,23.773,102.491,0.196
10061,5/25/2022 9:45,104.267,24.158,102.499,0.181
10062,5/25/2022 10:00,104.128,24.255,102.485,0.168
10063,5/25/2022 10:15,104.064,24.351,102.493,0.161
10064,5/25/2022 10:30,104.02,24.448,102.504,0.155
10065,5/25/2022 10:45,103.953,24.448,102.523,0.146
10066,5/25/2022 11:00,103.928,24.545,102.512,0.145
10067,5/25/2022 11:15,103.868,24.448,102.505,0.139
10068,5/25/2022 11:30,103.868,24.448,102.531,0.137
10069,5/25/2022 11:45,103.836,24.351,102.542,0.132
10070,5/25/2022 12:00,103.808,24.351,102.545,0.129
10071,5/25/2022 12:15,103.985,24.255,102.527,0.149
10072,5/25/2022 12:30,104.03,24.158,102.512,0.155
10073,5/25/2022 12:45,103.998,24.062,102.512,0.152
10074,5/25/2022 13:00,103.938,23.966,102.493,0.148
10075,5/25/2022 13:15,103.887,23.869,102.497,0.142
10076,5/25/2022 13:30,103.818,23.773,102.497,0.135
10077,5/25/2022 13:45,103.786,23.677,102.471,0.134
10078,5/25/2022 14:00,103.736,23.581,102.477,0.129
10079,5/25/2022 14:15,103.698,23.581,102.452,0.127
10080,5/25/2022 14:30,103.701,23.388,102.482,0.125
10081,5/25/2022 14:45,103.647,23.196,102.441,0.123
10082,5/25/2022 15:00,103.644,23.1,102.435,0.124
10083,5/25/2022 15:15,103.622,23.004,102.416,0.123
10084,5/25/2022 15:30,103.603,23.004,102.405,0.123
10085,5/25/2022 15:45,103.571,22.908,102.376,0.122
10086,5/25/2022 16:00,103.571,22.908,102.391,0.121
10087,5/25/2022 16:15,103.533,22.908,102.361,0.12
10088,5/25/2022 16:30,103.53,22.812,102.387,0.117
10089,5/25/2022 16:45,103.549,22.812,102.409,0.117
10090,5/25/2022 17:00,103.558,22.812,102.391,0.119
10091,5/25/2022 17:15,103.533,22.621,102.398,0.116
10092,5/25/2022 17:30,103.523,22.621,102.405,0.114
10093,5/25/2022 17:45,103.542,22.621,102.408,0.116
10094,5/25/2022 18:00,103.539,22.525,102.393,0.117
10095,5/25/2022 18:15,103.548,22.525,102.422,0.115
10096,5/25/2022 18:30,103.564,22.429,102.425,0.116
10097,5/25/2022 18:45,103.564,22.429,102.417,0.117
10098,5/25/2022 19:00,103.57,22.333,102.413,0.118
10099,5/25/2022 19:15,103.57,22.333,102.431,0.116
10100,5/25/2022 19:30,103.561,22.333,102.405,0.118
10101,5/25/2022 19:45,103.561,22.333,102.401,0.119
10102,5/25/2022 20:00,103.539,22.238,102.419,0.115
10103,5/25/2022 20:15,103.558,22.238,102.43,0.115
10104,5/25/2022 20:30,103.567,22.238,102.452,0.114
10105,5/25/2022 20:45,103.583,22.142,102.437,0.117
10106,5/25/2022 21:00,103.592,22.142,102.459,0.116
10107,5/25/2022 21:15,103.56,22.046,102.44,0.114
10108,5/25/2022 21:30,103.57,22.046,102.436,0.116
10109,5/25/2022 21:45,103.547,21.951,102.409,0.116
10110,5/25/2022 22:00,103.547,21.951,102.414,0.116
10111,5/25/2022 22:15,103.566,21.951,102.425,0.117
10112,5/25/2022 22:30,103.572,21.855,102.443,0.115
10113,5/25/2022 22:45,103.544,21.855,102.438,0.113
10114,5/25/2022 23:00,103.544,21.855,102.401,0.117
10115,5/25/2022 23:15,103.541,21.76,102.401,0.117
10116,5/25/2022 23:30,103.531,21.76,102.401,0.116
10117,5/25/2022 23:45,103.522,21.76,102.379,0.117
10118,5/26/2022 0:00,103.49,21.664,102.364,0.115
10119,5/26/2022 0:15,103.49,21.664,102.348,0.117
10120,5/26/2022 0:30,103.458,21.569,102.311,0.117
10121,5/26/2022 0:45,103.467,21.569,102.311,0.118
10122,5/26/2022 1:00,103.454,21.473,102.322,0.116
10123,5/26/2022 1:15,103.445,21.473,102.307,0.116
10124,5/26/2022 1:30,103.464,21.473,102.302,0.119
10125,5/26/2022 1:45,103.445,21.473,102.298,0.117
10126,5/26/2022 2:00,103.422,21.378,102.276,0.117
10127,5/26/2022 2:15,103.432,21.378,102.298,0.116
10128,5/26/2022 2:30,103.409,21.282,102.261,0.117
10129,5/26/2022 2:45,103.39,21.282,102.228,0.119
10130,5/26/2022 3:00,103.39,21.282,102.245,0.117
10131,5/26/2022 3:15,103.406,21.187,102.256,0.118
10132,5/26/2022 3:30,103.434,21.187,102.256,0.12
10133,5/26/2022 3:45,103.434,21.187,102.272,0.119
10134,5/26/2022 4:00,103.425,21.187,102.272,0.118
10135,5/26/2022 4:15,103.44,21.091,102.267,0.12
10136,5/26/2022 4:30,103.431,21.091,102.267,0.119
10137,5/26/2022 4:45,103.44,21.091,102.267,0.12
10138,5/26/2022 5:00,103.465,20.996,102.305,0.119
10139,5/26/2022 5:15,103.494,20.996,102.316,0.12
10140,5/26/2022 5:30,103.484,20.996,102.327,0.118
10141,5/26/2022 5:45,103.484,20.996,102.342,0.117
10142,5/26/2022 6:00,103.465,20.996,102.358,0.113
10143,5/26/2022 6:15,103.484,20.996,102.355,0.115
10144,5/26/2022 6:30,103.494,20.996,102.388,0.113
10145,5/26/2022 6:45,103.503,20.996,102.39,0.114
10146,5/26/2022 7:00,103.522,20.996,102.409,0.114
10147,5/26/2022 7:15,103.532,20.996,102.403,0.115
10148,5/26/2022 7:30,103.503,20.996,102.419,0.111
10149,5/26/2022 7:45,103.513,20.996,102.439,0.11
10150,5/26/2022 8:00,103.522,20.996,102.459,0.109
10151,5/26/2022 8:15,103.507,21.091,102.478,0.105
10152,5/26/2022 8:30,103.526,21.091,102.478,0.107
10153,5/26/2022 8:45,103.516,21.091,102.468,0.107
10154,5/26/2022 9:00,103.501,21.187,102.464,0.106
10155,5/26/2022 9:15,103.453,21.187,102.461,0.101
10156,5/26/2022 9:30,103.466,21.282,102.431,0.106
10157,5/26/2022 9:45,103.451,21.378,102.437,0.104
10158,5/26/2022 10:00,103.445,21.473,102.47,0.1
10159,5/26/2022 10:15,103.429,21.569,102.494,0.096
10160,5/26/2022 10:30,103.42,21.569,102.479,0.096
10161,5/26/2022 10:45,103.385,21.664,102.463,0.094
10162,5/26/2022 11:00,103.358,21.951,102.463,0.091
10163,5/26/2022 11:15,103.311,22.238,102.473,0.086
10164,5/26/2022 11:30,103.326,22.142,102.435,0.091
10165,5/26/2022 11:45,103.295,22.333,102.433,0.088
10166,5/26/2022 12:00,103.295,22.333,102.402,0.091
10167,5/26/2022 12:15,103.248,22.333,102.39,0.088
10168,5/26/2022 12:30,103.201,22.621,102.357,0.086
10169,5/26/2022 12:45,103.188,22.812,102.33,0.088
10170,5/26/2022 13:00,103.197,22.525,102.335,0.088
10171,5/26/2022 13:15,103.137,22.717,102.291,0.087
10172,5/26/2022 13:30,103.103,23.1,102.276,0.085
10173,5/26/2022 13:45,103.071,23.292,102.262,0.083
10174,5/26/2022 14:00,103.093,22.812,102.241,0.087
10175,5/26/2022 14:15,103.061,22.717,102.206,0.087
10176,5/26/2022 14:30,103.049,22.621,102.167,0.09
10177,5/26/2022 14:45,103.008,22.812,102.161,0.087
10178,5/26/2022 15:00,102.96,23.1,102.126,0.085
10179,5/26/2022 15:15,102.932,23.1,102.104,0.085
10180,5/26/2022 15:30,102.919,23.292,102.095,0.084
10181,5/26/2022 15:45,102.903,23.388,102.086,0.084
10182,5/26/2022 16:00,102.906,23.773,102.089,0.084
10183,5/26/2022 16:15,102.938,23.581,102.095,0.086
10184,5/26/2022 16:30,102.922,23.388,102.087,0.085
10185,5/26/2022 16:45,102.929,23.292,102.078,0.087
10186,5/26/2022 17:00,102.957,23.292,102.067,0.091
10187,5/26/2022 17:15,102.941,23.1,102.067,0.089
10188,5/26/2022 17:30,102.9,23.004,102.056,0.086
10189,5/26/2022 17:45,102.878,22.908,102.009,0.089
10190,5/26/2022 18:00,102.869,22.908,102.016,0.087
10191,5/26/2022 18:15,102.875,22.812,102.004,0.089
10192,5/26/2022 18:30,102.881,22.717,102.005,0.09
10193,5/26/2022 18:45,102.906,22.621,102.011,0.092
10194,5/26/2022 19:00,102.894,22.525,101.995,0.092
10195,5/26/2022 19:15,102.903,22.525,101.99,0.093
10196,5/26/2022 19:30,102.909,22.429,101.993,0.094
10197,5/26/2022 19:45,102.906,22.333,101.99,0.094
10198,5/26/2022 20:00,102.915,22.333,101.974,0.096
10199,5/26/2022 20:15,102.922,22.238,101.987,0.096
10200,5/26/2022 20:30,102.928,22.142,101.984,0.097
10201,5/26/2022 20:45,102.924,22.046,101.986,0.096
10202,5/26/2022 21:00,102.934,22.046,101.988,0.097
10203,5/26/2022 21:15,102.978,21.951,101.993,0.101
10204,5/26/2022 21:30,102.956,21.855,102.006,0.097
10205,5/26/2022 21:45,102.946,21.855,101.989,0.098
10206,5/26/2022 22:00,102.962,21.76,101.99,0.099
10207,5/26/2022 22:15,102.962,21.76,101.998,0.099
10208,5/26/2022 22:30,102.952,21.76,101.991,0.098
10209,5/26/2022 22:45,102.968,21.664,101.985,0.1
10210,5/26/2022 23:00,102.939,21.664,101.945,0.102
10211,5/26/2022 23:15,102.907,21.569,101.927,0.1
10212,5/26/2022 23:30,102.898,21.569,101.905,0.102
10213,5/26/2022 23:45,102.86,21.569,101.884,0.1
10214,5/27/2022 0:00,102.847,21.473,101.87,0.1
10215,5/27/2022 0:15,102.819,21.473,101.814,0.103
10216,5/27/2022 0:30,102.8,21.473,101.814,0.101
10217,5/27/2022 0:45,102.809,21.473,101.814,0.102
10218,5/27/2022 1:00,102.781,21.473,101.796,0.101
10219,5/27/2022 1:15,102.771,21.473,101.777,0.102
10220,5/27/2022 1:30,102.752,21.473,101.802,0.097
10221,5/27/2022 1:45,102.752,21.473,101.773,0.1
10222,5/27/2022 2:00,102.743,21.473,101.762,0.1
10223,5/27/2022 2:15,102.718,21.569,101.743,0.1
10224,5/27/2022 2:30,102.708,21.569,101.721,0.101
10225,5/27/2022 2:45,102.699,21.569,101.71,0.101
10226,5/27/2022 3:00,102.68,21.569,101.691,0.101
10227,5/27/2022 3:15,102.651,21.569,101.669,0.1
10228,5/27/2022 3:30,102.67,21.569,101.666,0.103
10229,5/27/2022 3:45,102.661,21.569,101.651,0.103
10230,5/27/2022 4:00,102.632,21.569,101.64,0.101
10231,5/27/2022 4:15,102.629,21.473,101.626,0.103
10232,5/27/2022 4:30,102.638,21.473,101.651,0.101
10233,5/27/2022 4:45,102.638,21.473,101.626,0.103
10234,5/27/2022 5:00,102.61,21.473,101.618,0.101
10235,5/27/2022 5:15,102.619,21.473,101.628,0.101
10236,5/27/2022 5:30,102.613,21.569,101.63,0.1
10237,5/27/2022 5:45,102.604,21.569,101.646,0.098
10238,5/27/2022 6:00,102.594,21.569,101.639,0.098
10239,5/27/2022 6:15,102.579,21.664,101.64,0.096
10240,5/27/2022 6:30,102.573,21.76,101.644,0.095
10241,5/27/2022 6:45,102.554,21.76,101.642,0.093
10242,5/27/2022 7:00,102.538,21.855,101.662,0.09
10243,5/27/2022 7:15,102.542,21.951,101.63,0.093
10244,5/27/2022 7:30,102.504,21.951,101.637,0.089
10245,5/27/2022 7:45,102.507,22.046,101.626,0.09
10246,5/27/2022 8:00,102.533,22.238,101.634,0.092
10247,5/27/2022 8:15,102.508,22.333,101.625,0.09
10248,5/27/2022 8:30,102.498,22.333,101.651,0.087
10249,5/27/2022 8:45,102.492,22.717,101.624,0.089
10250,5/27/2022 9:00,102.457,22.812,101.619,0.086
10251,5/27/2022 9:15,102.429,22.812,101.566,0.088
10252,5/27/2022 9:30,102.41,22.812,101.555,0.087
10253,5/27/2022 9:45,102.353,23.1,101.513,0.086
10254,5/27/2022 10:00,102.375,23.196,101.523,0.087
10255,5/27/2022 10:15,102.464,23.292,101.572,0.091
10256,5/27/2022 10:30,103.96,22.908,101.534,0.248
10257,5/27/2022 10:45,103.842,22.238,101.567,0.233
10258,5/27/2022 11:00,103.596,23.1,101.515,0.213
10259,5/27/2022 11:15,103.555,23.869,101.514,0.209
10260,5/27/2022 11:30,103.425,24.255,101.514,0.195
10261,5/27/2022 11:45,103.529,24.545,101.481,0.209
10262,5/27/2022 12:00,103.811,24.158,101.431,0.243
10263,5/27/2022 12:15,103.631,23.581,101.39,0.229
10264,5/27/2022 12:30,103.457,23.484,101.371,0.213
10265,5/27/2022 12:45,103.308,23.581,101.399,0.195
10266,5/27/2022 13:00,103.131,23.677,101.336,0.184
10267,5/27/2022 13:15,103.039,23.773,101.365,0.171
10268,5/27/2022 13:30,102.976,23.869,101.359,0.165
10269,5/27/2022 13:45,102.906,24.062,101.35,0.159
10270,5/27/2022 14:00,102.821,24.062,101.337,0.152
10271,5/27/2022 14:15,102.783,24.062,101.333,0.148
10272,5/27/2022 14:30,102.729,24.158,101.317,0.144
10273,5/27/2022 14:45,102.71,24.158,101.349,0.139
10274,5/27/2022 15:00,102.649,24.351,101.302,0.138
10275,5/27/2022 15:15,102.602,24.351,101.318,0.131
10276,5/27/2022 15:30,102.545,24.351,101.251,0.132
10277,5/27/2022 15:45,102.494,24.255,101.221,0.13
10278,5/27/2022 16:00,102.501,24.158,101.233,0.13
10279,5/27/2022 16:15,102.438,23.966,101.19,0.128
10280,5/27/2022 16:30,102.463,23.869,101.22,0.127
10281,5/27/2022 16:45,102.441,23.773,101.204,0.127
10282,5/27/2022 17:00,102.438,23.677,101.187,0.128
10283,5/27/2022 17:15,102.473,23.581,101.248,0.125
10284,5/27/2022 17:30,102.48,23.484,101.24,0.127
10285,5/27/2022 17:45,102.442,23.484,101.238,0.123
10286,5/27/2022 18:00,102.419,23.388,101.224,0.122
10287,5/27/2022 18:15,102.41,23.388,101.21,0.123
10288,5/27/2022 18:30,102.407,23.292,101.221,0.121
10289,5/27/2022 18:45,102.432,23.196,101.207,0.125
10290,5/27/2022 19:00,102.42,23.1,101.212,0.124
10291,5/27/2022 19:15,102.426,23.004,101.215,0.124
10292,5/27/2022 19:30,102.423,22.908,101.22,0.123
10293,5/27/2022 19:45,102.413,22.908,101.222,0.122
10294,5/27/2022 20:00,102.41,22.812,101.2,0.124
10295,5/27/2022 20:15,102.407,22.717,101.211,0.122
10296,5/27/2022 20:30,102.397,22.717,101.219,0.12
10297,5/27/2022 20:45,102.385,22.621,101.194,0.122
10298,5/27/2022 21:00,102.4,22.525,101.199,0.123
10299,5/27/2022 21:15,102.372,22.525,101.185,0.121
10300,5/27/2022 21:30,102.362,22.525,101.201,0.119
10301,5/27/2022 21:45,102.331,22.429,101.178,0.118
10302,5/27/2022 22:00,102.359,22.429,101.175,0.121
10303,5/27/2022 22:15,102.369,22.429,101.183,0.121
10304,5/27/2022 22:30,102.356,22.333,101.183,0.12
10305,5/27/2022 22:45,102.356,22.333,101.197,0.118
10306,5/27/2022 23:00,102.346,22.333,101.186,0.119
10307,5/27/2022 23:15,102.346,22.333,101.205,0.117
10308,5/27/2022 23:30,102.346,22.333,101.169,0.12
10309,5/27/2022 23:45,102.327,22.333,101.177,0.118
10310,5/28/2022 0:00,102.315,22.238,101.166,0.117
10311,5/28/2022 0:15,102.315,22.238,101.163,0.118
10312,5/28/2022 0:30,102.296,22.238,101.14,0.118
10313,5/28/2022 0:45,102.286,22.238,101.133,0.118
10314,5/28/2022 1:00,102.254,22.142,101.103,0.118
10315,5/28/2022 1:15,102.254,22.142,101.106,0.117
10316,5/28/2022 1:30,102.245,22.142,101.095,0.118
10317,5/28/2022 1:45,102.207,22.142,101.047,0.119
10318,5/28/2022 2:00,102.207,22.142,101.055,0.118
10319,5/28/2022 2:15,102.197,22.142,101.058,0.116
10320,5/28/2022 2:30,102.178,22.142,101.011,0.119
10321,5/28/2022 2:45,102.178,22.142,101.008,0.12
10322,5/28/2022 3:00,102.156,22.046,101.005,0.118
10323,5/28/2022 3:15,102.156,22.046,100.987,0.12
10324,5/28/2022 3:30,102.166,22.046,101.005,0.119
10325,5/28/2022 3:45,102.185,22.046,101.02,0.119
10326,5/28/2022 4:00,102.222,22.046,101.061,0.119
10327,5/28/2022 4:15,102.232,22.046,101.072,0.119
10328,5/28/2022 4:30,102.238,21.951,101.065,0.12
10329,5/28/2022 4:45,102.267,21.951,101.088,0.121
10330,5/28/2022 5:00,102.286,21.951,101.11,0.12
10331,5/28/2022 5:15,102.292,21.855,101.109,0.121
10332,5/28/2022 5:30,102.263,21.855,101.084,0.121
10333,5/28/2022 5:45,102.273,21.855,101.091,0.121
10334,5/28/2022 6:00,102.282,21.855,101.08,0.123
10335,5/28/2022 6:15,102.32,21.855,101.124,0.122
10336,5/28/2022 6:30,102.339,21.855,101.176,0.119
10337,5/28/2022 6:45,102.358,21.855,101.208,0.118
10338,5/28/2022 7:00,102.377,21.855,101.274,0.113
10339,5/28/2022 7:15,102.396,21.855,101.337,0.108
10340,5/28/2022 7:30,102.424,21.855,101.356,0.109
10341,5/28/2022 7:45,102.434,21.855,101.371,0.109
10342,5/28/2022 8:00,102.428,21.951,101.38,0.107
10343,5/28/2022 8:15,102.447,21.951,101.382,0.109
10344,5/28/2022 8:30,102.441,22.046,101.361,0.11
10345,5/28/2022 8:45,102.409,22.238,101.354,0.108
10346,5/28/2022 9:00,102.409,22.238,101.382,0.105
10347,5/28/2022 9:15,102.406,22.429,101.384,0.104
10348,5/28/2022 9:30,102.394,22.908,101.411,0.101
10349,5/28/2022 9:45,102.369,23.292,101.406,0.098
10350,5/28/2022 10:00,102.366,23.484,101.372,0.102
10351,5/28/2022 10:15,102.369,23.581,101.412,0.098
10352,5/28/2022 10:30,102.353,23.677,101.38,0.1
10353,5/28/2022 10:45,102.346,24.062,101.396,0.097
10354,5/28/2022 11:00,102.327,24.062,101.38,0.097
10355,5/28/2022 11:15,102.33,24.158,101.389,0.096
10356,5/28/2022 11:30,102.311,24.158,101.377,0.096
10357,5/28/2022 11:45,102.307,24.351,101.366,0.096
10358,5/28/2022 12:00,102.317,24.351,101.371,0.097
10359,5/28/2022 12:15,102.301,24.448,101.371,0.095
10360,5/28/2022 12:30,102.282,24.448,101.356,0.095
10361,5/28/2022 12:45,102.298,24.351,101.349,0.097
10362,5/28/2022 13:00,102.291,24.448,101.349,0.096
10363,5/28/2022 13:15,102.259,24.641,101.36,0.092
10364,5/28/2022 13:30,102.248,25.222,101.343,0.093
10365,5/28/2022 13:45,102.268,24.931,101.345,0.094
10366,5/28/2022 14:00,102.258,24.931,101.304,0.098
10367,5/28/2022 14:15,102.227,24.835,101.298,0.095
10368,5/28/2022 14:30,102.246,24.835,101.296,0.097
10369,5/28/2022 14:45,102.243,24.738,101.287,0.098
10370,5/28/2022 15:00,102.24,24.641,101.282,0.098
10371,5/28/2022 15:15,102.231,24.641,101.284,0.097
10372,5/28/2022 15:30,102.256,24.545,101.297,0.098
10373,5/28/2022 15:45,102.26,24.351,101.3,0.098
10374,5/28/2022 16:00,102.27,24.351,101.29,0.1
10375,5/28/2022 16:15,102.27,24.351,101.306,0.099
10376,5/28/2022 16:30,102.273,24.158,101.311,0.098
10377,5/28/2022 16:45,102.299,24.062,101.306,0.102
10378,5/28/2022 17:00,102.318,23.773,101.301,0.104
10379,5/28/2022 17:15,102.334,23.677,101.292,0.107
10380,5/28/2022 17:30,102.343,23.677,101.316,0.105
10381,5/28/2022 17:45,102.337,23.484,101.316,0.104
10382,5/28/2022 18:00,102.382,23.388,101.345,0.106
10383,5/28/2022 18:15,102.378,23.292,101.339,0.106
10384,5/28/2022 18:30,102.375,23.196,101.353,0.105
10385,5/28/2022 18:45,102.388,23.004,101.351,0.106
10386,5/28/2022 19:00,102.413,22.908,101.348,0.109
10387,5/28/2022 19:15,102.419,22.812,101.369,0.107
10388,5/28/2022 19:30,102.445,22.717,101.369,0.11
10389,5/28/2022 19:45,102.473,22.717,101.369,0.113
10390,5/28/2022 20:00,102.479,22.621,101.364,0.114
10391,5/28/2022 20:15,102.495,22.525,101.355,0.117
10392,5/28/2022 20:30,102.505,22.525,101.381,0.115
10393,5/28/2022 20:45,102.52,22.429,101.378,0.117
10394,5/28/2022 21:00,102.558,22.429,101.411,0.117
10395,5/28/2022 21:15,102.574,22.333,101.422,0.118
10396,5/28/2022 21:30,102.593,22.333,101.419,0.12
10397,5/28/2022 21:45,102.599,22.238,101.441,0.118
10398,5/28/2022 22:00,102.615,22.142,101.455,0.119
10399,5/28/2022 22:15,102.643,22.142,101.48,0.119
10400,5/28/2022 22:30,102.649,22.046,101.488,0.119
10401,5/28/2022 22:45,102.649,22.046,101.48,0.12
10402,5/28/2022 23:00,102.674,21.951,101.487,0.121
10403,5/28/2022 23:15,102.684,21.951,101.494,0.122
10404,5/28/2022 23:30,102.674,21.951,101.512,0.119
