#,Date,"Low Range, μS/cm (LGR S/N: 21551159, SEN S/N: 21551159)","High Range, μS/cm (LGR S/N: 21551159, SEN S/N: 21551159)","Temp, °C (LGR S/N: 21551159, SEN S/N: 21551159)",Specific_Conductance
2757,5/20/2023 4:00,0,0,18.16,0
2758,5/20/2023 4:15,0,0,18.16,0
2759,5/20/2023 4:30,0,0,18.16,0
2760,5/20/2023 4:45,0,0,18.17,0
2761,5/20/2023 5:00,0,0,18.19,0
2762,5/20/2023 5:15,0,0,18.21,0
2763,5/20/2023 5:30,0,0,18.21,0
2764,5/20/2023 5:45,0,0,18.22,0
2765,5/20/2023 6:00,0,0,18.22,0
2766,5/20/2023 6:15,0,0,18.24,0
2767,5/20/2023 6:30,0,0,18.17,0
2768,5/20/2023 6:45,0,0,18.17,0
2769,5/20/2023 7:00,0,0,18.2,0
2770,5/20/2023 7:15,0,0,18.21,0
2771,5/20/2023 7:30,0,0,18.27,0
2772,5/20/2023 7:45,0,0,18.38,0
2773,5/20/2023 8:00,0,0,18.48,0
2774,5/20/2023 8:15,0,0,18.64,0
2775,5/20/2023 8:30,0,0,18.87,0
2776,5/20/2023 8:45,0,0,19.02,0
2777,5/20/2023 9:00,0,0,19.1,0
2778,5/20/2023 9:15,0,0,19.28,0
2779,5/20/2023 9:30,0,0,19.49,0
2780,5/20/2023 9:45,0,0,19.7,0
2781,5/20/2023 10:00,0,0,19.88,0
2782,5/20/2023 10:15,0,0,19.88,0
2783,5/20/2023 10:30,0,0,19.96,0
2784,5/20/2023 10:45,0,0,20.17,0
2785,5/20/2023 11:00,0,0,20.34,0
2786,5/20/2023 11:15,0,0,20.6,0
2787,5/20/2023 11:30,0,0,20.92,0
2788,5/20/2023 11:45,0,0,21.27,0
2789,5/20/2023 12:00,0,0,21.64,0
2790,5/20/2023 12:15,0,0,21.83,0
2791,5/20/2023 12:30,0,0,22.04,0
2792,5/20/2023 12:45,0,0,22.51,0
2793,5/20/2023 13:00,0,0,23.07,0
2794,5/20/2023 13:15,0,0,23.68,0
2795,5/20/2023 13:30,0,0,24.63,0
2796,5/20/2023 13:45,0,0,25.52,0
2797,5/20/2023 14:00,0,0,25.98,0
2798,5/20/2023 14:15,0,0,26.59,0
2799,5/20/2023 14:30,0,0,26.83,0
2800,5/20/2023 14:45,0,0,27.1,0
2801,5/20/2023 15:00,0,0,27.56,0
2802,5/20/2023 15:15,0,0,27.11,0
2803,5/20/2023 15:30,0,0,27.47,0
2804,5/20/2023 15:45,0,0,28.02,0
2805,5/20/2023 16:00,0,0,28,0
2806,5/20/2023 16:15,0,0,28.12,0
2807,5/20/2023 16:30,0,0,28.89,0
2808,5/20/2023 16:45,0,0,28.24,0
2809,5/20/2023 17:00,0,0,28.68,0
2810,5/20/2023 17:15,0,0,30.13,0
2811,5/20/2023 17:30,0,0,31.17,0
2812,5/20/2023 17:45,0,0,31.26,0
2813,5/20/2023 18:00,0,0,30.8,0
2814,5/20/2023 18:15,0,0,30.38,0
2815,5/20/2023 18:30,0,0,29.51,0
2816,5/20/2023 18:45,0,0,28.76,0
2817,5/20/2023 19:00,0,0,27.73,0
2818,5/20/2023 19:15,0,0,26.87,0
2819,5/20/2023 19:30,0,0,26.2,0
2820,5/20/2023 19:45,0,0,25.68,0
2821,5/20/2023 20:00,0,0,25.15,0
2822,5/20/2023 20:15,0,0,24.63,0
2823,5/20/2023 20:30,0,0,24.13,0
2824,5/20/2023 20:45,0,0,23.68,0
2825,5/20/2023 21:00,0,0,23.21,0
2826,5/20/2023 21:15,0,0,22.81,0
2827,5/20/2023 21:30,0,0,22.48,0
2828,5/20/2023 21:45,0,0,22.18,0
2829,5/20/2023 22:00,0,0,21.95,0
2830,5/20/2023 22:15,0,0,21.74,0
2831,5/20/2023 22:30,0,0,21.55,0
2832,5/20/2023 22:45,0,0,21.39,0
2833,5/20/2023 23:00,0,0,21.25,0
2834,5/20/2023 23:15,0,0,21.1,0
2835,5/20/2023 23:30,0,0,20.97,0
2836,5/20/2023 23:45,0,0,20.85,0
2837,5/21/2023 0:00,0,0,20.76,0
2838,5/21/2023 0:15,0,0,20.71,0
2839,5/21/2023 0:30,0,0,20.85,0
2840,5/21/2023 0:45,0,0,20.97,0
2841,5/21/2023 1:00,0,0,20.97,0
2842,5/21/2023 1:15,0,0,20.93,0
2843,5/21/2023 1:30,0,0,20.97,0
2844,5/21/2023 1:45,0,0,21.03,0
2845,5/21/2023 2:00,0,0,21.06,0
2846,5/21/2023 2:15,0,0,21.03,0
2847,5/21/2023 2:30,0,0,21.03,0
2848,5/21/2023 2:45,0,0,21.01,0
2849,5/21/2023 3:00,0,0,20.97,0
2850,5/21/2023 3:15,0,0,20.96,0
2851,5/21/2023 3:30,0,0,20.91,0
2852,5/21/2023 3:45,0,0,20.87,0
2853,5/21/2023 4:00,0,0,20.83,0
2854,5/21/2023 4:15,0,0,20.81,0
2855,5/21/2023 4:30,0,0,20.75,0
2856,5/21/2023 4:45,0,0,20.71,0
2857,5/21/2023 5:00,0,0,20.71,0
2858,5/21/2023 5:15,0,0,20.6,0
2859,5/21/2023 5:30,0,0,20.45,0
2860,5/21/2023 5:45,0,0,20.36,0
2861,5/21/2023 6:00,0,0,20.28,0
2862,5/21/2023 6:15,0,0,20.23,0
2863,5/21/2023 6:30,0,0,20.2,0
2864,5/21/2023 6:45,0,0,20.2,0
2865,5/21/2023 7:00,0,0,20.23,0
2866,5/21/2023 7:15,0,0,20.23,0
2867,5/21/2023 7:30,0,0,20.24,0
2868,5/21/2023 7:45,0,0,20.25,0
2869,5/21/2023 8:00,0,0,20.25,0
2870,5/21/2023 8:15,0,0,20.3,0
2871,5/21/2023 8:30,0,0,20.24,0
2872,5/21/2023 8:45,0,0,20.09,0
2873,5/21/2023 9:00,0,0,19.96,0
2874,5/21/2023 9:15,0,0,19.83,0
2875,5/21/2023 9:30,0,0,19.74,0
2876,5/21/2023 9:45,0,0,19.67,0
2877,5/21/2023 10:00,0,0,19.63,0
2878,5/21/2023 10:15,0,0,19.58,0
2879,5/21/2023 10:30,0,0,19.55,0
2880,5/21/2023 10:45,0,0,19.51,0
2881,5/21/2023 11:00,0,0,19.41,0
2882,5/21/2023 11:15,0,0,19.26,0
2883,5/21/2023 11:30,0,0,19.21,0
2884,5/21/2023 11:45,0,0,19.32,0
2885,5/21/2023 12:00,0,0,19.68,0
2886,5/21/2023 12:15,0,0,19.98,0
2887,5/21/2023 12:30,0,0,20.1,0
2888,5/21/2023 12:45,0,0,20.02,0
2889,5/21/2023 13:00,0,0,19.86,0
2890,5/21/2023 13:15,0,0,19.97,0
2891,5/21/2023 13:30,0,0,20.72,0
2892,5/21/2023 13:45,0,0,21.03,0
2893,5/21/2023 14:00,0,0,20.98,0
2894,5/21/2023 14:15,0,0,21.07,0
2895,5/21/2023 14:30,0,0,21.06,0
2896,5/21/2023 14:45,0,0,20.99,0
2897,5/21/2023 15:00,0,0,21.12,0
2898,5/21/2023 15:15,0,0,21.27,0
2899,5/21/2023 15:30,0,0,21.41,0
2900,5/21/2023 15:45,0,0,21.51,0
2901,5/21/2023 16:00,0,0,21.79,0
2902,5/21/2023 16:15,0,0,22.16,0
2903,5/21/2023 16:30,0,0,23.58,0
2904,5/21/2023 16:45,0,0,25.36,0
2905,5/21/2023 17:00,0,0,25.78,0
2906,5/21/2023 17:15,0,0,26.19,0
2907,5/21/2023 17:30,0,0,27.46,0
2908,5/21/2023 17:45,0,0,28.1,0
2909,5/21/2023 18:00,0,0,28.35,0
2910,5/21/2023 18:15,0,0,28.31,0
2911,5/21/2023 18:30,0,0,27.89,0
2912,5/21/2023 18:45,0,0,27.16,0
2913,5/21/2023 19:00,0,0,25.96,0
2914,5/21/2023 19:15,0,0,24.76,0
2915,5/21/2023 19:30,0,0,23.73,0
2916,5/21/2023 19:45,0,0,22.9,0
2917,5/21/2023 20:00,0,0,22.19,0
2918,5/21/2023 20:15,0,0,21.56,0
2919,5/21/2023 20:30,0,0,20.99,0
2920,5/21/2023 20:45,0,0,20.49,0
2921,5/21/2023 21:00,0,0,20.08,0
2922,5/21/2023 21:15,0,0,19.72,0
2923,5/21/2023 21:30,0,0,19.39,0
2924,5/21/2023 21:45,0,0,19.1,0
2925,5/21/2023 22:00,0,0,18.79,0
2926,5/21/2023 22:15,0,0,18.57,0
2927,5/21/2023 22:30,0,0,18.36,0
2928,5/21/2023 22:45,0,0,18.14,0
2929,5/21/2023 23:00,0,0,17.9,0
2930,5/21/2023 23:15,0,0,17.7,0
2931,5/21/2023 23:30,0,0,17.52,0
2932,5/21/2023 23:45,0,0,17.36,0
2933,5/22/2023 0:00,0,0,17.2,0
2934,5/22/2023 0:15,0,0,17.06,0
2935,5/22/2023 0:30,0,0,16.89,0
2936,5/22/2023 0:45,0,0,16.73,0
2937,5/22/2023 1:00,0,0,16.58,0
2938,5/22/2023 1:15,0,0,16.46,0
2939,5/22/2023 1:30,0,0,16.32,0
2940,5/22/2023 1:45,0,0,16.18,0
2941,5/22/2023 2:00,0,0,16.05,0
2942,5/22/2023 2:15,0,0,15.92,0
2943,5/22/2023 2:30,0,0,15.81,0
2944,5/22/2023 2:45,0,0,15.71,0
2945,5/22/2023 3:00,0,0,15.63,0
2946,5/22/2023 3:15,0,0,15.52,0
2947,5/22/2023 3:30,0,0,15.43,0
2948,5/22/2023 3:45,0,0,15.33,0
2949,5/22/2023 4:00,0,0,15.21,0
2950,5/22/2023 4:15,0,0,15.13,0
2951,5/22/2023 4:30,0,0,15.05,0
2952,5/22/2023 4:45,0,0,14.94,0
2953,5/22/2023 5:00,0,0,14.85,0
2954,5/22/2023 5:15,0,0,14.76,0
2955,5/22/2023 5:30,0,0,14.69,0
2956,5/22/2023 5:45,0,0,14.61,0
2957,5/22/2023 6:00,0,0,14.55,0
2958,5/22/2023 6:15,0,0,14.45,0
2959,5/22/2023 6:30,0,0,14.44,0
2960,5/22/2023 6:45,0,0,14.49,0
2961,5/22/2023 7:00,0,0,14.58,0
2962,5/22/2023 7:15,0,0,14.77,0
2963,5/22/2023 7:30,0,0,15.07,0
2964,5/22/2023 7:45,0,0,15.43,0
2965,5/22/2023 8:00,0,0,15.86,0
2966,5/22/2023 8:15,0,0,16.37,0
2967,5/22/2023 8:30,0,0,17.23,0
2968,5/22/2023 8:45,0,0,17.95,0
2969,5/22/2023 9:00,0,0,18.37,0
2970,5/22/2023 9:15,0,0,18.84,0
2971,5/22/2023 9:30,0,0,19.3,0
2972,5/22/2023 9:45,0,0,20.09,0
2973,5/22/2023 10:00,0,0,20.82,0
2974,5/22/2023 10:15,0,0,21.25,0
2975,5/22/2023 10:30,0,0,21.55,0
2976,5/22/2023 10:45,0,0,21.85,0
2977,5/22/2023 11:00,0,0,22.17,0
2978,5/22/2023 11:15,0,0,22.66,0
2979,5/22/2023 11:30,0,0,23.15,0
2980,5/22/2023 11:45,0,0,23.57,0
2981,5/22/2023 12:00,0,0,23.95,0
2982,5/22/2023 12:15,0,0,24.28,0
2983,5/22/2023 12:30,0,0,24.48,0
2984,5/22/2023 12:45,0,0,24.73,0
2985,5/22/2023 13:00,0,0,25.09,0
2986,5/22/2023 13:15,0,0,25.58,0
2987,5/22/2023 13:30,0,0,26.46,0
2988,5/22/2023 13:45,0,0,27.09,0
2989,5/22/2023 14:00,0,0,27.32,0
2990,5/22/2023 14:15,0,0,27.55,0
2991,5/22/2023 14:30,0,0,27.76,0
2992,5/22/2023 14:45,0,0,28.42,0
2993,5/22/2023 15:00,0,0,28.67,0
2994,5/22/2023 15:15,0,0,28.65,0
2995,5/22/2023 15:30,0,0,28.57,0
2996,5/22/2023 15:45,0,0,28.52,0
2997,5/22/2023 16:00,0,0,28.73,0
2998,5/22/2023 16:15,0,0,29.33,0
2999,5/22/2023 16:30,0,0,29.28,0
3000,5/22/2023 16:45,0,0,29.5,0
3001,5/22/2023 17:00,0,0,29.34,0
3002,5/22/2023 17:15,0,0,29.71,0
3003,5/22/2023 17:30,0,0,29.59,0
3004,5/22/2023 17:45,0,0,28.78,0
3005,5/22/2023 18:00,0,0,28.57,0
3006,5/22/2023 18:15,0,0,28.72,0
3007,5/22/2023 18:30,0,0,28.54,0
3008,5/22/2023 18:45,0,0,27.91,0
3009,5/22/2023 19:00,0,0,26.67,0
3010,5/22/2023 19:15,0,0,25.38,0
3011,5/22/2023 19:30,0,0,24.47,0
3012,5/22/2023 19:45,0,0,23.79,0
3013,5/22/2023 20:00,0,0,23.22,0
3014,5/22/2023 20:15,0,0,22.59,0
3015,5/22/2023 20:30,0,0,21.95,0
3016,5/22/2023 20:45,0,0,21.35,0
3017,5/22/2023 21:00,0,0,20.8,0
3018,5/22/2023 21:15,0,0,20.3,0
3019,5/22/2023 21:30,0,0,19.86,0
3020,5/22/2023 21:45,0,0,19.52,0
3021,5/22/2023 22:00,0,0,19.29,0
3022,5/22/2023 22:15,0,0,19.14,0
3023,5/22/2023 22:30,0,0,19.08,0
3024,5/22/2023 22:45,0,0,19.02,0
3025,5/22/2023 23:00,0,0,18.92,0
3026,5/22/2023 23:15,0,0,18.81,0
3027,5/22/2023 23:30,0,0,18.67,0
3028,5/22/2023 23:45,0,0,18.48,0
3029,5/23/2023 0:00,0,0,18.29,0
3030,5/23/2023 0:15,0,0,18.16,0
3031,5/23/2023 0:30,0,0,18.05,0
3032,5/23/2023 0:45,0,0,17.93,0
3033,5/23/2023 1:00,0,0,17.8,0
3034,5/23/2023 1:15,0,0,17.69,0
3035,5/23/2023 1:30,0,0,17.53,0
3036,5/23/2023 1:45,0,0,17.38,0
3037,5/23/2023 2:00,0,0,17.25,0
3038,5/23/2023 2:15,0,0,17.12,0
3039,5/23/2023 2:30,0,0,17.01,0
3040,5/23/2023 2:45,0,0,16.93,0
3041,5/23/2023 3:00,0,0,16.84,0
3042,5/23/2023 3:15,0,0,16.78,0
3043,5/23/2023 3:30,0,0,16.73,0
3044,5/23/2023 3:45,0,0,16.68,0
3045,5/23/2023 4:00,0,0,16.6,0
3046,5/23/2023 4:15,0,0,16.6,0
3047,5/23/2023 4:30,0,0,16.58,0
3048,5/23/2023 4:45,0,0,16.53,0
3049,5/23/2023 5:00,0,0,16.46,0
3050,5/23/2023 5:15,0,0,16.36,0
3051,5/23/2023 5:30,0,0,16.23,0
3052,5/23/2023 5:45,0,0,16.16,0
3053,5/23/2023 6:00,0,0,16.11,0
3054,5/23/2023 6:15,0,0,16.13,0
3055,5/23/2023 6:30,0,0,16.21,0
3056,5/23/2023 6:45,0,0,16.32,0
3057,5/23/2023 7:00,0,0,16.41,0
3058,5/23/2023 7:15,0,0,16.55,0
3059,5/23/2023 7:30,0,0,16.8,0
3060,5/23/2023 7:45,0,0,17.07,0
3061,5/23/2023 8:00,0,0,17.45,0
3062,5/23/2023 8:15,0,0,17.74,0
3063,5/23/2023 8:30,0,0,18.15,0
3064,5/23/2023 8:45,0,0,18.59,0
3065,5/23/2023 9:00,0,0,19.09,0
3066,5/23/2023 9:15,0,0,19.25,0
3067,5/23/2023 9:30,0,0,19.71,0
3068,5/23/2023 9:45,0,0,20.42,0
3069,5/23/2023 10:00,0,0,21.03,0
3070,5/23/2023 10:15,0,0,21.24,0
3071,5/23/2023 10:30,0,0,21.54,0
3072,5/23/2023 10:45,0,0,21.72,0
3073,5/23/2023 11:00,0,0,22.08,0
3074,5/23/2023 11:15,0,0,22.58,0
3075,5/23/2023 11:30,0,0,22.98,0
3076,5/23/2023 11:45,0,0,23.4,0
3077,5/23/2023 12:00,0,0,23.59,0
3078,5/23/2023 12:15,0,0,23.69,0
3079,5/23/2023 12:30,0,0,23.83,0
3080,5/23/2023 12:45,0,0,24.18,0
3081,5/23/2023 13:00,0,0,24.47,0
3082,5/23/2023 13:15,0,0,24.79,0
3083,5/23/2023 13:30,0,0,25.33,0
3084,5/23/2023 13:45,0,0,25.74,0
3085,5/23/2023 14:00,0,0,25.99,0
3086,5/23/2023 14:15,0,0,26.64,0
3087,5/23/2023 14:30,0,0,27.67,0
3088,5/23/2023 14:45,0,0,28.73,0
3089,5/23/2023 15:00,0,0,29.18,0
3090,5/23/2023 15:15,0,0,29.32,0
3091,5/23/2023 15:30,0,0,29.28,0
3092,5/23/2023 15:45,0,0,29.39,0
3093,5/23/2023 16:00,0,0,29.6,0
3094,5/23/2023 16:15,0,0,29.67,0
3095,5/23/2023 16:30,0,0,30.09,0
3096,5/23/2023 16:45,0,0,30.7,0
3097,5/23/2023 17:00,0,0,31.11,0
3098,5/23/2023 17:15,0,0,31.75,0
3099,5/23/2023 17:30,0,0,31.85,0
3100,5/23/2023 17:45,0,0,31.18,0
3101,5/23/2023 18:00,0,0,29.75,0
3102,5/23/2023 18:15,0,0,28.2,0
3103,5/23/2023 18:30,0,0,27.34,0
3104,5/23/2023 18:45,0,0,26.25,0
3105,5/23/2023 19:00,0,0,25.17,0
3106,5/23/2023 19:15,0,0,24.38,0
3107,5/23/2023 19:30,0,0,23.68,0
3108,5/23/2023 19:45,0,0,23.1,0
3109,5/23/2023 20:00,0,0,22.55,0
3110,5/23/2023 20:15,0,0,22.04,0
3111,5/23/2023 20:30,0,0,21.61,0
3112,5/23/2023 20:45,0,0,21.25,0
3113,5/23/2023 21:00,0,0,20.91,0
3114,5/23/2023 21:15,0,0,20.57,0
3115,5/23/2023 21:30,0,0,20.24,0
3116,5/23/2023 21:45,0,0,19.96,0
3117,5/23/2023 22:00,0,0,19.73,0
3118,5/23/2023 22:15,0,0,19.51,0
3119,5/23/2023 22:30,0,0,19.31,0
3120,5/23/2023 22:45,0,0,19.1,0
3121,5/23/2023 23:00,0,0,18.88,0
3122,5/23/2023 23:15,0,0,18.72,0
3123,5/23/2023 23:30,0,0,18.56,0
3124,5/23/2023 23:45,0,0,18.36,0
3125,5/24/2023 0:00,0,0,18.15,0
3126,5/24/2023 0:15,0,0,17.93,0
3127,5/24/2023 0:30,0,0,17.88,0
3128,5/24/2023 0:45,0,0,17.9,0
3129,5/24/2023 1:00,0,0,17.93,0
3130,5/24/2023 1:15,0,0,17.87,0
3131,5/24/2023 1:30,0,0,17.66,0
3132,5/24/2023 1:45,0,0,17.48,0
3133,5/24/2023 2:00,0,0,17.4,0
3134,5/24/2023 2:15,0,0,17.33,0
3135,5/24/2023 2:30,0,0,17.21,0
3136,5/24/2023 2:45,0,0,17.12,0
3137,5/24/2023 3:00,0,0,17.05,0
3138,5/24/2023 3:15,0,0,16.94,0
3139,5/24/2023 3:30,0,0,16.78,0
3140,5/24/2023 3:45,0,0,16.62,0
3141,5/24/2023 4:00,0,0,16.48,0
3142,5/24/2023 4:15,0,0,16.36,0
3143,5/24/2023 4:30,0,0,16.21,0
3144,5/24/2023 4:45,0,0,16.04,0
3145,5/24/2023 5:00,0,0,15.87,0
3146,5/24/2023 5:15,0,0,15.74,0
3147,5/24/2023 5:30,0,0,15.62,0
3148,5/24/2023 5:45,0,0,15.52,0
3149,5/24/2023 6:00,0,0,15.48,0
3150,5/24/2023 6:15,0,0,15.44,0
3151,5/24/2023 6:30,0,0,15.43,0
3152,5/24/2023 6:45,0,0,15.45,0
3153,5/24/2023 7:00,0,0,15.48,0
3154,5/24/2023 7:15,0,0,15.6,0
3155,5/24/2023 7:30,0,0,15.74,0
3156,5/24/2023 7:45,0,0,15.83,0
3157,5/24/2023 8:00,0,0,15.95,0
3158,5/24/2023 8:15,0,0,16.17,0
3159,5/24/2023 8:30,0,0,16.42,0
3160,5/24/2023 8:45,0,0,16.64,0
3161,5/24/2023 9:00,0,0,16.78,0
3162,5/24/2023 9:15,0,0,17.1,0
3163,5/24/2023 9:30,0,0,17.54,0
3164,5/24/2023 9:45,0,0,18.16,0
3165,5/24/2023 10:00,0,0,19.29,0
3166,5/24/2023 10:15,0,0,20.02,0
3167,5/24/2023 10:30,0,0,20.33,0
3168,5/24/2023 10:45,0,0,20.54,0
3169,5/24/2023 11:00,0,0,20.8,0
3170,5/24/2023 11:15,0,0,21.12,0
3171,5/24/2023 11:30,0,0,21.65,0
3172,5/24/2023 11:45,0,0,21.79,0
3173,5/24/2023 12:00,0,0,22.21,0
3174,5/24/2023 12:15,0,0,22.54,0
3175,5/24/2023 12:30,0,0,22.91,0
3176,5/24/2023 12:45,0,0,23.16,0
3177,5/24/2023 13:00,0,0,23.44,0
3178,5/24/2023 13:15,0,0,23.86,0
3179,5/24/2023 13:30,0,0,24.15,0
3180,5/24/2023 13:45,0,0,24.13,0
3181,5/24/2023 14:00,0,0,24.33,0
3182,5/24/2023 14:15,0,0,24.47,0
3183,5/24/2023 14:30,0,0,24.57,0
3184,5/24/2023 14:45,0,0,24.13,0
3185,5/24/2023 15:00,0,0,23.64,0
3186,5/24/2023 15:15,0,0,23.21,0
3187,5/24/2023 15:30,0,0,22.93,0
3188,5/24/2023 15:45,0,0,22.47,0
3189,5/24/2023 16:00,0,0,21.93,0
3190,5/24/2023 16:15,0,0,22.02,0
3191,5/24/2023 16:30,0,0,22.65,0
3192,5/24/2023 16:45,0,0,23.71,0
3193,5/24/2023 17:00,0,0,23.85,0
3194,5/24/2023 17:15,0,0,23.37,0
3195,5/24/2023 17:30,0,0,22.75,0
3196,5/24/2023 17:45,0,0,22.32,0
3197,5/24/2023 18:00,0,0,21.97,0
3198,5/24/2023 18:15,0,0,21.74,0
3199,5/24/2023 18:30,0,0,21.45,0
3200,5/24/2023 18:45,0,0,20.92,0
3201,5/24/2023 19:00,0,0,20.34,0
3202,5/24/2023 19:15,0,0,19.98,0
3203,5/24/2023 19:30,0,0,19.79,0
3204,5/24/2023 19:45,0,0,19.63,0
3205,5/24/2023 20:00,0,0,19.53,0
3206,5/24/2023 20:15,0,0,19.42,0
3207,5/24/2023 20:30,0,0,19.19,0
3208,5/24/2023 20:45,0,0,18.9,0
3209,5/24/2023 21:00,0,0,18.64,0
3210,5/24/2023 21:15,0,0,18.41,0
3211,5/24/2023 21:30,0,0,18.19,0
3212,5/24/2023 21:45,0,0,18.01,0
3213,5/24/2023 22:00,0,0,17.84,0
3214,5/24/2023 22:15,0,0,17.7,0
3215,5/24/2023 22:30,0,0,17.52,0
3216,5/24/2023 22:45,0,0,17.33,0
3217,5/24/2023 23:00,0,0,17.15,0
3218,5/24/2023 23:15,0,0,16.93,0
3219,5/24/2023 23:30,0,0,16.67,0
3220,5/24/2023 23:45,0,0,16.39,0
3221,5/25/2023 0:00,0,0,16.17,0
3222,5/25/2023 0:15,0,0,15.96,0
3223,5/25/2023 0:30,0,0,15.74,0
3224,5/25/2023 0:45,0,0,15.57,0
3225,5/25/2023 1:00,0,0,15.44,0
3226,5/25/2023 1:15,0,0,15.39,0
3227,5/25/2023 1:30,0,0,15.36,0
3228,5/25/2023 1:45,0,0,15.34,0
3229,5/25/2023 2:00,0,0,15.42,0
3230,5/25/2023 2:15,0,0,15.52,0
3231,5/25/2023 2:30,0,0,15.63,0
3232,5/25/2023 2:45,0,0,15.78,0
3233,5/25/2023 3:00,0,0,15.87,0
3234,5/25/2023 3:15,0,0,16.02,0
3235,5/25/2023 3:30,0,0,16.1,0
3236,5/25/2023 3:45,0,0,16.11,0
3237,5/25/2023 4:00,0,0,16.12,0
3238,5/25/2023 4:15,0,0,16.17,0
3239,5/25/2023 4:30,0,0,16.21,0
3240,5/25/2023 4:45,0,0,16.22,0
3241,5/25/2023 5:00,0,0,16.21,0
3242,5/25/2023 5:15,0,0,16.21,0
3243,5/25/2023 5:30,0,0,16.12,0
3244,5/25/2023 5:45,0,0,16.07,0
3245,5/25/2023 6:00,0,0,15.99,0
3246,5/25/2023 6:15,0,0,15.92,0
3247,5/25/2023 6:30,0,0,15.94,0
3248,5/25/2023 6:45,0,0,16.02,0
3249,5/25/2023 7:00,0,0,16.17,0
3250,5/25/2023 7:15,0,0,16.36,0
3251,5/25/2023 7:30,0,0,16.42,0
3252,5/25/2023 7:45,0,0,16.52,0
3253,5/25/2023 8:00,0,0,16.7,0
3254,5/25/2023 8:15,0,0,17,0
3255,5/25/2023 8:30,0,0,17.35,0
3256,5/25/2023 8:45,0,0,17.72,0
3257,5/25/2023 9:00,0,0,18.08,0
3258,5/25/2023 9:15,0,0,18.43,0
3259,5/25/2023 9:30,0,0,18.79,0
3260,5/25/2023 9:45,0,0,19.18,0
3261,5/25/2023 10:00,0,0,19.65,0
3262,5/25/2023 10:15,0,0,20.04,0
3263,5/25/2023 10:30,0,0,20.46,0
3264,5/25/2023 10:45,0,0,20.82,0
3265,5/25/2023 11:00,0,0,21.08,0
3266,5/25/2023 11:15,0,0,21.45,0
3267,5/25/2023 11:30,0,0,21.92,0
3268,5/25/2023 11:45,0,0,22.35,0
3269,5/25/2023 12:00,0,0,22.65,0
3270,5/25/2023 12:15,0,0,22.75,0
3271,5/25/2023 12:30,0,0,22.86,0
3272,5/25/2023 12:45,0,0,23.02,0
3273,5/25/2023 13:00,0,0,22.97,0
3274,5/25/2023 13:15,0,0,22.97,0
3275,5/25/2023 13:30,0,0,23.11,0
3276,5/25/2023 13:45,0,0,23.16,0
3277,5/25/2023 14:00,0,0,22.95,0
3278,5/25/2023 14:15,0,0,22.75,0
3279,5/25/2023 14:30,0,0,22.56,0
3280,5/25/2023 14:45,0,0,22.37,0
3281,5/25/2023 15:00,0,0,22.54,0
3282,5/25/2023 15:15,0,0,22.93,0
3283,5/25/2023 15:30,0,0,23.11,0
3284,5/25/2023 15:45,0,0,22.82,0
3285,5/25/2023 16:00,0,0,22.43,0
3286,5/25/2023 16:15,0,0,22.08,0
3287,5/25/2023 16:30,0,0,21.9,0
3288,5/25/2023 16:45,0,0,21.66,0
3289,5/25/2023 17:00,0,0,21.41,0
3290,5/25/2023 17:15,0,0,22.11,0
3291,5/25/2023 17:30,0,0,22.66,0
3292,5/25/2023 17:45,0,0,22.33,0
3293,5/25/2023 18:00,0,0,22.07,0
3294,5/25/2023 18:15,0,0,21.76,0
3295,5/25/2023 18:30,0,0,21.48,0
3296,5/25/2023 18:45,0,0,21.34,0
3297,5/25/2023 19:00,0,0,21.12,0
3298,5/25/2023 19:15,0,0,20.81,0
3299,5/25/2023 19:30,0,0,20.52,0
3300,5/25/2023 19:45,0,0,20.21,0
3301,5/25/2023 20:00,0,0,19.89,0
3302,5/25/2023 20:15,0,0,19.6,0
3303,5/25/2023 20:30,0,0,19.32,0
3304,5/25/2023 20:45,0,0,19.05,0
3305,5/25/2023 21:00,0,0,18.78,0
3306,5/25/2023 21:15,0,0,18.48,0
3307,5/25/2023 21:30,0,0,18.25,0
3308,5/25/2023 21:45,0,0,18.01,0
3309,5/25/2023 22:00,0,0,17.83,0
3310,5/25/2023 22:15,0,0,17.69,0
3311,5/25/2023 22:30,0,0,17.54,0
3312,5/25/2023 22:45,0,0,17.46,0
3313,5/25/2023 23:00,0,0,17.37,0
3314,5/25/2023 23:15,0,0,17.28,0
3315,5/25/2023 23:30,0,0,17.17,0
3316,5/25/2023 23:45,0,0,17.02,0
3317,5/26/2023 0:00,0,0,16.83,0
3318,5/26/2023 0:15,0,0,16.62,0
3319,5/26/2023 0:30,0,0,16.48,0
3320,5/26/2023 0:45,0,0,16.34,0
3321,5/26/2023 1:00,0,0,16.23,0
3322,5/26/2023 1:15,0,0,16.11,0
3323,5/26/2023 1:30,0,0,15.96,0
3324,5/26/2023 1:45,0,0,15.87,0
3325,5/26/2023 2:00,0,0,15.81,0
3326,5/26/2023 2:15,0,0,15.71,0
3327,5/26/2023 2:30,0,0,15.65,0
3328,5/26/2023 2:45,0,0,15.64,0
3329,5/26/2023 3:00,0,0,15.63,0
3330,5/26/2023 3:15,0,0,15.58,0
3331,5/26/2023 3:30,0,0,15.52,0
3332,5/26/2023 3:45,0,0,15.44,0
3333,5/26/2023 4:00,0,0,15.39,0
3334,5/26/2023 4:15,0,0,15.38,0
