#,Date ,"Low Range, μS/cm (LGR S/N: 20936906, SEN S/N: 20936906)","Full Range, μS/cm (LGR S/N: 20936906, SEN S/N: 20936906)","Temp, °F (LGR S/N: 20936906, SEN S/N: 20936906)",Specific_Conductance
6494,4/18/2022 7:15,,285.5,64.54,141.8
6495,4/18/2022 7:30,,285.5,64.54,141.8
6496,4/18/2022 7:45,,285.5,64.54,141.8
6497,4/18/2022 8:00,,285.1,64.56,141.5
6498,4/18/2022 8:15,,285.5,64.54,141.8
6499,4/18/2022 8:30,,285.1,64.56,141.5
6500,4/18/2022 8:45,,285.5,64.54,141.8
6501,4/18/2022 9:00,,285.5,64.56,141.7
6502,4/18/2022 9:15,,285.1,64.56,141.5
6503,4/18/2022 9:30,,285.1,64.56,141.5
6504,4/18/2022 9:45,,285.5,64.56,141.7
6505,4/18/2022 10:00,,285.1,64.56,141.5
6506,4/18/2022 10:15,,285.1,64.56,141.5
6507,4/18/2022 10:30,,285.5,64.56,141.7
6508,4/18/2022 10:45,,285.5,64.56,141.7
6509,4/18/2022 11:00,,285.5,64.56,141.7
6510,4/18/2022 11:15,,285.5,64.56,141.7
6511,4/18/2022 11:30,,285.5,64.56,141.7
6512,4/18/2022 11:45,,285.5,64.58,141.7
6513,4/18/2022 12:00,,285.5,64.58,141.7
6514,4/18/2022 12:15,,285.5,64.56,141.7
6515,4/18/2022 12:30,,285.5,64.58,141.7
6516,4/18/2022 12:45,,285.5,64.58,141.7
6517,4/18/2022 13:00,,285.5,64.58,141.7
6518,4/18/2022 13:15,,285.5,64.58,141.7
6519,4/18/2022 13:30,,285.5,64.58,141.6
6520,4/18/2022 13:45,,285.5,64.56,141.7
6521,4/18/2022 14:00,,285.5,64.58,141.6
6522,4/18/2022 14:15,,285.5,64.58,141.6
6523,4/18/2022 14:30,,285.5,64.62,141.6
6524,4/18/2022 14:45,,285.5,64.58,141.6
6525,4/18/2022 15:00,,285.5,64.58,141.6
6526,4/18/2022 15:15,,285.5,64.62,141.6
6527,4/18/2022 15:30,,285.5,64.58,141.6
6528,4/18/2022 15:45,,285.5,64.58,141.6
6529,4/18/2022 16:00,,285.5,64.58,141.6
6530,4/18/2022 16:15,,285.5,64.58,141.6
6531,4/18/2022 16:30,,285.9,64.58,141.8
6532,4/18/2022 16:45,,285.9,64.58,141.8
6533,4/18/2022 17:00,,285.5,64.62,141.6
6534,4/18/2022 17:15,,285.9,64.62,141.8
6535,4/18/2022 17:30,,285.9,64.62,141.8
6536,4/18/2022 17:45,,285.9,64.62,141.7
6537,4/18/2022 18:00,,285.9,64.62,141.7
6538,4/18/2022 18:15,,285.9,64.62,141.7
6539,4/18/2022 18:30,,285.9,64.62,141.7
6540,4/18/2022 18:45,,286.3,64.62,141.9
6541,4/18/2022 19:00,,285.9,64.62,141.7
6542,4/18/2022 19:15,,285.9,64.62,141.7
6543,4/18/2022 19:30,,285.9,64.62,141.7
6544,4/18/2022 19:45,,285.5,64.63,141.5
6545,4/18/2022 20:00,,285.5,64.63,141.5
6546,4/18/2022 20:15,,285.5,64.63,141.5
6547,4/18/2022 20:30,,284.7,64.62,141.1
6548,4/18/2022 20:45,,285.1,64.63,141.3
6549,4/18/2022 21:00,,284.3,64.63,140.9
6550,4/18/2022 21:15,,284.3,64.63,140.9
6551,4/18/2022 21:30,,284.3,64.63,140.9
6552,4/18/2022 21:45,,283.9,64.63,140.7
6553,4/18/2022 22:00,,283.9,64.63,140.7
6554,4/18/2022 22:15,,283.9,64.63,140.7
6555,4/18/2022 22:30,,283.9,64.63,140.7
6556,4/18/2022 22:45,,283.9,64.63,140.7
6557,4/18/2022 23:00,,283.5,64.65,140.5
6558,4/18/2022 23:15,,283.5,64.63,140.5
6559,4/18/2022 23:30,,283.5,64.63,140.5
6560,4/18/2022 23:45,,283.9,64.63,140.7
6561,4/19/2022 0:00,,283.5,64.63,140.5
6562,4/19/2022 0:15,,283.5,64.65,140.4
6563,4/19/2022 0:30,,283.9,64.63,140.7
6564,4/19/2022 0:45,,283.9,64.65,140.6
6565,4/19/2022 1:00,,283.9,64.65,140.6
6566,4/19/2022 1:15,,283.9,64.65,140.6
6567,4/19/2022 1:30,,283.9,64.65,140.6
6568,4/19/2022 1:45,,283.9,64.65,140.6
6569,4/19/2022 2:00,,283.9,64.65,140.6
6570,4/19/2022 2:15,,283.9,64.65,140.6
6571,4/19/2022 2:30,,283.9,64.65,140.6
6572,4/19/2022 2:45,,283.9,64.65,140.6
6573,4/19/2022 3:00,,283.5,64.65,140.4
6574,4/19/2022 3:15,,283.9,64.67,140.6
6575,4/19/2022 3:30,,283.5,64.67,140.4
6576,4/19/2022 3:45,,283.5,64.65,140.4
6577,4/19/2022 4:00,,283.5,64.65,140.4
6578,4/19/2022 4:15,,283.5,64.65,140.4
6579,4/19/2022 4:30,,283.5,64.67,140.4
6580,4/19/2022 4:45,,283.5,64.67,140.4
6581,4/19/2022 5:00,,283.5,64.67,140.4
6582,4/19/2022 5:15,,283.5,64.67,140.4
6583,4/19/2022 5:30,,283.5,64.67,140.4
6584,4/19/2022 5:45,,283.5,64.67,140.4
6585,4/19/2022 6:00,,283.5,64.67,140.4
6586,4/19/2022 6:15,,283.5,64.67,140.4
6587,4/19/2022 6:30,,283.5,64.67,140.4
6588,4/19/2022 6:45,,283.5,64.67,140.4
6589,4/19/2022 7:00,,283.5,64.67,140.4
6590,4/19/2022 7:15,,283.5,64.67,140.4
6591,4/19/2022 7:30,,283.5,64.67,140.4
6592,4/19/2022 7:45,,283.5,64.67,140.4
6593,4/19/2022 8:00,,283.5,64.67,140.4
6594,4/19/2022 8:15,,283.5,64.67,140.3
6595,4/19/2022 8:30,,283.5,64.67,140.3
6596,4/19/2022 8:45,,283.5,64.69,140.3
6597,4/19/2022 9:00,,283.5,64.69,140.3
6598,4/19/2022 9:15,,283.5,64.69,140.3
6599,4/19/2022 9:30,,283.5,64.69,140.3
6600,4/19/2022 9:45,,283.5,64.69,140.3
6601,4/19/2022 10:00,,283.5,64.69,140.3
6602,4/19/2022 10:15,,283.5,64.67,140.3
6603,4/19/2022 10:30,,283.5,64.69,140.3
6604,4/19/2022 10:45,,283.5,64.69,140.3
6605,4/19/2022 11:00,,283.5,64.69,140.3
6606,4/19/2022 11:15,,283.5,64.69,140.3
6607,4/19/2022 11:30,,283.5,64.69,140.3
6608,4/19/2022 11:45,,283.5,64.69,140.3
6609,4/19/2022 12:00,,283.5,64.69,140.3
6610,4/19/2022 12:15,,283.5,64.69,140.3
6611,4/19/2022 12:30,,283.5,64.72,140.2
6612,4/19/2022 12:45,,283.5,64.69,140.3
6613,4/19/2022 13:00,,283.5,64.69,140.3
6614,4/19/2022 13:15,,283.5,64.69,140.3
6615,4/19/2022 13:30,,283.5,64.72,140.2
6616,4/19/2022 13:45,,283.5,64.69,140.3
6617,4/19/2022 14:00,,283.5,64.69,140.3
6618,4/19/2022 14:15,,283.5,64.72,140.2
6619,4/19/2022 14:30,,283.5,64.72,140.2
6620,4/19/2022 14:45,,283.5,64.72,140.2
6621,4/19/2022 15:00,,283.5,64.72,140.2
6622,4/19/2022 15:15,,283.5,64.74,140.2
6623,4/19/2022 15:30,,283.5,64.72,140.2
6624,4/19/2022 15:45,,283.5,64.72,140.2
6625,4/19/2022 16:00,,283.5,64.72,140.2
6626,4/19/2022 16:15,,283.5,64.72,140.2
6627,4/19/2022 16:30,,283.5,64.72,140.2
6628,4/19/2022 16:45,,283.5,64.72,140.2
6629,4/19/2022 17:00,,283.1,64.72,140
6630,4/19/2022 17:15,,283.5,64.74,140.1
6631,4/19/2022 17:30,,283.1,64.74,139.9
6632,4/19/2022 17:45,,283.5,64.72,140.2
6633,4/19/2022 18:00,,283.1,64.74,139.9
6634,4/19/2022 18:15,,283.5,64.74,140.1
6635,4/19/2022 18:30,,283.1,64.74,139.9
6636,4/19/2022 18:45,,283.5,64.74,140.1
6637,4/19/2022 19:00,,283.1,64.74,139.9
6638,4/19/2022 19:15,,283.5,64.74,140.1
6639,4/19/2022 19:30,,283.5,64.74,140.1
6640,4/19/2022 19:45,,283.1,64.74,139.9
6641,4/19/2022 20:00,,283.5,64.74,140.1
6642,4/19/2022 20:15,,283.5,64.74,140.1
6643,4/19/2022 20:30,,283.5,64.76,140.1
6644,4/19/2022 20:45,,283.1,64.74,139.9
6645,4/19/2022 21:00,,283.5,64.76,140.1
6646,4/19/2022 21:15,,283.5,64.74,140.1
6647,4/19/2022 21:30,,283.5,64.76,140.1
6648,4/19/2022 21:45,,283.5,64.74,140.1
6649,4/19/2022 22:00,,283.5,64.74,140.1
6650,4/19/2022 22:15,,283.5,64.74,140.1
6651,4/19/2022 22:30,,283.5,64.76,140.1
6652,4/19/2022 22:45,,283.5,64.74,140.1
6653,4/19/2022 23:00,,283.5,64.74,140.1
6654,4/19/2022 23:15,,283.9,64.74,140.3
6655,4/19/2022 23:30,,283.9,64.76,140.3
6656,4/19/2022 23:45,,283.5,64.76,140.1
6657,4/20/2022 0:00,,283.5,64.76,140.1
6658,4/20/2022 0:15,,283.9,64.76,140.3
6659,4/20/2022 0:30,,283.5,64.76,140.1
6660,4/20/2022 0:45,,283.9,64.76,140.3
6661,4/20/2022 1:00,,283.9,64.76,140.3
6662,4/20/2022 1:15,,283.9,64.76,140.3
6663,4/20/2022 1:30,,283.9,64.76,140.3
6664,4/20/2022 1:45,,283.9,64.76,140.2
6665,4/20/2022 2:00,,284.3,64.76,140.4
6666,4/20/2022 2:15,,284.3,64.78,140.4
6667,4/20/2022 2:30,,284.3,64.78,140.4
6668,4/20/2022 2:45,,284.3,64.78,140.4
6669,4/20/2022 3:00,,284.3,64.78,140.4
6670,4/20/2022 3:15,,284.7,64.78,140.6
6671,4/20/2022 3:30,,284.7,64.78,140.6
6672,4/20/2022 3:45,,284.7,64.78,140.6
6673,4/20/2022 4:00,,285.5,64.78,141
6674,4/20/2022 4:15,,285.5,64.78,141
6675,4/20/2022 4:30,,285.5,64.78,141
6676,4/20/2022 4:45,,285.5,64.78,141
6677,4/20/2022 5:00,,285.5,64.78,141
6678,4/20/2022 5:15,,285.5,64.78,141
6679,4/20/2022 5:30,,285.5,64.78,141
6680,4/20/2022 5:45,,285.5,64.78,141
6681,4/20/2022 6:00,,285.9,64.8,141.1
6682,4/20/2022 6:15,,285.5,64.78,141
6683,4/20/2022 6:30,,285.5,64.8,140.9
6684,4/20/2022 6:45,,285.9,64.78,141.2
6685,4/20/2022 7:00,,285.5,64.8,140.9
6686,4/20/2022 7:15,,285.5,64.8,140.9
6687,4/20/2022 7:30,,285.5,64.8,140.9
6688,4/20/2022 7:45,,285.5,64.8,140.9
6689,4/20/2022 8:00,,285.9,64.8,141.1
6690,4/20/2022 8:15,,285.5,64.8,140.9
6691,4/20/2022 8:30,,285.5,64.8,140.9
6692,4/20/2022 8:45,,285.9,64.8,141.1
6693,4/20/2022 9:00,,285.5,64.8,140.9
6694,4/20/2022 9:15,,285.9,64.78,141.1
6695,4/20/2022 9:30,,285.5,64.8,140.9
6696,4/20/2022 9:45,,285.5,64.8,140.9
6697,4/20/2022 10:00,,285.9,64.8,141.1
6698,4/20/2022 10:15,,285.5,64.8,140.9
6699,4/20/2022 10:30,,285.9,64.8,141.1
6700,4/20/2022 10:45,,285.9,64.8,141.1
6701,4/20/2022 11:00,,285.9,64.8,141.1
6702,4/20/2022 11:15,,285.9,64.83,141
6703,4/20/2022 11:30,,285.9,64.8,141.1
6704,4/20/2022 11:45,,285.9,64.83,141
6705,4/20/2022 12:00,,286.3,64.8,141.3
6706,4/20/2022 12:15,,285.9,64.83,141
6707,4/20/2022 12:30,,285.9,64.8,141.1
6708,4/20/2022 12:45,,286.3,64.8,141.3
6709,4/20/2022 13:00,,286.2,64.83,141.2
6710,4/20/2022 13:15,,286.3,64.8,141.3
6711,4/20/2022 13:30,,286.2,64.83,141.2
6712,4/20/2022 13:45,,286.2,64.83,141.2
6713,4/20/2022 14:00,,286.2,64.83,141.2
6714,4/20/2022 14:15,,286.2,64.83,141.2
6715,4/20/2022 14:30,,286.2,64.83,141.2
6716,4/20/2022 14:45,,286.2,64.83,141.2
6717,4/20/2022 15:00,,286.2,64.83,141.1
6718,4/20/2022 15:15,,286.6,64.83,141.3
6719,4/20/2022 15:30,,286.6,64.83,141.3
6720,4/20/2022 15:45,,286.2,64.83,141.1
6721,4/20/2022 16:00,,286.2,64.83,141.1
6722,4/20/2022 16:15,,286.2,64.85,141.1
6723,4/20/2022 16:30,,286.2,64.83,141.1
6724,4/20/2022 16:45,,286.2,64.83,141.1
6725,4/20/2022 17:00,,286.2,64.83,141.1
6726,4/20/2022 17:15,,286.2,64.85,141.1
6727,4/20/2022 17:30,,286.6,64.85,141.3
6728,4/20/2022 17:45,,286.2,64.83,141.1
6729,4/20/2022 18:00,,286.2,64.85,141.1
6730,4/20/2022 18:15,,286.2,64.83,141.1
6731,4/20/2022 18:30,,286.6,64.85,141.3
6732,4/20/2022 18:45,,286.6,64.83,141.3
6733,4/20/2022 19:00,,286.2,64.85,141.1
6734,4/20/2022 19:15,,286.2,64.85,141.1
6735,4/20/2022 19:30,,286.2,64.85,141.1
6736,4/20/2022 19:45,,286.2,64.85,141.1
6737,4/20/2022 20:00,,286.2,64.85,141.1
6738,4/20/2022 20:15,,286.2,64.85,141.1
6739,4/20/2022 20:30,,286.2,64.85,141.1
6740,4/20/2022 20:45,,286.6,64.85,141.3
6741,4/20/2022 21:00,,286.2,64.85,141.1
6742,4/20/2022 21:15,,286.2,64.85,141.1
6743,4/20/2022 21:30,,286.2,64.85,141.1
6744,4/20/2022 21:45,,286.2,64.85,141.1
6745,4/20/2022 22:00,,286.6,64.85,141.3
6746,4/20/2022 22:15,,286.6,64.87,141.2
6747,4/20/2022 22:30,,286.2,64.85,141.1
6748,4/20/2022 22:45,,286.2,64.87,141
6749,4/20/2022 23:00,,286.6,64.85,141.3
6750,4/20/2022 23:15,,286.6,64.87,141.2
6751,4/20/2022 23:30,,286.2,64.85,141.1
6752,4/20/2022 23:45,,286.6,64.87,141.2
6753,4/21/2022 0:00,,286.6,64.85,141.2
6754,4/21/2022 0:15,,286.6,64.87,141.2
6755,4/21/2022 0:30,,286.6,64.87,141.2
6756,4/21/2022 0:45,,286.2,64.87,141
6757,4/21/2022 1:00,,286.2,64.87,141
6758,4/21/2022 1:15,,286.2,64.87,141
6759,4/21/2022 1:30,,286.6,64.87,141.2
6760,4/21/2022 1:45,,286.6,64.87,141.2
6761,4/21/2022 2:00,,286.2,64.87,141
6762,4/21/2022 2:15,,286.6,64.87,141.2
6763,4/21/2022 2:30,,286.6,64.87,141.2
6764,4/21/2022 2:45,,286.6,64.87,141.2
6765,4/21/2022 3:00,,286.6,64.87,141.2
6766,4/21/2022 3:15,,286.2,64.87,141
6767,4/21/2022 3:30,,286.6,64.87,141.2
6768,4/21/2022 3:45,,286.6,64.87,141.2
6769,4/21/2022 4:00,,286.6,64.87,141.2
6770,4/21/2022 4:15,,286.6,64.87,141.2
6771,4/21/2022 4:30,,286.6,64.89,141.1
6772,4/21/2022 4:45,,286.6,64.87,141.2
6773,4/21/2022 5:00,,286.6,64.87,141.2
6774,4/21/2022 5:15,,286.6,64.87,141.2
6775,4/21/2022 5:30,,286.6,64.87,141.2
6776,4/21/2022 5:45,,286.6,64.89,141.1
6777,4/21/2022 6:00,,286.6,64.87,141.2
6778,4/21/2022 6:15,,286.6,64.87,141.2
6779,4/21/2022 6:30,,286.6,64.87,141.2
6780,4/21/2022 6:45,,286.6,64.89,141.1
6781,4/21/2022 7:00,,286.6,64.87,141.2
6782,4/21/2022 7:15,,286.6,64.87,141.2
6783,4/21/2022 7:30,,286.2,64.87,141
6784,4/21/2022 7:45,,286.6,64.87,141.2
6785,4/21/2022 8:00,,286.6,64.87,141.1
6786,4/21/2022 8:15,,286.6,64.87,141.1
6787,4/21/2022 8:30,,286.6,64.89,141.1
6788,4/21/2022 8:45,,286.6,64.89,141.1
6789,4/21/2022 9:00,,286.6,64.89,141.1
6790,4/21/2022 9:15,,286.6,64.89,141.1
6791,4/21/2022 9:30,,286.6,64.89,141.1
6792,4/21/2022 9:45,,286.6,64.89,141.1
6793,4/21/2022 10:00,,286.2,64.89,140.9
6794,4/21/2022 10:15,,286.6,64.89,141.1
6795,4/21/2022 10:30,,286.6,64.89,141.1
6796,4/21/2022 10:45,,286.6,64.89,141.1
6797,4/21/2022 11:00,,286.6,64.87,141.1
6798,4/21/2022 11:15,,286.6,64.89,141.1
6799,4/21/2022 11:30,,286.6,64.89,141.1
6800,4/21/2022 11:45,,286.6,64.89,141.1
6801,4/21/2022 12:00,,286.6,64.89,141.1
6802,4/21/2022 12:15,,286.6,64.89,141.1
6803,4/21/2022 12:30,,286.6,64.89,141.1
6804,4/21/2022 12:45,,286.6,64.89,141.1
6805,4/21/2022 13:00,,286.6,64.89,141.1
6806,4/21/2022 13:15,,286.6,64.89,141.1
6807,4/21/2022 13:30,,286.6,64.89,141.1
6808,4/21/2022 13:45,,286.6,64.89,141.1
6809,4/21/2022 14:00,,286.6,64.89,141.1
6810,4/21/2022 14:15,,286.6,64.9,141
6811,4/21/2022 14:30,,286.6,64.9,141
6812,4/21/2022 14:45,,286.6,64.89,141.1
6813,4/21/2022 15:00,,286.6,64.89,141.1
6814,4/21/2022 15:15,,286.6,64.9,141
6815,4/21/2022 15:30,,286.6,64.9,141
6816,4/21/2022 15:45,,286.6,64.9,141
6817,4/21/2022 16:00,,286.2,64.9,140.8
6818,4/21/2022 16:15,,286.6,64.9,141
6819,4/21/2022 16:30,,286.6,64.9,141
6820,4/21/2022 16:45,,286.6,64.9,141
6821,4/21/2022 17:00,,286.2,64.89,140.9
6822,4/21/2022 17:15,,286.6,64.9,141
6823,4/21/2022 17:30,,286.2,64.89,140.8
6824,4/21/2022 17:45,,286.6,64.9,141
6825,4/21/2022 18:00,,286.6,64.9,141
6826,4/21/2022 18:15,,286.6,64.9,141
6827,4/21/2022 18:30,,286.6,64.9,141
6828,4/21/2022 18:45,,286.6,64.9,141
6829,4/21/2022 19:00,,286.6,64.9,141
6830,4/21/2022 19:15,,286.6,64.9,141
6831,4/21/2022 19:30,,286.6,64.9,141
6832,4/21/2022 19:45,,286.6,64.9,141
6833,4/21/2022 20:00,,286.6,64.9,141
6834,4/21/2022 20:15,,286.6,64.9,141
6835,4/21/2022 20:30,,286.6,64.9,141
6836,4/21/2022 20:45,,286.6,64.9,141
6837,4/21/2022 21:00,,286.6,64.9,141
6838,4/21/2022 21:15,,286.6,64.9,141
6839,4/21/2022 21:30,,286.6,64.9,141
6840,4/21/2022 21:45,,286.6,64.9,141
6841,4/21/2022 22:00,,286.6,64.9,141
6842,4/21/2022 22:15,,286.6,64.9,141
6843,4/21/2022 22:30,,286.2,64.9,140.8
6844,4/21/2022 22:45,,286.2,64.9,140.8
6845,4/21/2022 23:00,,286.6,64.9,141
6846,4/21/2022 23:15,,286.6,64.9,141
6847,4/21/2022 23:30,,286.2,64.9,140.8
6848,4/21/2022 23:45,,286.6,64.9,141
6849,4/22/2022 0:00,,286.6,64.9,141
6850,4/22/2022 0:15,,286.6,64.9,141
6851,4/22/2022 0:30,,286.6,64.9,141
6852,4/22/2022 0:45,,286.6,64.9,141
6853,4/22/2022 1:00,,286.6,64.9,141
6854,4/22/2022 1:15,,286.6,64.9,141
6855,4/22/2022 1:30,,286.6,64.9,140.9
6856,4/22/2022 1:45,,286.6,64.94,140.9
6857,4/22/2022 2:00,,286.6,64.9,140.9
6858,4/22/2022 2:15,,286.6,64.94,140.9
6859,4/22/2022 2:30,,286.6,64.9,140.9
6860,4/22/2022 2:45,,286.6,64.9,140.9
6861,4/22/2022 3:00,,286.6,64.9,140.9
6862,4/22/2022 3:15,,286.6,64.9,140.9
6863,4/22/2022 3:30,,286.6,64.9,140.9
6864,4/22/2022 3:45,,286.6,64.94,140.9
6865,4/22/2022 4:00,,286.6,64.94,140.9
6866,4/22/2022 4:15,,286.6,64.9,140.9
6867,4/22/2022 4:30,,286.6,64.94,140.9
6868,4/22/2022 4:45,,286.6,64.9,140.9
6869,4/22/2022 5:00,,286.6,64.94,140.9
6870,4/22/2022 5:15,,286.6,64.94,140.9
6871,4/22/2022 5:30,,286.6,64.94,140.9
6872,4/22/2022 5:45,,286.6,64.9,140.9
6873,4/22/2022 6:00,,286.6,64.94,140.8
6874,4/22/2022 6:15,,286.6,64.9,140.9
6875,4/22/2022 6:30,,286.6,64.94,140.8
6876,4/22/2022 6:45,,286.6,64.94,140.8
6877,4/22/2022 7:00,,286.6,64.94,140.8
6878,4/22/2022 7:15,,286.6,64.94,140.8
6879,4/22/2022 7:30,,286.6,64.94,140.8
6880,4/22/2022 7:45,,286.6,64.94,140.8
6881,4/22/2022 8:00,,286.6,64.94,140.8
6882,4/22/2022 8:15,,287,64.94,141
6883,4/22/2022 8:30,,286.6,64.94,140.8
6884,4/22/2022 8:45,,286.6,64.94,140.8
6885,4/22/2022 9:00,,287,64.94,141
6886,4/22/2022 9:15,,286.6,64.94,140.8
6887,4/22/2022 9:30,,286.6,64.94,140.8
6888,4/22/2022 9:45,,286.6,64.94,140.8
6889,4/22/2022 10:00,,286.6,64.94,140.8
6890,4/22/2022 10:15,,286.6,64.94,140.8
6891,4/22/2022 10:30,,286.6,64.94,140.8
6892,4/22/2022 10:45,,286.6,64.94,140.8
6893,4/22/2022 11:00,,286.6,64.94,140.8
6894,4/22/2022 11:15,,286.6,64.94,140.8
6895,4/22/2022 11:30,,286.6,64.94,140.8
6896,4/22/2022 11:45,,286.6,64.94,140.8
6897,4/22/2022 12:00,,286.6,64.94,140.8
6898,4/22/2022 12:15,,286.6,64.94,140.8
6899,4/22/2022 12:30,,286.6,64.94,140.8
6900,4/22/2022 12:45,,286.6,64.94,140.8
6901,4/22/2022 13:00,,286.6,64.94,140.8
6902,4/22/2022 13:15,,287,64.94,141
6903,4/22/2022 13:30,,286.6,64.94,140.8
6904,4/22/2022 13:45,,286.6,64.94,140.8
6905,4/22/2022 14:00,,286.6,64.94,140.8
6906,4/22/2022 14:15,,287,64.94,141
6907,4/22/2022 14:30,,287,64.94,141
6908,4/22/2022 14:45,,286.6,64.94,140.8
6909,4/22/2022 15:00,,287,64.94,141
6910,4/22/2022 15:15,,287,64.94,141
6911,4/22/2022 15:30,,286.6,64.94,140.8
6912,4/22/2022 15:45,,287,64.94,141
6913,4/22/2022 16:00,,286.6,64.94,140.8
6914,4/22/2022 16:15,,286.6,64.94,140.8
6915,4/22/2022 16:30,,286.6,64.94,140.8
6916,4/22/2022 16:45,,286.6,64.94,140.8
6917,4/22/2022 17:00,,286.6,64.94,140.8
6918,4/22/2022 17:15,,286.6,64.94,140.8
6919,4/22/2022 17:30,,287,64.94,141
6920,4/22/2022 17:45,,286.6,64.94,140.8
6921,4/22/2022 18:00,,286.6,64.94,140.8
6922,4/22/2022 18:15,,286.6,64.94,140.8
6923,4/22/2022 18:30,,286.6,64.94,140.8
6924,4/22/2022 18:45,,287.4,64.94,141.1
6925,4/22/2022 19:00,,287,64.96,140.9
6926,4/22/2022 19:15,,286.6,64.94,140.7
6927,4/22/2022 19:30,,286.6,64.94,140.7
6928,4/22/2022 19:45,,286.6,64.94,140.7
6929,4/22/2022 20:00,,287.4,64.96,141.1
6930,4/22/2022 20:15,,287.4,64.94,141.1
6931,4/22/2022 20:30,,286.6,64.94,140.7
6932,4/22/2022 20:45,,287,64.94,140.9
6933,4/22/2022 21:00,,286.6,64.94,140.7
6934,4/22/2022 21:15,,286.6,64.96,140.7
6935,4/22/2022 21:30,,287,64.96,140.9
6936,4/22/2022 21:45,,287,64.96,140.9
6937,4/22/2022 22:00,,287,64.96,140.9
6938,4/22/2022 22:15,,287.4,64.96,141.1
6939,4/22/2022 22:30,,287,64.94,140.9
6940,4/22/2022 22:45,,287,64.96,140.9
6941,4/22/2022 23:00,,287,64.94,140.9
6942,4/22/2022 23:15,,286.6,64.96,140.7
6943,4/22/2022 23:30,,287,64.96,140.9
6944,4/22/2022 23:45,,287.4,64.94,141.1
6945,4/23/2022 0:00,,286.6,64.96,140.7
6946,4/23/2022 0:15,,287,64.96,140.9
6947,4/23/2022 0:30,,287,64.96,140.9
6948,4/23/2022 0:45,,287,64.96,140.9
6949,4/23/2022 1:00,,287,64.96,140.9
6950,4/23/2022 1:15,,287,64.94,140.9
6951,4/23/2022 1:30,,287,64.96,140.9
6952,4/23/2022 1:45,,286.6,64.96,140.7
6953,4/23/2022 2:00,,286.6,64.94,140.7
6954,4/23/2022 2:15,,287.4,64.96,141.1
6955,4/23/2022 2:30,,287,64.96,140.9
6956,4/23/2022 2:45,,286.6,64.96,140.7
6957,4/23/2022 3:00,,287.4,64.96,141
6958,4/23/2022 3:15,,287,64.96,140.8
6959,4/23/2022 3:30,,286.6,64.96,140.6
6960,4/23/2022 3:45,,286.6,64.96,140.6
6961,4/23/2022 4:00,,286.6,64.96,140.6
6962,4/23/2022 4:15,,287.4,64.96,141
6963,4/23/2022 4:30,,287,64.96,140.8
6964,4/23/2022 4:45,,287,64.96,140.8
6965,4/23/2022 5:00,,287,64.98,140.8
6966,4/23/2022 5:15,,287,64.96,140.8
6967,4/23/2022 5:30,,287,64.96,140.8
6968,4/23/2022 5:45,,287,64.96,140.8
6969,4/23/2022 6:00,,287.4,64.94,141.1
6970,4/23/2022 6:15,,287,64.96,140.8
6971,4/23/2022 6:30,,287,64.96,140.8
6972,4/23/2022 6:45,,287,64.94,140.9
6973,4/23/2022 7:00,,287,64.96,140.8
6974,4/23/2022 7:15,,287,64.96,140.8
6975,4/23/2022 7:30,,287,64.96,140.8
6976,4/23/2022 7:45,,287,64.96,140.8
6977,4/23/2022 8:00,,287,64.96,140.8
6978,4/23/2022 8:15,,287,64.96,140.8
6979,4/23/2022 8:30,,287,64.96,140.8
6980,4/23/2022 8:45,,287,64.96,140.8
6981,4/23/2022 9:00,,287,64.96,140.8
6982,4/23/2022 9:15,,286.6,64.96,140.6
6983,4/23/2022 9:30,,287.4,64.96,141
6984,4/23/2022 9:45,,287.4,64.96,141
6985,4/23/2022 10:00,,287,64.96,140.8
6986,4/23/2022 10:15,,287,64.96,140.8
6987,4/23/2022 10:30,,287,64.98,140.8
6988,4/23/2022 10:45,,287.4,64.96,141
6989,4/23/2022 11:00,,286.6,64.96,140.6
6990,4/23/2022 11:15,,287,64.96,140.8
6991,4/23/2022 11:30,,286.6,64.96,140.6
6992,4/23/2022 11:45,,287.4,64.96,141
6993,4/23/2022 12:00,,287,64.96,140.8
6994,4/23/2022 12:15,,287,64.96,140.8
6995,4/23/2022 12:30,,287,64.96,140.8
6996,4/23/2022 12:45,,287.4,64.96,141
6997,4/23/2022 13:00,,287.4,64.96,141
6998,4/23/2022 13:15,,287.4,64.96,141
6999,4/23/2022 13:30,,287.4,64.96,141
7000,4/23/2022 13:45,,287,64.96,140.8
7001,4/23/2022 14:00,,287.4,64.96,141
7002,4/23/2022 14:15,,287.4,64.96,141
7003,4/23/2022 14:30,,287.4,64.96,141
7004,4/23/2022 14:45,,287,64.96,140.8
7005,4/23/2022 15:00,,287,64.96,140.8
7006,4/23/2022 15:15,,286.6,64.96,140.6
7007,4/23/2022 15:30,,287,64.96,140.8
7008,4/23/2022 15:45,,287,64.96,140.7
7009,4/23/2022 16:00,,287.4,64.96,140.9
7010,4/23/2022 16:15,,287.4,64.96,140.9
7011,4/23/2022 16:30,,287.4,64.96,140.9
7012,4/23/2022 16:45,,287.4,64.98,140.9
7013,4/23/2022 17:00,,287.4,64.96,140.9
7014,4/23/2022 17:15,,287.4,64.96,140.9
7015,4/23/2022 17:30,,287.4,64.96,140.9
7016,4/23/2022 17:45,,287.4,64.96,140.9
7017,4/23/2022 18:00,,287,64.96,140.7
