Time,Water_level
11/29/2023 10:00,1.42
11/29/2023 13:00,1.34
11/29/2023 16:00,1.41
11/29/2023 19:00,1.44
11/29/2023 22:00,1.42
11/30/2023 1:00,1.42
11/30/2023 4:00,1.43
11/30/2023 7:00,1.42
11/30/2023 10:00,1.4
11/30/2023 13:00,1.49
11/30/2023 16:00,1.46
11/30/2023 19:00,1.49
11/30/2023 22:00,1.44
12/1/2023 1:00,1.44
12/1/2023 4:00,1.42
12/1/2023 7:00,1.42
12/1/2023 10:00,1.4
12/1/2023 13:00,1.34
12/1/2023 16:00,1.36
12/1/2023 19:00,1.38
12/1/2023 22:00,1.37
12/2/2023 1:00,1.36
12/2/2023 4:00,1.36
12/2/2023 7:00,1.36
12/2/2023 10:00,1.35
12/2/2023 13:00,1.33
12/2/2023 16:00,1.39
12/2/2023 19:00,1.42
12/2/2023 22:00,1.39
12/3/2023 1:00,1.4
12/3/2023 4:00,1.83
12/3/2023 7:00,1.69
12/3/2023 10:00,1.6
12/3/2023 13:00,1.53
12/3/2023 16:00,1.52
12/3/2023 19:00,1.51
12/3/2023 22:00,1.5
12/4/2023 1:00,1.53
12/4/2023 4:00,1.51
12/4/2023 7:00,1.53
12/4/2023 10:00,1.52
12/4/2023 13:00,1.45
12/4/2023 16:00,1.51
12/4/2023 19:00,1.53
12/4/2023 22:00,1.53
12/5/2023 1:00,1.54
12/5/2023 4:00,1.56
12/5/2023 7:00,1.57
12/5/2023 10:00,1.58
12/5/2023 13:00,1.48
12/5/2023 16:00,1.53
12/5/2023 19:00,1.57
12/5/2023 22:00,1.57
12/6/2023 1:00,1.56
12/6/2023 4:00,1.58
12/6/2023 7:00,1.58
12/6/2023 10:00,1.57
12/6/2023 13:00,1.56
12/6/2023 16:00,1.57
12/6/2023 19:00,1.59
12/6/2023 22:00,1.59
12/7/2023 1:00,1.59
12/7/2023 4:00,1.59
12/7/2023 7:00,1.6
12/7/2023 10:00,1.58
12/7/2023 13:00,1.48
12/7/2023 16:00,1.52
12/7/2023 19:00,1.59
12/7/2023 22:00,1.6
12/8/2023 1:00,1.62
12/8/2023 4:00,1.58
12/8/2023 7:00,1.6
12/8/2023 10:00,1.57
12/8/2023 13:00,1.54
12/8/2023 16:00,1.53
12/8/2023 19:00,1.59
12/8/2023 22:00,1.57
12/9/2023 1:00,1.59
12/9/2023 4:00,1.58
12/9/2023 7:00,1.59
12/9/2023 10:00,1.55
12/9/2023 13:00,1.44
12/9/2023 16:00,1.49
12/9/2023 19:00,1.54
12/9/2023 22:00,1.56
12/10/2023 1:00,1.54
12/10/2023 4:00,1.54
12/10/2023 7:00,1.54
12/10/2023 10:00,1.69
12/10/2023 13:00,1.98
12/10/2023 16:00,1.86
12/10/2023 19:00,2.03
12/10/2023 22:00,1.94
12/11/2023 1:00,2.65
12/11/2023 4:00,2.26
12/11/2023 7:00,1.9
12/11/2023 10:00,1.82
12/11/2023 13:00,1.77
12/11/2023 16:00,1.76
12/11/2023 19:00,1.76
12/11/2023 22:00,1.75
12/12/2023 1:00,1.75
12/12/2023 4:00,1.74
12/12/2023 7:00,1.75
12/12/2023 10:00,1.74
12/12/2023 13:00,1.62
12/12/2023 16:00,1.67
12/12/2023 19:00,1.74
12/12/2023 22:00,1.73
12/13/2023 1:00,1.73
12/13/2023 4:00,1.73
12/13/2023 7:00,1.73
12/13/2023 10:00,1.72
12/13/2023 13:00,1.7
12/13/2023 16:00,1.77
12/13/2023 19:00,1.74
12/13/2023 22:00,1.72
12/14/2023 1:00,1.72
12/14/2023 4:00,1.72
12/14/2023 7:00,1.71
12/14/2023 10:00,1.71
12/14/2023 13:00,1.67
12/14/2023 16:00,1.7
12/14/2023 19:00,1.71
12/14/2023 22:00,1.78
12/15/2023 1:00,1.78
12/15/2023 4:00,1.74
12/15/2023 7:00,1.73
12/15/2023 10:00,1.73
12/15/2023 13:00,1.61
12/15/2023 16:00,1.69
12/15/2023 19:00,1.7
12/15/2023 22:00,1.71
12/16/2023 1:00,1.69
12/16/2023 4:00,1.69
12/16/2023 7:00,1.7
12/16/2023 10:00,1.69
12/16/2023 13:00,1.64
12/16/2023 16:00,1.67
12/16/2023 19:00,1.68
12/16/2023 22:00,1.67
12/17/2023 1:00,1.67
12/17/2023 4:00,1.67
12/17/2023 7:00,1.67
12/17/2023 10:00,1.66
12/17/2023 13:00,2.26
12/17/2023 16:00,2.73
12/17/2023 19:00,2.66
12/17/2023 22:00,2.72
12/18/2023 1:00,2.38
12/18/2023 4:00,2.49
12/18/2023 7:00,1.97
12/18/2023 10:00,1.88
12/18/2023 13:00,1.81
12/18/2023 16:00,1.86
12/18/2023 19:00,1.79
12/18/2023 22:00,1.79
12/19/2023 1:00,1.79
12/19/2023 4:00,1.78
12/19/2023 7:00,1.78
12/19/2023 10:00,1.76
12/19/2023 13:00,1.71
12/19/2023 16:00,1.75
12/19/2023 19:00,1.77
12/19/2023 22:00,1.77
12/20/2023 1:00,1.76
12/20/2023 4:00,1.75
12/20/2023 7:00,1.75
12/20/2023 10:00,1.74
12/20/2023 13:00,1.69
12/20/2023 16:00,1.73
12/20/2023 19:00,1.76
12/20/2023 22:00,1.75
12/21/2023 1:00,1.75
12/21/2023 4:00,1.74
12/21/2023 7:00,1.75
12/21/2023 10:00,1.74
12/21/2023 13:00,1.68
12/21/2023 16:00,1.72
12/21/2023 19:00,1.74
12/21/2023 22:00,1.74
12/22/2023 1:00,1.74
12/22/2023 4:00,1.74
12/22/2023 7:00,1.73
12/22/2023 10:00,1.72
12/22/2023 13:00,1.68
12/22/2023 16:00,1.7
12/22/2023 19:00,1.73
12/22/2023 22:00,1.73
12/23/2023 1:00,1.73
12/23/2023 4:00,1.73
12/23/2023 7:00,1.74
12/23/2023 10:00,1.74
12/23/2023 13:00,1.63
12/23/2023 16:00,1.69
12/23/2023 19:00,1.74
12/23/2023 22:00,1.73
12/24/2023 1:00,1.73
12/24/2023 4:00,1.73
12/24/2023 7:00,1.72
12/24/2023 10:00,1.74
12/24/2023 13:00,1.59
12/24/2023 16:00,1.68
12/24/2023 19:00,1.73
12/24/2023 22:00,1.73
12/25/2023 1:00,1.72
12/25/2023 4:00,1.73
12/25/2023 7:00,1.73
12/25/2023 10:00,1.74
12/25/2023 13:00,1.68
12/25/2023 16:00,1.72
12/25/2023 19:00,1.7
12/25/2023 22:00,1.73
12/26/2023 1:00,1.71
12/26/2023 4:00,1.7
12/26/2023 7:00,1.72
12/26/2023 10:00,1.7
12/26/2023 13:00,1.69
12/26/2023 16:00,1.7
12/26/2023 19:00,1.7
12/26/2023 22:00,1.7
12/27/2023 1:00,2.27
12/27/2023 4:00,2.3
12/27/2023 7:00,1.88
12/27/2023 10:00,1.98
12/27/2023 13:00,2.1
12/27/2023 16:00,1.83
12/27/2023 19:00,1.77
12/27/2023 22:00,1.79
12/28/2023 1:00,1.79
12/28/2023 4:00,1.77
12/28/2023 7:00,1.74
12/28/2023 10:00,1.75
12/28/2023 13:00,1.72
12/28/2023 16:00,1.73
12/28/2023 19:00,1.79
12/28/2023 22:00,1.76
12/29/2023 1:00,1.75
12/29/2023 4:00,1.75
12/29/2023 7:00,1.75
12/29/2023 10:00,1.74
12/29/2023 13:00,1.66
12/29/2023 16:00,1.71
12/29/2023 19:00,1.73
12/29/2023 22:00,1.74
12/30/2023 1:00,1.75
12/30/2023 4:00,1.75
12/30/2023 7:00,1.74
12/30/2023 10:00,1.73
12/30/2023 13:00,1.69
12/30/2023 16:00,1.73
12/30/2023 19:00,1.75
12/30/2023 22:00,1.75
12/31/2023 1:00,1.74
12/31/2023 4:00,1.74
12/31/2023 7:00,1.74
12/31/2023 10:00,1.75
12/31/2023 13:00,1.67
12/31/2023 16:00,1.71
12/31/2023 19:00,1.74
12/31/2023 22:00,1.74
1/1/2024 1:00,1.73
1/1/2024 4:00,1.72
1/1/2024 7:00,1.73
1/1/2024 10:00,1.7
1/1/2024 13:00,1.68
1/1/2024 16:00,1.7
1/1/2024 19:00,1.71
1/1/2024 22:00,1.7
1/2/2024 1:00,1.71
1/2/2024 4:00,1.71
1/2/2024 7:00,1.71
1/2/2024 10:00,1.72
1/2/2024 13:00,1.7
1/2/2024 16:00,1.71
1/2/2024 19:00,1.72
1/2/2024 22:00,1.72
1/3/2024 1:00,1.73
1/3/2024 4:00,1.75
1/3/2024 7:00,1.75
1/3/2024 10:00,1.73
1/3/2024 13:00,1.64
1/3/2024 16:00,1.7
1/3/2024 19:00,1.71
1/3/2024 22:00,1.71
1/4/2024 1:00,1.7
1/4/2024 4:00,1.89
1/4/2024 7:00,1.78
1/4/2024 10:00,1.75
1/4/2024 13:00,1.72
1/4/2024 16:00,1.72
1/4/2024 19:00,1.73
1/4/2024 22:00,1.74
1/5/2024 1:00,1.75
1/5/2024 4:00,1.74
1/5/2024 7:00,1.74
1/5/2024 10:00,1.74
1/5/2024 13:00,1.67
1/5/2024 16:00,1.7
1/5/2024 19:00,1.74
1/5/2024 22:00,1.74
1/6/2024 1:00,1.74
1/6/2024 4:00,1.73
1/6/2024 7:00,1.73
1/6/2024 10:00,2.03
1/6/2024 13:00,1.8
1/6/2024 16:00,2.85
1/6/2024 19:00,1.9
1/6/2024 22:00,1.84
1/7/2024 1:00,1.83
1/7/2024 4:00,1.77
1/7/2024 7:00,1.74
1/7/2024 10:00,1.71
1/7/2024 13:00,1.69
1/7/2024 16:00,1.7
1/7/2024 19:00,1.74
1/7/2024 22:00,1.73
1/8/2024 1:00,1.71
1/8/2024 4:00,1.72
1/8/2024 7:00,1.72
1/8/2024 10:00,1.71
1/8/2024 13:00,1.69
1/8/2024 16:00,1.7
1/8/2024 19:00,1.72
1/8/2024 22:00,1.72
1/9/2024 1:00,1.71
1/9/2024 4:00,1.71
1/9/2024 7:00,1.72
1/9/2024 10:00,1.81
1/9/2024 13:00,1.7
1/9/2024 16:00,2.02
1/9/2024 19:00,2.3
1/9/2024 22:00,2.22
1/10/2024 1:00,1.93
1/10/2024 4:00,1.87
1/10/2024 7:00,1.84
1/10/2024 10:00,1.8
1/10/2024 13:00,1.76
1/10/2024 16:00,1.79
1/10/2024 19:00,1.78
1/10/2024 22:00,1.8
1/11/2024 1:00,1.8
1/11/2024 4:00,1.78
1/11/2024 7:00,1.78
1/11/2024 10:00,1.76
1/11/2024 13:00,1.74
1/11/2024 16:00,1.71
1/11/2024 19:00,1.77
1/11/2024 22:00,1.76
1/12/2024 1:00,1.76
1/12/2024 4:00,1.75
1/12/2024 7:00,1.75
1/12/2024 10:00,1.77
1/12/2024 13:00,1.72
1/12/2024 16:00,1.73
1/12/2024 19:00,1.76
1/12/2024 22:00,2.75
1/13/2024 1:00,1.9
1/13/2024 4:00,1.81
1/13/2024 7:00,1.85
1/13/2024 10:00,1.81
1/13/2024 13:00,1.75
1/13/2024 16:00,1.75
1/13/2024 19:00,1.81
1/13/2024 22:00,1.81
1/14/2024 1:00,1.79
1/14/2024 4:00,1.8
1/14/2024 7:00,1.79
1/14/2024 10:00,1.8
1/14/2024 13:00,1.72
1/14/2024 16:00,1.76
1/14/2024 19:00,1.81
1/14/2024 22:00,1.79
1/15/2024 1:00,1.78
1/15/2024 4:00,1.78
1/15/2024 7:00,1.79
1/15/2024 10:00,1.78
1/15/2024 13:00,1.75
1/15/2024 16:00,1.76
1/15/2024 19:00,1.79
1/15/2024 22:00,1.79
1/16/2024 1:00,1.78
1/16/2024 4:00,1.78
1/16/2024 7:00,1.78
1/16/2024 10:00,1.76
1/16/2024 13:00,1.75
1/16/2024 16:00,1.93
1/16/2024 19:00,1.81
1/16/2024 22:00,1.78
1/17/2024 1:00,1.77
1/17/2024 4:00,1.77
1/17/2024 7:00,1.77
1/17/2024 10:00,1.77
1/17/2024 13:00,1.7
1/17/2024 16:00,1.74
1/17/2024 19:00,1.78
1/17/2024 22:00,1.79
1/18/2024 1:00,1.79
1/18/2024 4:00,1.78
1/18/2024 7:00,1.78
1/18/2024 10:00,1.79
1/18/2024 13:00,1.73
1/18/2024 16:00,1.75
1/18/2024 19:00,1.78
1/18/2024 22:00,1.78
1/19/2024 1:00,1.78
1/19/2024 4:00,1.77
1/19/2024 7:00,1.77
1/19/2024 10:00,1.78
1/19/2024 13:00,1.72
1/19/2024 16:00,1.76
1/19/2024 19:00,1.77
1/19/2024 22:00,1.76
1/20/2024 1:00,1.77
1/20/2024 4:00,1.78
1/20/2024 7:00,1.78
1/20/2024 10:00,1.76
1/20/2024 13:00,1.75
1/20/2024 16:00,1.73
1/20/2024 19:00,1.77
1/20/2024 22:00,1.78
1/21/2024 1:00,1.78
1/21/2024 4:00,1.79
1/21/2024 7:00,1.78
1/21/2024 10:00,1.77
1/21/2024 13:00,1.72
1/21/2024 16:00,1.75
1/21/2024 19:00,1.77
1/21/2024 22:00,1.78
1/22/2024 1:00,1.78
1/22/2024 4:00,1.78
1/22/2024 7:00,1.78
1/22/2024 10:00,1.79
1/22/2024 13:00,1.7
1/22/2024 16:00,1.66
1/22/2024 19:00,1.78
1/22/2024 22:00,1.77
1/23/2024 1:00,1.79
1/23/2024 4:00,1.77
1/23/2024 7:00,1.77
1/23/2024 10:00,1.75
1/23/2024 13:00,1.85
1/23/2024 16:00,1.76
1/23/2024 19:00,1.77
1/23/2024 22:00,1.77
1/24/2024 1:00,1.76
1/24/2024 4:00,1.76
1/24/2024 7:00,1.76
1/24/2024 10:00,1.73
1/24/2024 13:00,1.65
1/24/2024 16:00,1.66
1/24/2024 19:00,1.7
1/24/2024 22:00,1.73
1/25/2024 1:00,1.73
1/25/2024 4:00,1.72
1/25/2024 7:00,1.71
1/25/2024 10:00,1.71
1/25/2024 13:00,1.71
1/25/2024 16:00,1.7
1/25/2024 19:00,1.94
1/25/2024 22:00,1.77
1/26/2024 1:00,1.73
1/26/2024 4:00,1.73
1/26/2024 7:00,1.73
1/26/2024 10:00,1.77
1/26/2024 13:00,1.69
1/26/2024 16:00,1.67
1/26/2024 19:00,1.75
1/26/2024 22:00,1.75
1/27/2024 1:00,1.75
1/27/2024 4:00,1.77
1/27/2024 7:00,1.78
1/27/2024 10:00,1.78
1/27/2024 13:00,1.75
1/27/2024 16:00,1.75
1/27/2024 19:00,1.76
1/27/2024 22:00,1.77
1/28/2024 1:00,1.77
1/28/2024 4:00,1.76
1/28/2024 7:00,1.73
1/28/2024 10:00,1.71
1/28/2024 13:00,1.63
1/28/2024 16:00,1.69
1/28/2024 19:00,1.78
1/28/2024 22:00,1.78
1/29/2024 1:00,1.79
1/29/2024 4:00,1.78
1/29/2024 7:00,1.79
1/29/2024 10:00,1.78
1/29/2024 13:00,1.76
1/29/2024 16:00,1.75
1/29/2024 19:00,1.8
1/29/2024 22:00,1.79
1/30/2024 1:00,1.78
1/30/2024 4:00,1.79
1/30/2024 7:00,1.79
1/30/2024 10:00,1.79
1/30/2024 13:00,1.7
1/30/2024 16:00,1.69
1/30/2024 19:00,1.78
1/30/2024 22:00,1.77
1/31/2024 1:00,1.77
1/31/2024 4:00,1.77
1/31/2024 7:00,1.77
1/31/2024 10:00,1.77
1/31/2024 13:00,1.76
